"Index" "CUS.Open" "CUS.High" "CUS.Low" "CUS.Close" "CUS.Volume" "CUS.Adjusted"
2013-03-29 2.564 2.564 2.564 2.564 0 2.564
2013-04-01 2.564 2.564 2.564 2.564 0 2.564
2013-04-02 2.447 2.447 2.447 2.447 0 2.447
2013-04-03 2.447 2.447 2.447 2.447 0 2.447
2013-04-04 2.422 2.422 2.422 2.422 0 2.422
2013-04-05 2.373 2.373 2.373 2.373 0 2.373
2013-04-08 2.392 2.392 2.392 2.392 0 2.392
2013-04-09 2.408 2.408 2.408 2.408 0 2.408
2013-04-10 2.436 2.436 2.436 2.436 0 2.436
2013-04-11 2.498 2.498 2.498 2.498 0 2.498
2013-04-12 2.523 2.523 2.523 2.523 0 2.523
2013-04-15 2.564 2.564 2.564 2.564 0 2.564
2013-04-16 2.423 2.423 2.423 2.423 0 2.423
2013-04-17 2.423 2.423 2.423 2.423 0 2.423
2013-04-18 2.496 2.496 2.496 2.496 0 2.496
2013-04-19 2.481 2.481 2.481 2.481 0 2.481
2013-04-22 2.481 2.481 2.481 2.481 0 2.481
2013-04-23 2.398 2.398 2.398 2.398 0 2.398
2013-04-24 2.417 2.417 2.417 2.417 0 2.417
2013-04-25 2.42 2.42 2.42 2.42 0 2.42
2013-04-26 2.595 2.595 2.595 2.595 0 2.595
2013-04-29 2.879 2.879 2.879 2.879 0 2.879
2013-04-30 3.057 3.057 3.057 3.057 0 3.057
2013-05-01 3.057 3.057 3.057 3.057 0 3.057
2013-05-02 2.8 2.8 2.8 2.8 0 2.8
2013-05-03 2.801 2.801 2.801 2.801 0 2.801
2013-05-06 2.831 2.831 2.831 2.831 0 2.831
2013-05-07 2.792 2.792 2.792 2.792 0 2.792
2013-05-08 2.768 2.768 2.768 2.768 0 2.768
2013-05-09 2.889 2.889 2.889 2.889 0 2.889
2013-05-10 2.946 2.946 2.946 2.946 0 2.946
2013-05-13 3.149 3.336 3.149 3.336 0 3.336
2013-05-14 3.336 3.336 3.336 3.336 0 3.336
2013-05-15 3.431 3.431 3.431 3.431 0 3.431
2013-05-16 3.431 3.431 3.431 3.431 0 3.431
2013-05-17 3.147 3.147 3.147 3.147 0 3.147
2013-05-20 3.189 3.189 3.189 3.189 0 3.189
2013-05-21 3.05 3.05 3.05 3.05 0 3.05
2013-05-22 3.027 3.027 3.027 3.027 0 3.027
2013-05-23 2.877 2.877 2.825 2.825 200 2.825
2013-05-24 2.908 2.908 2.908 2.908 0 2.908
2013-05-27 2.947 2.947 2.947 2.947 0 2.947
2013-05-28 2.959 2.969 2.959 2.969 0 2.969
2013-05-29 2.969 2.969 2.969 2.969 0 2.969
2013-05-30 2.916 2.916 2.916 2.916 0 2.916
2013-05-31 2.993 2.993 2.993 2.993 0 2.993
2013-06-03 2.92 2.92 2.92 2.92 0 2.92
2013-06-04 2.89 2.89 2.89 2.89 0 2.89
2013-06-05 2.725 2.725 2.725 2.725 0 2.725
2013-06-06 2.586 2.586 2.586 2.586 0 2.586
2013-06-07 2.619 2.619 2.619 2.619 0 2.619
2013-06-10 2.619 2.619 2.619 2.619 0 2.619
2013-06-11 2.619 2.619 2.619 2.619 0 2.619
2013-06-12 2.669 2.669 2.669 2.669 0 2.669
2013-06-13 2.549 2.549 2.549 2.549 0 2.549
2013-06-14 2.635 2.635 2.635 2.635 0 2.635
