"Index" "XSC.Open" "XSC.High" "XSC.Low" "XSC.Close" "XSC.Volume" "XSC.Adjusted"
2013-05-10 42.81 42.81 42.81 42.81 0 42.81
2013-05-13 42.505 42.505 42.505 42.505 0 42.505
2013-05-14 41.845 41.845 41.845 41.845 0 41.845
2013-05-15 42.38 42.38 42.38 42.38 0 42.38
2013-05-16 41.235 41.235 41.235 41.235 0 41.235
2013-05-17 41.7 41.7 41.7 41.7 0 41.7
2013-05-20 41.845 41.845 41.845 41.845 0 41.845
2013-05-21 41.83 41.83 41.83 41.83 0 41.83
2013-05-22 41.44 41.44 41.44 41.44 0 41.44
2013-05-23 40.29 40.29 40.29 40.29 0 40.29
2013-05-24 39.01 39.01 39.01 39.01 0 39.01
2013-05-27 39.52 39.52 39.52 39.52 0 39.52
2013-05-28 39.24 39.24 39.24 39.24 0 39.24
2013-05-29 39.81 39.81 39.81 39.81 0 39.81
2013-05-30 37.935 37.935 37.935 37.935 0 37.935
2013-05-31 39.015 39.755 39.015 39.755 0 39.755
2013-06-03 37.55 37.55 37.55 37.55 0 37.55
2013-06-04 38.7 38.7 38.7 38.7 0 38.7
2013-06-05 38.37 38.37 38.37 38.37 0 38.37
2013-06-06 38.755 38.755 38.755 38.755 0 38.755
2013-06-07 39.135 39.135 39.135 39.135 0 39.135
2013-06-10 39.59 39.59 39.59 39.59 0 39.59
2013-06-11 39.75 39.75 39.75 39.75 0 39.75
2013-06-12 39.72 39.72 39.72 39.72 0 39.72
2013-06-13 37.335 37.335 37.335 37.335 0 37.335
2013-06-14 39.1 39.1 39.1 39.1 0 39.1
2013-06-17 40.1 40.1 40.1 40.1 0 40.1
2013-06-18 39.755 39.755 39.755 39.755 0 39.755
2013-06-19 39.9 39.9 39.9 39.9 0 39.9
2013-06-20 38.94 38.94 38.94 38.94 0 38.94
2013-06-21 39.995 39.995 39.995 39.995 0 39.995
2013-06-24 39.41 39.41 39.41 39.41 0 39.41
2013-06-25 39.87 39.87 39.87 39.87 0 39.87
2013-06-26 39.485 39.485 39.485 39.485 0 39.485
2013-06-27 40.505 40.505 40.505 40.505 0 40.505
2013-06-28 41.375 41.375 41.375 41.375 0 41.375
2013-07-01 41.7 41.7 41.7 41.7 0 41.7
2013-07-02 41.7 41.7 41.7 41.7 0 41.7
2013-07-03 41.52 41.52 41.52 41.52 0 41.52
2013-07-04 41.93 41.93 41.93 41.93 0 41.93
2013-07-05 42.43 42.43 42.43 42.43 0 42.43
2013-07-08 41.63 41.63 41.63 41.63 0 41.63
2013-07-09 42.46 42.46 42.46 42.46 0 42.46
2013-07-10 42.44 42.44 42.44 42.44 0 42.44
2013-07-11 42.82 42.82 42.82 42.82 0 42.82
2013-07-12 43.105 43.105 43.105 43.105 0 43.105
2013-07-15 43.23 43.23 43.23 43.23 0 43.23
2013-07-16 43.18 43.18 43.18 43.18 0 43.18
2013-07-17 43.06 43.06 43.06 43.06 0 43.06
2013-07-18 43.87 43.87 43.87 43.87 0 43.87
2013-07-19 42.865 42.865 42.865 42.865 0 42.865
2013-07-22 43.65 43.65 43.65 43.65 0 43.65
2013-07-23 44.085 44.085 44.085 44.085 0 44.085
2013-07-24 43.63 43.63 43.63 43.63 0 43.63
2013-07-25 42.93 42.93 42.93 42.93 0 42.93
2013-07-26 42.645 42.645 42.645 42.645 0 42.645
2013-07-29 41.5 41.5 41.5 41.5 0 41.5
2013-07-30 41.885 41.885 41.885 41.885 0 41.885
2013-07-31 41.26 41.26 41.26 41.26 0 41.26
2013-08-01 42.015 42.015 42.015 42.015 0 42.015
2013-08-02 43.97 43.97 43.97 43.97 0 43.97
2013-08-05 43.43 43.43 43.43 43.43 0 43.43
2013-08-06 44.065 44.065 44.065 44.065 0 44.065
2013-08-07 42.735 42.735 42.735 42.735 0 42.735
2013-08-08 43.22 43.22 43.22 43.22 0 43.22
2013-08-09 42.67 42.67 42.67 42.67 0 42.67
2013-08-12 43.1 43.1 43.1 43.1 0 43.1
2013-08-13 43.86 43.86 43.86 43.86 0 43.86
2013-08-14 44.365 44.365 44.365 44.365 0 44.365
2013-08-15 43.725 43.725 43.725 43.725 0 43.725
2013-08-16 43.63 43.63 43.63 43.63 0 43.63
2013-08-19 43.905 43.905 43.905 43.905 0 43.905
2013-08-20 42.745 42.745 42.745 42.745 0 42.745
2013-08-21 42.92 42.92 42.92 42.92 0 42.92
2013-08-22 42.5 42.5 42.5 42.5 0 42.5
2013-08-23 42.805 42.805 42.805 42.805 0 42.805
2013-08-26 42.735 42.735 42.735 42.735 0 42.735
2013-08-27 42.53 42.53 42.53 42.53 0 42.53
2013-08-28 42.715 42.715 42.715 42.715 0 42.715
2013-08-29 43.105 43.105 43.105 43.105 0 43.105
2013-08-30 43.005 43.005 43.005 43.005 0 43.005
2013-09-02 43.38 43.38 43.38 43.38 0 43.38
2013-09-03 43.77 43.77 43.77 43.77 0 43.77
2013-09-04 44.055 44.055 44.055 44.055 0 44.055
2013-09-05 44.645 44.645 44.645 44.645 0 44.645
2013-09-06 44.735 44.735 44.735 44.735 0 44.735
2013-09-09 44.065 44.065 44.065 44.065 0 44.065
2013-09-10 46.93 46.93 46.93 46.93 0 46.93
2013-09-11 45.47 45.47 45.47 45.47 0 45.47
2013-09-12 45.63 45.63 45.63 45.63 0 45.63
2013-09-13 45.535 45.535 45.535 45.535 0 45.535
2013-09-16 45.96 45.96 45.96 45.96 0 45.96
2013-09-17 45.515 45.515 45.515 45.515 0 45.515
2013-09-18 45.495 45.495 45.495 45.495 0 45.495
2013-09-19 46.355 46.355 46.355 46.355 0 46.355
2013-09-20 45.92 45.92 45.92 45.92 0 45.92
2013-09-23 46.01 46.01 46.01 46.01 0 46.01
2013-09-24 46.255 46.255 46.255 46.255 0 46.255
2013-09-25 46.335 46.335 46.335 46.335 0 46.335
2013-09-26 46.7 46.7 46.7 46.7 0 46.7
2013-09-27 46.72 46.72 46.72 46.72 0 46.72
2013-09-30 46.045 46.045 46.045 46.045 0 46.045
2013-10-01 45.485 45.485 45.485 45.485 0 45.485
2013-10-02 43.635 44.52 43.635 44.52 0 44.52
2013-10-03 43.485 43.485 43.485 43.485 0 43.485
2013-10-04 43.46 43.46 43.46 43.46 0 43.46
2013-10-07 42.905 42.905 42.905 42.905 0 42.905
2013-10-08 42.94 42.94 42.94 42.94 0 42.94
2013-10-09 43.695 43.695 43.695 43.695 0 43.695
2013-10-10 44.215 44.215 44.215 44.215 0 44.215
2013-10-11 44.575 44.575 44.575 44.575 0 44.575
2013-10-14 44.525 44.525 44.525 44.525 0 44.525
2013-10-15 44.45 44.45 44.45 44.45 0 44.45
2013-10-16 44.52 44.52 44.52 44.52 0 44.52
2013-10-17 45.29 45.29 45.29 45.29 0 45.29
2013-10-18 45.135 45.135 45.135 45.135 0 45.135
2013-10-21 45.51 45.51 45.51 45.51 0 45.51
2013-10-22 45.205 45.205 45.205 45.205 0 45.205
2013-10-23 44.48 44.48 44.48 44.48 0 44.48
