"Index" "WCC.Open" "WCC.High" "WCC.Low" "WCC.Close" "WCC.Volume" "WCC.Adjusted"
2013-03-11 76.650002 77.529999 76.330002 77.230003 482200 77.230003
2013-03-12 76.75 77.190002 75.660004 77 638300 77
2013-03-13 76.910004 77.540001 75.989998 77.129997 536900 77.129997
2013-03-14 77.540001 77.970001 77.150002 77.489998 463700 77.489998
2013-03-15 77.239998 77.639999 76.629997 77.18 400500 77.18
2013-03-18 76.129997 77.269997 74.980003 76.82 739800 76.82
2013-03-19 77.029999 77.459999 74.5 75.540001 730300 75.540001
2013-03-20 76.029999 77.089996 75.699997 76.529999 465300 76.529999
2013-03-21 76.279999 76.339996 73.919998 74.510002 561000 74.510002
2013-03-22 74.639999 75.099998 73.75 73.93 597200 73.93
2013-03-25 74.220001 74.889999 73.18 73.57 622100 73.57
2013-03-26 73.839996 73.989998 72.949997 73.620003 615500 73.620003
2013-03-27 72.889999 72.889999 71.110001 72.160004 1649800 72.160004
2013-03-28 71.830002 72.720001 71.279999 72.610001 933400 72.610001
2013-04-01 72.790001 74.120003 70.949997 71.199997 655000 71.199997
2013-04-02 71.440002 72.220001 69.279999 70.779999 1293300 70.779999
2013-04-03 70.800003 71.050003 69.57 69.860001 869000 69.860001
2013-04-04 69.870003 71.32 69.32 71.110001 696800 71.110001
2013-04-05 69.82 70.540001 69.330002 70.489998 536300 70.489998
2013-04-08 72 73.470001 71.550003 71.830002 814800 71.830002
2013-04-09 71.809998 71.809998 69.830002 71.169998 842400 71.169998
2013-04-10 71.129997 71.169998 69.209999 70.43 1420000 70.43
2013-04-11 70.25 71.389999 70.120003 71.199997 1178400 71.199997
2013-04-12 70.379997 70.93 69.18 69.919998 585400 69.919998
2013-04-15 69.239998 69.239998 66.25 66.269997 565000 66.269997
2013-04-16 66.989998 68.790001 65.989998 67.739998 1201300 67.739998
2013-04-17 67.019997 68 66.620003 67.68 1145800 67.68
2013-04-18 66.830002 68.970001 65.529999 68.099998 1650600 68.099998
2013-04-19 67.93 69.040001 67.529999 68.760002 795600 68.760002
2013-04-22 69 69.18 67.709999 68.660004 771400 68.660004
2013-04-23 69.150002 69.709999 68.389999 68.93 548400 68.93
2013-04-24 68.889999 69.870003 68.580002 69.639999 680600 69.639999
2013-04-25 70.07 71.209999 69.209999 70.209999 745900 70.209999
2013-04-26 70.190002 70.410004 69.519997 69.800003 625600 69.800003
2013-04-29 69.900002 71.220001 69.639999 70.300003 603800 70.300003
2013-04-30 70.389999 71.75 69.639999 71.690002 680900 71.690002
2013-05-01 71.690002 71.690002 67.989998 68.019997 795200 68.019997
2013-05-02 68.379997 69.050003 67.510002 68.949997 1211900 68.949997
2013-05-03 69.599998 71.669998 67.709999 70.410004 1010200 70.410004
2013-05-06 71.019997 72.730003 70.889999 72.349998 856500 72.349998
2013-05-07 72.699997 73.989998 72.290001 73.739998 707000 73.739998
2013-05-08 73.82 74.970001 73.410004 74.870003 941800 74.870003
2013-05-09 74.779999 75 74.120003 74.669998 624900 74.669998
2013-05-10 74.949997 75.279999 74.419998 75.25 511600 75.25
2013-05-13 74.959999 75.870003 74.690002 75 508000 75
2013-05-14 74.730003 77.059998 74.730003 76.980003 668900 76.980003
2013-05-15 76.510002 77.519997 76.510002 77.059998 665300 77.059998
2013-05-16 76.809998 77.290001 75.650002 75.760002 508900 75.760002
2013-05-17 76.25 77.800003 76.25 77.650002 512400 77.650002
2013-05-20 77.529999 78.489998 77.18 77.830002 466400 77.830002
2013-05-21 77.730003 79.199997 77.550003 77.709999 734300 77.709999
2013-05-22 77.910004 78.07 74.550003 75.449997 830500 75.449997
2013-05-23 74.57 74.900002 73.239998 74.360001 1263400 74.360001
2013-05-24 73.629997 74.169998 72.699997 73.970001 431600 73.970001
2013-05-28 74.959999 75.220001 73.529999 74.160004 382600 74.160004
2013-05-29 73.400002 74.019997 72.849998 73.57 328100 73.57
2013-05-30 74.050003 74.379997 73.610001 73.730003 385900 73.730003
2013-05-31 73.559998 75.769997 73.43 74.260002 607200 74.260002
2013-06-03 74.150002 74.150002 71.860001 74 486300 74
2013-06-04 74.190002 74.959999 72.349998 72.629997 375700 72.629997
2013-06-05 72.760002 72.760002 71.010002 71.239998 430900 71.239998
2013-06-06 71.139999 71.699997 70.32 71.129997 563700 71.129997
2013-06-07 71.75 72.269997 71.139999 71.779999 341700 71.779999
2013-06-10 71.879997 72.449997 71.449997 71.870003 179000 71.870003
2013-06-11 70.889999 71.400002 69.559998 71.010002 333500 71.010002
2013-06-12 71.82 72.239998 69.760002 69.860001 266200 69.860001
2013-06-13 69.690002 71.370003 69.43 70.989998 472500 70.989998
2013-06-14 70.940002 71.43 69.720001 70.040001 358700 70.040001
2013-06-17 70.480003 70.610001 69.199997 69.720001 330300 69.720001
2013-06-18 70.099998 70.599998 69.919998 70.349998 417500 70.349998
2013-06-19 70.349998 70.349998 68.620003 68.690002 415600 68.690002
2013-06-20 67.910004 67.989998 66.650002 66.889999 745500 66.889999
2013-06-21 67.279999 67.410004 65.199997 66.199997 646400 66.199997
2013-06-24 65.279999 66.279999 64.260002 65.459999 504900 65.459999
2013-06-25 66.389999 67.739998 66.18 67.25 596900 67.25
2013-06-26 67.970001 68.269997 66.849998 67.349998 378600 67.349998
2013-06-27 68.080002 69.239998 67.879997 68.860001 345700 68.860001
2013-06-28 68.300003 68.480003 67.389999 67.959999 377500 67.959999
2013-07-01 68.589996 69.029999 67.870003 67.900002 444200 67.900002
2013-07-02 67.5 67.629997 65.610001 66 936500 66
2013-07-03 65.370003 66.099998 65.230003 65.629997 285400 65.629997
2013-07-05 66.389999 66.989998 65.889999 66.800003 406800 66.800003
2013-07-08 67.199997 68.139999 66.959999 68.010002 638800 68.010002
2013-07-09 68.410004 69.980003 68.199997 69.620003 598200 69.620003
2013-07-10 69.760002 69.849998 68.959999 69.279999 487900 69.279999
2013-07-11 70.300003 70.550003 69.309998 70.129997 394000 70.129997
2013-07-12 70.099998 70.099998 69.459999 69.790001 423000 69.790001
2013-07-15 69.779999 71.220001 69.650002 70.769997 423300 70.769997
2013-07-16 69.860001 70.830002 69.839996 70.290001 511900 70.290001
2013-07-17 70.300003 71.260002 70.209999 70.959999 490500 70.959999
2013-07-18 71.07 72.459999 70.989998 72.260002 513000 72.260002
2013-07-19 72.040001 72.370003 71.449997 72.330002 327700 72.330002
2013-07-22 72.370003 72.389999 71.43 71.769997 414600 71.769997
2013-07-23 71.730003 72.709999 71.610001 72.129997 620400 72.129997
2013-07-24 72.269997 72.300003 70.650002 71.110001 482200 71.110001
2013-07-25 68.5 73.300003 68.309998 73.220001 1722100 73.220001
2013-07-26 72.620003 74.919998 72.620003 74.470001 1093500 74.470001
2013-07-29 75.540001 76.650002 73.919998 74.050003 483600 74.050003
2013-07-30 74.190002 75.440002 74.050003 74.860001 412100 74.860001
2013-07-31 75.120003 76.300003 74.720001 75.779999 806100 75.779999
2013-08-01 76.139999 77.220001 75.790001 77 538100 77
2013-08-02 76.419998 77.959999 76.190002 77.919998 526300 77.919998
2013-08-05 77.589996 77.940002 76.459999 77.510002 248900 77.510002
2013-08-06 77.220001 77.220001 75.709999 76.360001 401400 76.360001
2013-08-07 75.940002 76 74.18 74.57 1310700 74.57
2013-08-08 74.669998 75.349998 74.309998 74.980003 981000 74.980003
2013-08-09 74.919998 75.57 74.199997 74.849998 441300 74.849998
2013-08-12 74.169998 75.18 73.349998 74.790001 408200 74.790001
2013-08-13 75.139999 75.720001 74.160004 75.139999 327000 75.139999
2013-08-14 75.139999 75.139999 74.019997 74.279999 483500 74.279999
2013-08-15 73.339996 74.220001 72.589996 73.779999 1553000 73.779999
2013-08-16 73.400002 74.269997 73.169998 73.940002 736800 73.940002
2013-08-19 73.940002 74.050003 73.300003 73.349998 951600 73.349998
2013-08-20 73.489998 74.910004 73.239998 74.209999 478100 74.209999
2013-08-21 74.080002 74.5 73.449997 73.93 676200 73.93
2013-08-22 73.889999 75.900002 73.790001 75.620003 313100 75.620003
2013-08-23 75.699997 75.699997 74.480003 74.809998 437200 74.809998
2013-08-26 74.809998 75.199997 74.220001 74.57 361800 74.57
2013-08-27 73.629997 74.019997 73.199997 73.459999 472600 73.459999
2013-08-28 73.32 73.849998 72.889999 73.330002 484400 73.330002
2013-08-29 72.989998 74.379997 72.989998 74.099998 235100 74.099998
2013-08-30 74.230003 74.230003 73.589996 73.769997 330800 73.769997
2013-09-03 75.330002 75.379997 73.629997 74.050003 309700 74.050003
2013-09-04 74.029999 74.949997 73.879997 74.620003 346500 74.620003
