"Index" "WCC.Open" "WCC.High" "WCC.Low" "WCC.Close" "WCC.Volume" "WCC.Adjusted"
2013-09-05 74.75 75.82 74.75 75.449997 448900 75.449997
2013-09-06 75.940002 76.580002 74.580002 75.519997 550200 75.519997
2013-09-09 75.480003 77.110001 75.480003 76.720001 334100 76.720001
2013-09-10 77.550003 78.779999 77.120003 78.389999 388200 78.389999
2013-09-11 78.300003 78.739998 77.879997 78.510002 385100 78.510002
2013-09-12 78.269997 79.739998 77.970001 78.349998 455300 78.349998
2013-09-13 78.339996 78.709999 76.75 77.489998 560500 77.489998
2013-09-16 78.360001 78.5 77.209999 77.339996 441900 77.339996
2013-09-17 77.389999 77.959999 77.139999 77.82 350800 77.82
2013-09-18 77.830002 79.279999 77.330002 79.029999 592800 79.029999
2013-09-19 79.519997 80.300003 78.309998 78.769997 692500 78.769997
2013-09-20 78.790001 79.019997 77.190002 77.279999 668600 77.279999
2013-09-23 76.779999 77.510002 76.339996 77.150002 530200 77.150002
2013-09-24 77.309998 77.800003 76.650002 77.349998 887800 77.349998
2013-09-25 77.410004 78.660004 77.169998 77.900002 545300 77.900002
2013-09-26 77.879997 78.580002 77.650002 78.080002 1324100 78.080002
2013-09-27 77.910004 78.339996 76.93 77.339996 365200 77.339996
2013-09-30 76.440002 77 76.040001 76.529999 574700 76.529999
2013-10-01 76.760002 78.220001 76.139999 78.209999 369000 78.209999
2013-10-02 77.82 78.529999 77.470001 78.400002 454800 78.400002
2013-10-03 78.139999 78.139999 76.300003 76.860001 309500 76.860001
2013-10-04 77.589996 77.639999 76.639999 77.629997 385600 77.629997
2013-10-07 77.050003 77.540001 76.599998 76.910004 262900 76.910004
2013-10-08 76.870003 77.019997 74.669998 74.779999 287500 74.779999
2013-10-09 74.480003 74.839996 73.660004 73.779999 574500 73.779999
2013-10-10 74.849998 76.150002 74.830002 75.889999 294300 75.889999
2013-10-11 75.760002 76.360001 75.279999 76.290001 189200 76.290001
2013-10-14 75.75 76.440002 75.57 75.919998 352000 75.919998
2013-10-15 74.410004 75.830002 74.089996 74.480003 2706300 74.480003
2013-10-16 74.910004 76.120003 74.610001 75.910004 810000 75.910004
2013-10-17 75.75 76.32 75.309998 76.099998 523100 76.099998
2013-10-18 76.519997 77.300003 75.889999 77.260002 333700 77.260002
2013-10-21 77.290001 77.550003 76.900002 77.410004 338100 77.410004
2013-10-22 77.419998 77.849998 76.480003 76.970001 777600 76.970001
2013-10-23 76.839996 76.980003 75.919998 76.830002 356800 76.830002
2013-10-24 79.720001 79.739998 77.099998 77.160004 1261200 77.160004
2013-10-25 77.309998 79.889999 76.989998 79.82 953100 79.82
2013-10-28 79.949997 80.860001 79.239998 80.830002 584400 80.830002
2013-10-29 80.800003 83.900002 80.330002 83.870003 1115300 83.870003
2013-10-30 83.769997 85.290001 83.690002 85.019997 1305700 85.019997
2013-10-31 84.709999 86.150002 84.019997 85.459999 955600 85.459999
2013-11-01 85.800003 85.800003 84.480003 85.419998 749700 85.419998
2013-11-04 85.68 86.550003 85.110001 86.510002 407200 86.510002
2013-11-05 85.699997 85.980003 83.449997 84.25 939500 84.25
2013-11-06 85.029999 85.050003 83.300003 83.610001 534000 83.610001
2013-11-07 83.860001 84 81.739998 81.910004 421700 81.910004
2013-11-08 82 83.260002 81.589996 83.169998 538000 83.169998
2013-11-11 83.190002 84.980003 83.190002 84.809998 587700 84.809998
2013-11-12 85.230003 85.489998 84.010002 85.400002 506100 85.400002
2013-11-13 84.620003 85.550003 84.169998 85.379997 334000 85.379997
2013-11-14 85.220001 85.93 84.610001 85.300003 296200 85.300003
2013-11-15 85.650002 85.650002 84.480003 85.480003 383700 85.480003
2013-11-18 85.760002 86.419998 85.32 85.690002 374700 85.690002
2013-11-19 85.540001 85.919998 84.589996 84.910004 642900 84.910004
2013-11-20 85.779999 85.809998 84.360001 84.68 266300 84.68
2013-11-21 84.970001 85.989998 84.589996 85.559998 509600 85.559998
2013-11-22 85.730003 86.080002 85.080002 85.800003 282000 85.800003
2013-11-25 86.139999 86.489998 85.43 86.489998 319300 86.489998
2013-11-26 86.389999 86.910004 86 86.290001 204800 86.290001
2013-11-27 86.269997 87.080002 86.080002 86.739998 184400 86.739998
2013-11-29 87.010002 88.339996 85.949997 85.980003 161500 85.980003
2013-12-02 85.82 86.800003 85.230003 85.629997 485600 85.629997
2013-12-03 85.379997 86 84.120003 84.709999 409800 84.709999
2013-12-04 84.400002 86.440002 83.879997 83.93 560800 83.93
2013-12-05 83.93 84.93 83.169998 83.370003 327800 83.370003
2013-12-06 84.760002 86.690002 84.529999 86.360001 544900 86.360001
2013-12-09 86.489998 87.839996 86.230003 87.160004 528100 87.160004
2013-12-10 86.559998 87.839996 86.529999 86.900002 350300 86.900002
2013-12-11 86.900002 87.099998 86.110001 86.300003 549900 86.300003
2013-12-12 86.160004 86.330002 85.120003 85.769997 324800 85.769997
2013-12-13 86.110001 86.589996 85.540001 86.269997 670800 86.269997
2013-12-16 86.75 87.440002 85.839996 87 216100 87
2013-12-17 87.010002 87.260002 86.5 86.68 270500 86.68
2013-12-18 86.860001 89.400002 85.629997 89.089996 430100 89.089996
2013-12-19 88.730003 89.559998 88.510002 89.080002 240500 89.080002
2013-12-20 89.099998 89.419998 88.080002 89.029999 783100 89.029999
2013-12-23 89.830002 90.32 88.989998 90.290001 400500 90.290001
