"Index" "UI.Open" "UI.High" "UI.Low" "UI.Close" "UI.Volume" "UI.Adjusted"
2014-08-22 0.06 0.06 0.06 0.06 5000 0.06
2014-08-25 0.06 0.06 0.06 0.06 0 0.06
2014-08-26 0.06 0.06 0.06 0.06 0 0.06
2014-08-27 0.06 0.06 0.06 0.06 0 0.06
2014-08-28 0.06 0.06 0.06 0.06 6000 0.06
2014-08-29 0.06 0.06 0.06 0.06 0 0.06
2014-09-01 0.06 0.06 0.06 0.06 0 0.06
2014-09-02 0.06 0.06 0.06 0.06 0 0.06
2014-09-03 0.075 0.075 0.065 0.065 9000 0.065
2014-09-04 0.065 0.065 0.065 0.065 0 0.065
2014-09-05 0.065 0.065 0.065 0.065 0 0.065
2014-09-08 0.065 0.065 0.065 0.065 0 0.065
2014-09-09 0.065 0.065 0.065 0.065 0 0.065
2014-09-10 0.065 0.065 0.065 0.065 0 0.065
2014-09-11 0.07 0.07 0.07 0.07 10000 0.07
2014-09-12 0.07 0.07 0.07 0.07 0 0.07
2014-09-15 0.07 0.07 0.07 0.07 0 0.07
2014-09-16 0.07 0.07 0.07 0.07 0 0.07
2014-09-17 0.07 0.07 0.07 0.07 0 0.07
2014-09-18 0.06 0.06 0.06 0.06 30000 0.06
2014-09-19 0.06 0.06 0.06 0.06 0 0.06
2014-09-22 0.06 0.06 0.06 0.06 0 0.06
2014-09-23 0.06 0.06 0.06 0.06 0 0.06
2014-09-24 0.06 0.06 0.06 0.06 0 0.06
2014-09-25 0.06 0.06 0.06 0.06 0 0.06
2014-09-26 0.06 0.06 0.06 0.06 0 0.06
2014-09-29 0.02 0.02 0.02 0.02 29500 0.02
2014-09-30 0.04 0.1 0.04 0.1 31000 0.1
2014-10-01 0.1 0.1 0.1 0.1 0 0.1
2014-10-02 0.1 0.1 0.1 0.1 0 0.1
2014-10-03 0.1 0.1 0.1 0.1 0 0.1
2014-10-06 0.1 0.1 0.1 0.1 0 0.1
2014-10-07 0.1 0.1 0.1 0.1 0 0.1
2014-10-08 0.1 0.1 0.1 0.1 0 0.1
2014-10-09 0.1 0.1 0.1 0.1 0 0.1
2014-10-10 0.1 0.1 0.1 0.1 0 0.1
2014-10-13 0.1 0.1 0.1 0.1 0 0.1
2014-10-14 0.1 0.1 0.1 0.1 0 0.1
2014-10-15 0.1 0.1 0.1 0.1 0 0.1
2014-10-16 0.1 0.1 0.1 0.1 0 0.1
2014-10-17 0.1 0.1 0.1 0.1 0 0.1
2014-10-20 0.1 0.1 0.1 0.1 0 0.1
