"Index" "UI.Open" "UI.High" "UI.Low" "UI.Close" "UI.Volume" "UI.Adjusted"
2014-10-21 0.1 0.1 0.1 0.1 0 0.1
2014-10-22 0.1 0.1 0.1 0.1 0 0.1
2014-10-23 0.1 0.1 0.1 0.1 0 0.1
2014-10-24 0.1 0.1 0.1 0.1 0 0.1
2014-10-27 0.15 0.15 0.15 0.15 500 0.15
2014-10-28 0.15 0.15 0.15 0.15 0 0.15
2014-10-29 0.1 0.1 0.1 0.1 13900 0.1
2014-10-30 0.1 0.1 0.1 0.1 5000 0.1
2014-10-31 0.1 0.1 0.1 0.1 0 0.1
2014-11-03 0.1 0.1 0.1 0.1 0 0.1
2014-11-04 0.1 0.1 0.1 0.1 0 0.1
2014-11-05 0.1 0.1 0.1 0.1 0 0.1
2014-11-06 0.08 0.08 0.08 0.08 10000 0.08
2014-11-07 0.08 0.08 0.08 0.08 0 0.08
2014-11-10 0.08 0.08 0.08 0.08 0 0.08
2014-11-11 0.08 0.08 0.08 0.08 0 0.08
2014-11-12 0.08 0.08 0.08 0.08 0 0.08
2014-11-13 0.08 0.08 0.08 0.08 0 0.08
2014-11-14 0.08 0.08 0.08 0.08 0 0.08
2014-11-17 0.08 0.08 0.08 0.08 0 0.08
2014-11-18 0.08 0.08 0.08 0.08 0 0.08
2014-11-19 0.08 0.08 0.08 0.08 0 0.08
2014-11-20 0.06 0.06 0.06 0.06 4500 0.06
2014-11-21 0.07 0.085 0.065 0.065 53400 0.065
2014-11-24 0.065 0.065 0.065 0.065 0 0.065
2014-11-25 0.07 0.07 0.06 0.06 2000 0.06
2014-11-26 0.06 0.06 0.06 0.06 0 0.06
2014-11-27 0.06 0.06 0.06 0.06 0 0.06
2014-11-28 0.06 0.06 0.06 0.06 0 0.06
2014-12-01 0.055 0.055 0.04 0.045 30000 0.045
2014-12-02 0.045 0.045 0.045 0.045 0 0.045
2014-12-03 0.065 0.065 0.065 0.065 1000 0.065
2014-12-04 0.065 0.065 0.065 0.065 0 0.065
2014-12-05 0.04 0.04 0.04 0.04 2000 0.04
2014-12-08 0.04 0.04 0.04 0.04 18000 0.04
2014-12-09 0.035 0.035 0.035 0.035 4000 0.035
2014-12-10 0.03 0.03 0.03 0.03 2000 0.03
2014-12-11 0.03 0.03 0.03 0.03 3500 0.03
2014-12-12 0.03 0.03 0.03 0.03 0 0.03
2014-12-15 0.03 0.03 0.03 0.03 0 0.03
2014-12-16 0.04 0.05 0.04 0.05 13000 0.05
2014-12-17 0.055 0.055 0.055 0.055 1000 0.055
2014-12-18 0.055 0.055 0.055 0.055 0 0.055
2014-12-19 0.055 0.055 0.055 0.055 0 0.055
2014-12-22 0.055 0.055 0.055 0.055 0 0.055
2014-12-23 0.055 0.055 0.055 0.055 0 0.055
2014-12-24 0.055 0.065 0.055 0.065 16000 0.065
2014-12-25 0.065 0.065 0.065 0.065 0 0.065
2014-12-26 0.065 0.065 0.065 0.065 0 0.065
2014-12-29 0.065 0.065 0.065 0.065 0 0.065
2014-12-30 0.065 0.065 0.065 0.065 0 0.065
2014-12-31 0.065 0.065 0.065 0.065 0 0.065
2015-01-01 0.065 0.065 0.065 0.065 0 0.065
2015-01-02 0.065 0.065 0.065 0.065 0 0.065
2015-01-05 0.03 0.03 0.03 0.03 4000 0.03
2015-01-06 0.03 0.03 0.03 0.03 0 0.03
2015-01-07 0.03 0.03 0.03 0.03 0 0.03
2015-01-08 0.03 0.03 0.03 0.03 0 0.03
2015-01-09 0.03 0.03 0.03 0.03 0 0.03
2015-01-12 0.03 0.03 0.03 0.03 0 0.03
2015-01-13 0.03 0.03 0.03 0.03 0 0.03
2015-01-14 0.03 0.03 0.03 0.03 0 0.03
2015-01-15 0.03 0.03 0.03 0.03 0 0.03
2015-01-16 0.03 0.03 0.03 0.03 0 0.03
2015-01-19 0.03 0.03 0.03 0.03 0 0.03
2015-01-20 0.03 0.03 0.03 0.03 0 0.03
2015-01-21 0.03 0.03 0.03 0.03 2000 0.03
2015-01-22 0.03 0.03 0.03 0.03 0 0.03
2015-01-23 0.03 0.03 0.03 0.03 4000 0.03
2015-01-26 0.03 0.03 0.03 0.03 0 0.03
2015-01-27 0.025 0.03 0.025 0.025 30000 0.025
2015-01-28 0.025 0.025 0.025 0.025 0 0.025
2015-01-29 0.025 0.025 0.025 0.025 0 0.025
2015-01-30 0.025 0.025 0.025 0.025 0 0.025
2015-02-02 0.025 0.025 0.025 0.025 0 0.025
2015-02-03 0.035 0.045 0.035 0.045 17000 0.045
2015-02-04 0.045 0.045 0.045 0.045 0 0.045
2015-02-05 0.04 0.04 0.04 0.04 20000 0.04
2015-02-06 0.04 0.04 0.04 0.04 112500 0.04
2015-02-09 0.045 0.045 0.045 0.045 3000 0.045
2015-02-10 0.045 0.045 0.045 0.045 0 0.045
2015-02-11 0.045 0.045 0.045 0.045 0 0.045
2015-02-12 0.045 0.045 0.045 0.045 0 0.045
2015-02-13 0.045 0.045 0.045 0.045 0 0.045
2015-02-16 0.045 0.045 0.045 0.045 0 0.045
2015-02-17 0.05 0.05 0.04 0.04 28300 0.04
2015-02-18 0.04 0.04 0.04 0.04 0 0.04
2015-02-19 0.05 0.05 0.05 0.05 1e+05 0.05
2015-02-20 0.05 0.05 0.05 0.05 0 0.05
2015-02-23 0.04 0.04 0.04 0.04 9000 0.04
2015-02-24 0.04 0.04 0.04 0.04 0 0.04
2015-02-25 0.04 0.04 0.04 0.04 0 0.04
2015-02-26 0.04 0.04 0.04 0.04 4000 0.04
2015-02-27 0.04 0.04 0.04 0.04 0 0.04
2015-03-02 0.04 0.04 0.04 0.04 0 0.04
2015-03-03 0.04 0.04 0.04 0.04 0 0.04
2015-03-04 0.045 0.045 0.045 0.045 21000 0.045
2015-03-05 0.045 0.045 0.045 0.045 0 0.045
2015-03-06 0.045 0.045 0.045 0.045 0 0.045
2015-03-09 0.04 0.04 0.04 0.04 4000 0.04
2015-03-10 0.04 0.04 0.04 0.04 0 0.04
2015-03-11 0.04 0.04 0.04 0.04 0 0.04
2015-03-12 0.04 0.04 0.04 0.04 0 0.04
2015-03-13 0.04 0.04 0.04 0.04 0 0.04
2015-03-16 0.04 0.04 0.04 0.04 0 0.04
2015-03-17 0.04 0.04 0.04 0.04 0 0.04
2015-03-18 0.04 0.04 0.04 0.04 0 0.04
2015-03-19 0.04 0.04 0.04 0.04 0 0.04
2015-03-20 0.04 0.04 0.04 0.04 0 0.04
2015-03-23 0.04 0.04 0.04 0.04 0 0.04
2015-03-24 0.04 0.04 0.04 0.04 0 0.04
2015-03-25 0.04 0.04 0.04 0.04 0 0.04
2015-03-26 0.04 0.04 0.04 0.04 0 0.04
2015-03-27 0.04 0.04 0.04 0.04 0 0.04
2015-03-30 0.04 0.04 0.04 0.04 0 0.04
2015-03-31 0.04 0.04 0.04 0.04 0 0.04
2015-04-01 0.04 0.04 0.04 0.04 0 0.04
2015-04-02 0.04 0.04 0.04 0.04 0 0.04
2015-04-03 0.04 0.04 0.04 0.04 0 0.04
2015-04-06 0.04 0.04 0.04 0.04 0 0.04
2015-04-07 0.04 0.04 0.04 0.04 0 0.04
2015-04-08 0.04 0.04 0.04 0.04 0 0.04
2015-04-09 0.04 0.04 0.04 0.04 0 0.04
2015-04-10 0.04 0.04 0.04 0.04 0 0.04
2015-04-13 0.04 0.04 0.04 0.04 0 0.04
2015-04-14 0.04 0.04 0.04 0.04 0 0.04
2015-04-15 0.04 0.04 0.04 0.04 0 0.04
2015-04-16 0.035 0.035 0.025 0.025 29000 0.025
2015-04-17 0.025 0.025 0.025 0.025 0 0.025
2015-04-20 0.025 0.025 0.025 0.025 0 0.025
2015-04-21 0.025 0.025 0.025 0.025 0 0.025
2015-04-22 0.025 0.025 0.025 0.025 0 0.025
2015-04-23 0.025 0.025 0.025 0.025 1000 0.025
2015-04-24 0.025 0.025 0.025 0.025 0 0.025
2015-04-27 0.025 0.025 0.025 0.025 0 0.025
2015-04-28 0.025 0.025 0.025 0.025 0 0.025
2015-04-29 0.025 0.025 0.025 0.025 0 0.025
2015-04-30 0.025 0.025 0.025 0.025 1000 0.025
2015-05-01 0.025 0.025 0.025 0.025 0 0.025
2015-05-04 0.025 0.025 0.025 0.025 0 0.025
2015-05-05 0.025 0.025 0.025 0.025 0 0.025
2015-05-06 0.025 0.025 0.025 0.025 0 0.025
2015-05-07 0.03 0.035 0.03 0.035 80000 0.035
2015-05-08 0.04 0.045 0.03 0.03 95500 0.03
2015-05-11 0.03 0.03 0.03 0.03 0 0.03
2015-05-12 0.03 0.03 0.03 0.03 0 0.03
2015-05-13 0.04 0.04 0.04 0.04 30000 0.04
2015-05-14 0.04 0.04 0.04 0.04 30000 0.04
2015-05-15 0.04 0.04 0.04 0.04 0 0.04
2015-05-18 0.04 0.04 0.04 0.04 0 0.04
2015-05-19 0.04 0.04 0.04 0.04 0 0.04
2015-05-20 0.035 0.035 0.02 0.025 1955000 0.025
2015-05-21 0.03 0.03 0.03 0.03 92000 0.03
2015-05-22 0.025 0.025 0.025 0.025 4000 0.025
2015-05-25 0.025 0.025 0.025 0.025 0 0.025
2015-05-26 0.025 0.025 0.025 0.025 0 0.025
2015-05-27 0.03 0.03 0.03 0.03 120000 0.03
2015-05-28 0.025 0.025 0.025 0.025 10500 0.025
2015-05-29 0.025 0.025 0.025 0.025 0 0.025
2015-06-01 0.025 0.025 0.025 0.025 0 0.025
2015-06-02 0.025 0.025 0.025 0.025 90000 0.025
2015-06-03 0.025 0.025 0.025 0.025 0 0.025
2015-06-04 0.025 0.025 0.025 0.025 0 0.025
2015-06-05 0.025 0.025 0.025 0.025 0 0.025
2015-06-08 0.025 0.025 0.025 0.025 0 0.025
2015-06-09 0.025 0.025 0.025 0.025 0 0.025
2015-06-10 0.025 0.025 0.025 0.025 0 0.025
2015-06-11 0.025 0.025 0.025 0.025 0 0.025
2015-06-12 0.025 0.03 0.025 0.03 170000 0.03
2015-06-15 0.03 0.03 0.03 0.03 22000 0.03
2015-06-16 0.03 0.035 0.03 0.035 168000 0.035
2015-06-17 0.035 0.035 0.035 0.035 0 0.035
2015-06-18 0.03 0.035 0.03 0.035 15000 0.035
2015-06-19 0.035 0.035 0.035 0.035 0 0.035
2015-06-22 0.035 0.035 0.035 0.035 0 0.035
2015-06-23 0.035 0.035 0.035 0.035 0 0.035
2015-06-24 0.035 0.035 0.035 0.035 53500 0.035
2015-06-25 0.035 0.035 0.035 0.035 8000 0.035
2015-06-26 0.04 0.045 0.04 0.045 180000 0.045
2015-06-29 0.045 0.045 0.045 0.045 50000 0.045
2015-06-30 0.045 0.045 0.045 0.045 0 0.045
2015-07-01 0.045 0.045 0.045 0.045 0 0.045
2015-07-02 0.03 0.045 0.03 0.045 9000 0.045
2015-07-03 0.045 0.045 0.045 0.045 0 0.045
2015-07-06 0.045 0.045 0.045 0.045 0 0.045
2015-07-07 0.045 0.045 0.045 0.045 0 0.045
2015-07-08 0.03 0.035 0.03 0.035 28000 0.035
2015-07-09 0.035 0.035 0.035 0.035 0 0.035
2015-07-10 0.035 0.035 0.035 0.035 0 0.035
2015-07-13 0.035 0.035 0.035 0.035 0 0.035
2015-07-14 0.035 0.035 0.035 0.035 0 0.035
2015-07-15 0.035 0.035 0.035 0.035 0 0.035
2015-07-16 0.03 0.03 0.03 0.03 8000 0.03
2015-07-17 0.03 0.03 0.03 0.03 0 0.03
2015-07-20 0.03 0.03 0.03 0.03 0 0.03
2015-07-21 0.03 0.03 0.03 0.03 7000 0.03
2015-07-22 0.03 0.03 0.03 0.03 4000 0.03
2015-07-23 0.03 0.03 0.03 0.03 0 0.03
2015-07-24 0.03 0.03 0.03 0.03 0 0.03
2015-07-27 0.03 0.03 0.03 0.03 0 0.03
2015-07-28 0.03 0.03 0.03 0.03 0 0.03
2015-07-29 0.03 0.03 0.03 0.03 0 0.03
2015-07-30 0.03 0.03 0.03 0.03 0 0.03
2015-07-31 0.03 0.03 0.03 0.03 0 0.03
2015-08-03 0.03 0.03 0.03 0.03 0 0.03
2015-08-04 0.035 0.035 0.035 0.035 15000 0.035
2015-08-05 0.035 0.035 0.035 0.035 0 0.035
2015-08-06 0.025 0.025 0.025 0.025 40000 0.025
2015-08-07 0.025 0.025 0.025 0.025 0 0.025
2015-08-10 0.025 0.025 0.025 0.025 0 0.025
2015-08-11 0.025 0.025 0.025 0.025 5000 0.025
2015-08-12 0.03 0.04 0.03 0.04 128000 0.04
2015-08-13 0.05 0.05 0.03 0.03 19500 0.03
2015-08-14 0.03 0.03 0.03 0.03 0 0.03
2015-08-17 0.03 0.03 0.03 0.03 0 0.03
2015-08-18 0.03 0.03 0.02 0.03 723000 0.03
2015-08-19 0.03 0.03 0.03 0.03 14000 0.03
2015-08-20 0.035 0.035 0.035 0.035 28000 0.035
2015-08-21 0.03 0.03 0.03 0.03 2000 0.03
2015-08-24 0.03 0.03 0.03 0.03 0 0.03
2015-08-25 0.03 0.03 0.03 0.03 0 0.03
2015-08-26 0.03 0.03 0.03 0.03 0 0.03
2015-08-27 0.03 0.03 0.03 0.03 0 0.03
2015-08-28 0.03 0.03 0.03 0.03 0 0.03
2015-08-31 0.03 0.03 0.03 0.03 0 0.03
2015-09-01 0.03 0.03 0.03 0.03 0 0.03
2015-09-02 0.03 0.03 0.03 0.03 0 0.03
2015-09-03 0.03 0.03 0.03 0.03 0 0.03
2015-09-04 0.03 0.03 0.03 0.03 0 0.03
2015-09-07 0.03 0.03 0.03 0.03 0 0.03
2015-09-08 0.03 0.03 0.025 0.025 2300 0.025
2015-09-09 0.035 0.04 0.035 0.04 316900 0.04
2015-09-10 0.04 0.04 0.03 0.03 223900 0.03
2015-09-11 0.035 0.04 0.035 0.035 36000 0.035
2015-09-14 0.04 0.04 0.04 0.04 16300 0.04
2015-09-15 0.055 0.055 0.055 0.055 103000 0.055
2015-09-16 0.04 0.04 0.04 0.04 1e+05 0.04
2015-09-17 0.035 0.04 0.035 0.035 28600 0.035
2015-09-18 0.035 0.035 0.035 0.035 6000 0.035
2015-09-21 0.045 0.05 0.045 0.05 16000 0.05
2015-09-22 0.05 0.05 0.05 0.05 0 0.05
2015-09-23 0.05 0.05 0.05 0.05 0 0.05
2015-09-24 0.04 0.04 0.04 0.04 13000 0.04
2015-09-25 0.04 0.04 0.04 0.04 0 0.04
2015-09-28 0.055 0.07 0.055 0.07 13000 0.07
2015-09-29 0.07 0.07 0.07 0.07 0 0.07
2015-09-30 0.07 0.07 0.07 0.07 0 0.07
2015-10-01 0.07 0.07 0.07 0.07 0 0.07
2015-10-02 0.07 0.07 0.07 0.07 0 0.07
2015-10-05 0.05 0.05 0.04 0.04 65000 0.04
2015-10-06 0.035 0.035 0.025 0.03 200300 0.03
2015-10-07 0.035 0.035 0.035 0.035 7000 0.035
2015-10-08 0.04 0.04 0.03 0.03 91000 0.03
2015-10-09 0.03 0.03 0.03 0.03 0 0.03
2015-10-12 0.03 0.03 0.03 0.03 0 0.03
2015-10-13 0.05 0.05 0.05 0.05 1000 0.05
2015-10-14 0.05 0.05 0.05 0.05 0 0.05
2015-10-15 0.05 0.05 0.05 0.05 0 0.05
2015-10-16 0.05 0.05 0.05 0.05 0 0.05
2015-10-19 0.05 0.05 0.05 0.05 0 0.05
2015-10-20 0.05 0.05 0.05 0.05 0 0.05
2015-10-21 0.04 0.04 0.04 0.04 2500 0.04
2015-10-22 0.04 0.04 0.04 0.04 38500 0.04
2015-10-23 0.04 0.04 0.04 0.04 12000 0.04
2015-10-26 0.04 0.04 0.04 0.04 50000 0.04
2015-10-27 0.04 0.04 0.04 0.04 0 0.04
2015-10-28 0.04 0.05 0.04 0.05 24600 0.05
2015-10-29 0.045 0.05 0.035 0.035 85000 0.035
2015-10-30 0.05 0.05 0.035 0.035 219000 0.035
