"Index" "XER.Open" "XER.High" "XER.Low" "XER.Close" "XER.Volume" "XER.Adjusted"
2014-10-27 9.78 9.78 9.78 9.78 0 9.656
2014-10-28 10.04 10.04 10.04 10.04 0 9.913
2014-10-29 10.165 10.165 10.165 10.165 0 10.036
2014-10-30 10.22 10.22 10.22 10.22 0 10.091
2014-10-31 10.14 10.14 10.14 10.14 0 10.012
2014-11-03 10.575 10.575 10.575 10.575 0 10.441
2014-11-04 10.57 10.57 10.57 10.57 0 10.436
2014-11-05 10.455 10.455 10.455 10.455 0 10.323
2014-11-06 10.38 10.38 10.38 10.38 0 10.249
2014-11-07 10.685 10.685 10.685 10.685 0 10.55
2014-11-10 10.735 10.735 10.735 10.735 0 10.599
2014-11-11 10.71 10.71 10.71 10.71 0 10.574
2014-11-12 10.78 10.78 10.78 10.78 0 10.644
2014-11-13 10.825 10.825 10.825 10.825 0 10.688
2014-11-14 10.765 10.765 10.765 10.765 0 10.629
2014-11-17 10.665 10.665 10.665 10.665 0 10.53
2014-11-18 10.765 10.765 10.765 10.765 0 10.629
2014-11-19 10.835 10.835 10.835 10.835 0 10.698
2014-11-20 10.67 10.67 10.67 10.67 0 10.535
2014-11-21 10.745 10.745 10.745 10.745 0 10.609
2014-11-24 10.93 10.93 10.93 10.93 0 10.792
2014-11-25 10.955 10.955 10.955 10.955 0 10.816
2014-11-26 10.975 10.975 10.975 10.975 0 10.836
2014-11-27 11.055 11.055 11.055 11.055 0 10.915
2014-11-28 11.1 11.1 11.1 11.1 0 10.96
2014-12-01 11.165 11.165 11.165 11.165 0 11.024
2014-12-02 11.05 11.05 11.05 11.05 0 10.91
2014-12-03 11.13 11.13 11.13 11.13 0 10.989
2014-12-04 11.495 11.495 11.495 11.495 0 11.35
2014-12-05 11.425 11.425 11.425 11.425 0 11.28
2014-12-08 11.66 11.66 11.66 11.66 0 11.512
2014-12-09 11.35 11.35 11.35 11.35 0 11.206
2014-12-10 11.22 11.22 11.22 11.22 0 11.078
2014-12-11 10.77 10.77 10.77 10.77 0 10.634
2014-12-12 11.06 11.06 11.06 11.06 0 10.92
2014-12-15 10.98 10.98 10.98 10.98 0 10.841
2014-12-16 10.665 10.665 10.665 10.665 0 10.53
2014-12-17 10.64 10.64 10.64 10.64 0 10.505
2014-12-18 10.885 10.885 10.885 10.885 0 10.747
2014-12-19 11.45 11.45 11.45 11.45 0 11.305
2014-12-22 11.36 11.36 11.36 11.36 0 11.216
2014-12-23 11.36 11.36 11.36 11.36 0 11.216
2014-12-24 11.36 11.36 11.36 11.36 0 11.216
2014-12-25 11.36 11.36 11.36 11.36 0 11.216
2014-12-26 11.36 11.36 11.36 11.36 0 11.216
2014-12-29 11.54 11.54 11.54 11.54 0 11.457
2014-12-30 11.57 11.57 11.57 11.57 0 11.487
2014-12-31 11.57 11.57 11.57 11.57 0 11.487
2015-01-01 11.57 11.57 11.57 11.57 0 11.487
2015-01-02 11.47 11.47 11.47 11.47 0 11.387
2015-01-05 11.43 11.43 11.43 11.43 0 11.348
2015-01-06 11.19 11.19 11.19 11.19 0 11.109
2015-01-07 11.13 11.13 11.13 11.13 0 11.05
2015-01-08 11.33 11.33 11.33 11.33 0 11.248
2015-01-09 11.65 11.65 11.65 11.65 0 11.566
2015-01-12 11.535 11.535 11.535 11.535 0 11.452
2015-01-13 11.445 11.445 11.445 11.445 0 11.363
2015-01-14 11.485 11.6 11.485 11.6 100 11.517
2015-01-15 11.69 11.69 11.69 11.69 0 11.606
2015-01-16 11.485 11.485 11.485 11.485 0 11.402
2015-01-19 11.675 11.675 11.675 11.675 0 11.591
2015-01-20 11.605 11.605 11.605 11.605 0 11.522
2015-01-21 11.605 11.605 11.605 11.605 0 11.522
2015-01-22 11.675 11.675 11.675 11.675 0 11.591
2015-01-23 12.275 12.275 12.275 12.275 0 12.187
2015-01-26 12.28 12.28 12.28 12.28 0 12.192
2015-01-27 12.155 12.155 12.155 12.155 0 12.068
2015-01-28 11.895 11.895 11.895 11.895 0 11.809
2015-01-29 11.725 11.725 11.725 11.725 0 11.641
2015-01-30 11.905 11.905 11.905 11.905 0 11.819
2015-02-02 11.59 11.59 11.59 11.59 0 11.507
2015-02-03 11.65 11.65 11.65 11.65 0 11.566
2015-02-04 11.655 11.655 11.655 11.655 0 11.571
2015-02-05 11.755 11.755 11.755 11.755 0 11.67
2015-02-06 11.68 11.68 11.68 11.68 0 11.596
2015-02-09 11.815 11.815 11.815 11.815 0 11.73
2015-02-10 11.775 11.775 11.775 11.775 0 11.69
2015-02-11 11.86 11.86 11.86 11.86 0 11.775
2015-02-12 11.87 11.87 11.87 11.87 0 11.785
2015-02-13 11.83 11.83 11.83 11.83 0 11.745
2015-02-16 12 12 12 12 0 11.914
2015-02-17 12 12 12 12 0 11.914
2015-02-18 11.95 11.95 11.95 11.95 0 11.864
2015-02-19 12.06 12.06 12.06 12.06 0 11.973
2015-02-20 12.05 12.05 12.05 12.05 0 11.963
2015-02-23 12.25 12.25 12.25 12.25 0 12.162
2015-02-24 12.24 12.24 12.24 12.24 0 12.152
2015-02-25 12.25 12.25 12.25 12.25 0 12.162
2015-02-26 12 12 12 12 0 11.914
2015-02-27 11.86 11.86 11.86 11.86 0 11.775
2015-03-02 12.155 12.155 12.155 12.155 0 12.068
2015-03-03 12.05 12.05 12.05 12.05 0 11.963
2015-03-04 11.965 11.965 11.965 11.965 0 11.879
2015-03-05 12.055 12.055 12.055 12.055 0 11.968
2015-03-06 12.215 12.215 12.215 12.215 0 12.127
2015-03-09 12.07 12.07 12.04 12.04 100 11.953
2015-03-10 12.14 12.14 12.14 12.14 0 12.053
2015-03-11 11.85 11.85 11.85 11.85 0 11.765
2015-03-12 12.105 12.105 12.105 12.105 0 12.018
2015-03-13 11.87 11.87 11.87 11.87 0 11.785
2015-03-16 12.055 12.055 12.055 12.055 0 11.968
2015-03-17 12.065 12.065 12.065 12.065 0 11.978
2015-03-18 12.07 12.07 12.07 12.07 0 11.983
2015-03-19 11.975 11.975 11.975 11.975 0 11.889
2015-03-20 11.995 11.995 11.995 11.995 0 11.909
2015-03-23 12.11 12.11 12.11 12.11 0 12.023
2015-03-24 12.06 12.06 12.06 12.06 0 11.973
2015-03-25 12.085 12.085 12.085 12.085 0 11.998
2015-03-26 11.62 11.62 11.62 11.62 0 11.536
2015-03-27 11.74 11.74 11.74 11.74 0 11.656
2015-03-30 11.52 11.52 11.52 11.52 0 11.437
2015-03-31 11.805 11.805 11.805 11.805 0 11.72
2015-04-01 11.89 11.89 11.89 11.89 0 11.804
2015-04-02 11.655 11.655 11.655 11.655 0 11.571
2015-04-03 11.655 11.655 11.655 11.655 0 11.571
2015-04-06 11.655 11.655 11.655 11.655 0 11.571
2015-04-07 11.81 11.81 11.81 11.81 0 11.725
2015-04-08 12.23 12.23 12.23 12.23 0 12.142
2015-04-09 12.1 12.1 12.1 12.1 0 12.013
2015-04-10 12.25 12.25 12.25 12.25 0 12.162
2015-04-13 12.435 12.435 12.435 12.435 0 12.346
2015-04-14 12.41 12.41 12.41 12.41 0 12.321
2015-04-15 12.23 12.23 12.23 12.23 0 12.142
2015-04-16 12.205 12.205 12.205 12.205 0 12.117
2015-04-17 11.925 11.925 11.925 11.925 0 11.839
2015-04-20 11.87 11.87 11.87 11.87 0 11.785
2015-04-21 12.115 12.115 12.115 12.115 0 12.028
2015-04-22 11.85 11.85 11.85 11.85 0 11.765
2015-04-23 12.01 12.01 12.01 12.01 0 11.924
2015-04-24 12.06 12.06 12.06 12.06 0 11.973
2015-04-27 10.965 10.965 10.965 10.965 0 10.886
2015-04-28 10.6 10.6 10.6 10.6 0 10.524
2015-04-29 10.635 10.635 10.635 10.635 0 10.558
2015-04-30 10.335 10.335 10.335 10.335 0 10.261
2015-05-01 10.335 10.335 10.335 10.335 0 10.261
2015-05-04 10.24 10.24 10.24 10.24 0 10.166
2015-05-05 10.48 10.48 10.48 10.48 0 10.405
2015-05-06 10.18 10.18 10.18 10.18 0 10.107
2015-05-07 9.868 9.868 9.868 9.868 0 9.797
2015-05-08 10.005 10.005 10.005 10.005 0 9.933
2015-05-11 10.08 10.08 10.08 10.08 0 10.007
2015-05-12 10 10 10 10 0 9.928
2015-05-13 9.855 9.855 9.855 9.855 0 9.784
2015-05-14 9.727 9.727 9.727 9.727 0 9.657
2015-05-15 9.9 9.9 9.9 9.9 0 9.829
2015-05-18 9.9 9.9 9.9 9.9 0 9.829
2015-05-19 10.15 10.15 10.15 10.15 0 10.077
2015-05-20 10.125 10.125 10.125 10.125 0 10.052
2015-05-21 10.205 10.205 10.205 10.205 0 10.132
2015-05-22 10.225 10.225 10.225 10.225 0 10.151
2015-05-25 10.225 10.225 10.225 10.225 0 10.151
2015-05-26 10.5 10.5 10.5 10.5 0 10.424
2015-05-27 10.24 10.24 10.24 10.24 0 10.166
2015-05-28 10.325 10.325 10.325 10.325 0 10.251
2015-05-29 10.39 10.39 10.39 10.39 0 10.315
2015-06-01 10.37 10.37 10.37 10.37 0 10.295
2015-06-02 10.33 10.33 10.33 10.33 0 10.256
2015-06-03 10.215 10.215 10.215 10.215 0 10.142
2015-06-04 10.2 10.2 10.2 10.2 0 10.127
2015-06-05 9.932 9.932 9.932 9.932 0 9.861
2015-06-08 10.035 10.035 10.035 10.035 0 9.963
2015-06-09 9.683 9.683 9.683 9.683 0 9.613
2015-06-10 9.669 9.669 9.669 9.669 0 9.599
2015-06-11 9.929 9.929 9.929 9.929 0 9.858
2015-06-12 10.08 10.08 10.08 10.08 0 10.007
2015-06-15 9.902 9.902 9.902 9.902 0 9.831
2015-06-16 9.687 9.687 9.687 9.687 0 9.617
2015-06-17 9.766 9.766 9.766 9.766 0 9.696
2015-06-18 9.74 9.74 9.74 9.74 0 9.67
2015-06-19 9.796 9.796 9.796 9.796 0 9.726
2015-06-22 9.718 9.718 9.718 9.718 0 9.648
2015-06-23 9.828 9.828 9.828 9.828 0 9.757
2015-06-24 9.983 9.983 9.983 9.983 0 9.911
2015-06-25 9.729 9.729 9.729 9.729 0 9.659
2015-06-26 9.727 9.727 9.727 9.727 0 9.727
2015-06-29 9.75 9.75 9.75 9.75 0 9.75
2015-06-30 9.598 9.598 9.598 9.598 0 9.598
2015-07-01 9.502 9.502 9.502 9.502 0 9.502
2015-07-02 9.62 9.62 9.62 9.62 0 9.62
2015-07-03 9.451 9.451 9.451 9.451 0 9.451
2015-07-06 9.543 9.543 9.543 9.543 0 9.543
2015-07-07 9.512 9.512 9.512 9.512 0 9.512
2015-07-08 9.517 9.517 9.517 9.517 0 9.517
2015-07-09 9.246 9.246 9.246 9.246 0 9.246
2015-07-10 9.166 9.166 9.166 9.166 0 9.166
2015-07-13 9.282 9.282 9.282 9.282 0 9.282
2015-07-14 9.492 9.492 9.492 9.492 0 9.492
2015-07-15 9.509 9.509 9.509 9.509 0 9.509
2015-07-16 9.483 9.483 9.483 9.483 0 9.483
2015-07-17 9.682 9.682 9.682 9.682 0 9.682
2015-07-20 9.922 9.922 9.922 9.922 0 9.922
2015-07-21 10.03 10.03 10.03 10.03 0 10.03
2015-07-22 9.613 9.613 9.613 9.613 0 9.613
2015-07-23 9.734 9.734 9.734 9.734 0 9.734
2015-07-24 9.825 9.825 9.825 9.825 0 9.825
2015-07-27 9.976 9.976 9.976 9.976 0 9.976
2015-07-28 9.576 9.576 9.576 9.576 0 9.576
2015-07-29 9.617 9.617 9.617 9.617 0 9.617
2015-07-30 9.79 9.79 9.79 9.79 0 9.79
2015-07-31 9.793 9.793 9.793 9.793 0 9.793
2015-08-03 9.998 9.998 9.998 9.998 0 9.998
2015-08-04 9.94 9.94 9.94 9.94 0 9.94
2015-08-05 10.01 10.01 10.01 10.01 0 10.01
2015-08-06 10.015 10.015 10.015 10.015 0 10.015
2015-08-07 10.01 10.01 10.01 10.01 0 10.01
2015-08-10 9.899 9.899 9.899 9.899 0 9.899
2015-08-11 10.23 10.23 10.23 10.23 0 10.23
2015-08-12 10.07 10.07 10.07 10.07 0 10.07
2015-08-13 9.866 9.866 9.866 9.866 0 9.866
2015-08-14 9.79 9.79 9.79 9.79 0 9.79
2015-08-17 9.925 9.925 9.925 9.925 0 9.925
2015-08-18 10.235 10.235 10.235 10.235 0 10.235
2015-08-19 10.15 10.15 10.15 10.15 0 10.15
2015-08-20 10.05 10.05 10.05 10.05 0 10.05
2015-08-21 9.65 9.65 9.65 9.65 0 9.65
2015-08-24 8.8 8.8 8.8 8.8 0 8.8
2015-08-25 8.583 8.583 8.583 8.583 0 8.583
2015-08-26 8.476 8.476 8.476 8.476 0 8.476
2015-08-27 8.643 8.643 8.643 8.643 0 8.643
2015-08-28 9.009 9.009 9.009 9.009 0 9.009
2015-08-31 9.103 9.103 9.103 9.103 0 9.103
2015-09-01 8.909 8.909 8.909 8.909 0 8.909
2015-09-02 8.621 8.621 8.621 8.621 0 8.621
2015-09-03 8.802 8.802 8.802 8.802 0 8.802
2015-09-04 8.904 8.904 8.904 8.904 0 8.904
2015-09-07 8.83 8.83 8.83 8.83 0 8.83
2015-09-08 8.738 8.738 8.738 8.738 0 8.738
2015-09-09 9.299 9.299 9.299 9.299 0 9.299
2015-09-10 9.076 9.076 9.076 9.076 0 9.076
2015-09-11 9.027 9.027 9.027 9.027 0 9.027
2015-09-14 9.09 9.09 9.09 9.09 0 9.09
2015-09-15 9.027 9.027 9.027 9.027 0 9.027
2015-09-16 9.303 9.303 9.303 9.303 0 9.303
2015-09-17 9.333 9.333 9.333 9.333 0 9.333
2015-09-18 9.173 9.173 9.173 9.173 0 9.173
2015-09-21 9.073 9.073 9.073 9.073 0 9.073
2015-09-22 9.331 9.331 9.331 9.331 0 9.331
2015-09-23 9.189 9.189 9.189 9.189 0 9.189
2015-09-24 9.025 9.025 9.025 9.025 0 9.025
2015-09-25 8.982 8.982 8.982 8.982 0 8.982
2015-09-28 8.924 8.924 8.924 8.924 0 8.924
2015-09-29 8.45 8.45 8.45 8.45 0 8.45
2015-09-30 8.45 8.45 8.45 8.45 0 8.45
2015-10-01 8.638 8.638 8.638 8.638 0 8.638
2015-10-02 8.525 8.525 8.525 8.525 0 8.525
2015-10-05 8.704 8.704 8.704 8.704 0 8.704
2015-10-06 8.785 8.785 8.785 8.785 0 8.785
2015-10-07 8.818 8.818 8.818 8.818 0 8.818
2015-10-08 9.093 9.093 9.093 9.093 0 9.093
2015-10-09 9.269 9.269 9.269 9.269 0 9.269
2015-10-12 9.204 9.204 9.204 9.204 0 9.204
2015-10-13 9.11 9.11 9.11 9.11 0 9.11
2015-10-14 9.059 9.059 9.059 9.059 0 9.059
2015-10-15 8.661 8.661 8.661 8.661 0 8.661
2015-10-16 8.952 8.952 8.952 8.952 0 8.952
2015-10-19 8.9 8.9 8.9 8.9 0 8.9
2015-10-20 8.905 8.905 8.905 8.905 0 8.905
2015-10-21 8.963 8.963 8.963 8.963 0 8.963
2015-10-22 8.9 8.9 8.9 8.9 0 8.9
2015-10-23 9.178 9.178 9.178 9.178 0 9.178
2015-10-26 9.246 9.246 9.246 9.246 0 9.246
2015-10-27 8.983 8.983 8.983 8.983 0 8.983
2015-10-28 8.302 8.302 8.302 8.302 0 8.302
2015-10-29 8.489 8.489 8.489 8.489 0 8.489
2015-10-30 8.425 8.425 8.425 8.425 0 8.425
