"Index" "MAE.Open" "MAE.High" "MAE.Low" "MAE.Close" "MAE.Volume" "MAE.Adjusted"
2014-08-11 0.16 0.16 0.16 0.16 0 16
2014-08-12 0.16 0.16 0.16 0.16 0 16
2014-08-13 0.16 0.16 0.16 0.16 0 16
2014-08-14 0.16 0.16 0.16 0.16 0 16
2014-08-15 0.16 0.16 0.16 0.16 0 16
2014-08-18 0.16 0.16 0.16 0.16 0 16
2014-08-19 0.16 0.16 0.16 0.16 0 16
2014-08-20 0.16 0.16 0.16 0.16 0 16
2014-08-21 0.16 0.16 0.16 0.16 0 16
2014-08-22 0.16 0.16 0.16 0.16 0 16
2014-08-25 0.16 0.16 0.16 0.16 0 16
2014-08-26 0.16 0.16 0.16 0.16 0 16
2014-08-27 0.16 0.16 0.16 0.16 0 16
2014-08-28 0.15 0.15 0.15 0.15 35000 15
2014-08-29 0.15 0.15 0.15 0.15 0 15
2014-09-01 0.15 0.15 0.15 0.15 0 15
2014-09-02 0.15 0.15 0.15 0.15 12000 15
2014-09-03 0.15 0.15 0.15 0.15 0 15
2014-09-04 0.15 0.15 0.15 0.15 0 15
2014-09-05 0.15 0.15 0.15 0.15 0 15
2014-09-08 0.15 0.15 0.15 0.15 0 15
2014-09-09 0.15 0.15 0.15 0.15 0 15
2014-09-10 0.15 0.15 0.15 0.15 0 15
2014-09-11 0.135 0.135 0.135 0.135 12000 13.5
2014-09-12 0.135 0.135 0.135 0.135 0 13.5
2014-09-15 0.135 0.135 0.135 0.135 0 13.5
2014-09-16 0.135 0.135 0.135 0.135 0 13.5
2014-09-17 0.135 0.135 0.135 0.135 0 13.5
2014-09-18 0.135 0.135 0.135 0.135 0 13.5
2014-09-19 0.125 0.125 0.125 0.125 38000 12.5
2014-09-22 0.125 0.125 0.125 0.125 24000 12.5
2014-09-23 0.125 0.125 0.125 0.125 0 12.5
2014-09-24 0.125 0.125 0.125 0.125 0 12.5
2014-09-25 0.125 0.125 0.125 0.125 0 12.5
2014-09-26 0.125 0.125 0.125 0.125 57600 12.5
2014-09-29 0.125 0.125 0.125 0.125 0 12.5
2014-09-30 0.125 0.125 0.125 0.125 0 12.5
2014-10-01 0.125 0.125 0.125 0.125 0 12.5
2014-10-02 0.125 0.125 0.125 0.125 0 12.5
2014-10-03 0.125 0.125 0.125 0.125 0 12.5
2014-10-06 0.12 0.12 0.12 0.12 5000 12
2014-10-07 0.12 0.12 0.12 0.12 0 12
2014-10-08 0.12 0.12 0.12 0.12 0 12
2014-10-09 0.12 0.12 0.12 0.12 0 12
2014-10-10 0.12 0.12 0.12 0.12 0 12
2014-10-13 0.12 0.12 0.12 0.12 0 12
2014-10-14 0.12 0.12 0.12 0.12 0 12
2014-10-15 0.12 0.12 0.12 0.12 0 12
2014-10-16 0.12 0.12 0.12 0.12 0 12
2014-10-17 0.12 0.12 0.12 0.12 40000 12
2014-10-20 0.12 0.12 0.12 0.12 0 12
2014-10-21 0.12 0.12 0.12 0.12 0 12
2014-10-22 0.12 0.12 0.12 0.12 0 12
2014-10-23 0.12 0.12 0.12 0.12 0 12
2014-10-24 0.1 0.1 0.08 0.1 103000 10
2014-10-27 0.1 0.1 0.1 0.1 0 10
2014-10-28 0.1 0.1 0.1 0.1 0 10
2014-10-29 0.1 0.1 0.1 0.1 0 10
2014-10-30 0.1 0.1 0.1 0.1 0 10
2014-10-31 0.1 0.1 0.1 0.1 0 10
2014-11-03 0.1 0.1 0.1 0.1 0 10
2014-11-04 0.1 0.1 0.1 0.1 0 10
2014-11-05 0.1 0.1 0.1 0.1 0 10
2014-11-06 0.1 0.1 0.1 0.1 0 10
2014-11-07 0.1 0.1 0.1 0.1 0 10
2014-11-10 0.1 0.1 0.1 0.1 0 10
2014-11-11 0.1 0.1 0.1 0.1 0 10
2014-11-12 0.1 0.1 0.1 0.1 0 10
2014-11-13 0.1 0.1 0.1 0.1 0 10
2014-11-14 0.1 0.1 0.1 0.1 0 10
2014-11-17 0.12 0.12 0.12 0.12 11000 12
2014-11-18 0.12 0.12 0.12 0.12 0 12
2014-11-19 0.135 0.135 0.12 0.12 50000 12
2014-11-20 0.12 0.12 0.12 0.12 0 12
2014-11-21 0.12 0.12 0.12 0.12 0 12
2014-11-24 0.12 0.12 0.12 0.12 0 12
2014-11-25 0.12 0.12 0.12 0.12 0 12
2014-11-26 0.12 0.12 0.12 0.12 0 12
2014-11-27 0.12 0.12 0.12 0.12 0 12
