"Index" "D7L.Open" "D7L.High" "D7L.Low" "D7L.Close" "D7L.Volume" "D7L.Adjusted"
2013-09-27 0.231 0.231 0.231 0.231 0 0.231
2013-09-30 0.231 0.231 0.231 0.231 0 0.231
2013-10-01 0.23 0.23 0.23 0.23 0 0.23
2013-10-02 0.268 0.268 0.268 0.268 0 0.268
2013-10-03 0.268 0.268 0.268 0.268 0 0.268
2013-10-04 0.268 0.268 0.268 0.268 0 0.268
2013-10-07 0.311 0.311 0.311 0.311 0 0.311
2013-10-08 0.296 0.296 0.296 0.296 0 0.296
2013-10-09 0.281 0.281 0.281 0.281 0 0.281
2013-10-10 0.261 0.261 0.261 0.261 0 0.261
2013-10-11 0.256 0.256 0.256 0.256 0 0.256
2013-10-14 0.252 0.252 0.252 0.252 0 0.252
2013-10-15 0.237 0.237 0.237 0.237 0 0.237
2013-10-16 0.26 0.26 0.26 0.26 0 0.26
2013-10-17 0.267 0.267 0.267 0.267 0 0.267
2013-10-18 0.243 0.243 0.243 0.243 0 0.243
2013-10-21 0.235 0.235 0.235 0.235 0 0.235
2013-10-22 0.243 0.243 0.243 0.243 0 0.243
2013-10-23 0.249 0.249 0.249 0.249 0 0.249
2013-10-24 0.262 0.262 0.262 0.262 0 0.262
2013-10-25 0.262 0.262 0.262 0.262 0 0.262
2013-10-28 0.269 0.269 0.269 0.269 0 0.269
2013-10-29 0.262 0.262 0.262 0.262 0 0.262
2013-10-30 0.263 0.263 0.263 0.263 0 0.263
2013-10-31 0.263 0.263 0.263 0.263 0 0.263
2013-11-01 0.267 0.267 0.267 0.267 0 0.267
2013-11-04 0.224 0.224 0.224 0.224 0 0.224
2013-11-05 0.238 0.238 0.238 0.238 0 0.238
2013-11-06 0.247 0.247 0.247 0.247 0 0.247
2013-11-07 0.238 0.238 0.238 0.238 0 0.238
2013-11-08 0.244 0.244 0.244 0.244 0 0.244
2013-11-11 0.249 0.249 0.249 0.249 0 0.249
2013-11-12 0.244 0.244 0.244 0.244 0 0.244
2013-11-13 0.24 0.24 0.24 0.24 0 0.24
2013-11-14 0.239 0.239 0.239 0.239 0 0.239
2013-11-15 0.239 0.239 0.239 0.239 0 0.239
2013-11-18 0.242 0.242 0.242 0.242 0 0.242
2013-11-19 0.242 0.242 0.242 0.242 0 0.242
2013-11-20 0.232 0.232 0.232 0.232 0 0.232
2013-11-21 0.232 0.232 0.232 0.232 0 0.232
2013-11-22 0.224 0.224 0.224 0.224 0 0.224
2013-11-25 0.232 0.232 0.232 0.232 0 0.232
2013-11-26 0.236 0.236 0.236 0.236 0 0.236
2013-11-27 0.235 0.235 0.235 0.235 0 0.235
2013-11-28 0.235 0.235 0.235 0.235 0 0.235
2013-11-29 0.235 0.235 0.235 0.235 0 0.235
2013-12-02 0.236 0.236 0.236 0.236 0 0.236
2013-12-03 0.208 0.208 0.208 0.208 0 0.208
2013-12-04 0.221 0.221 0.221 0.221 0 0.221
2013-12-05 0.221 0.221 0.221 0.221 0 0.221
2013-12-06 0.221 0.221 0.221 0.221 0 0.221
2013-12-09 0.243 0.243 0.243 0.243 0 0.243
2013-12-10 0.242 0.242 0.242 0.242 0 0.242
2013-12-11 0.237 0.237 0.237 0.237 0 0.237
2013-12-12 0.219 0.219 0.219 0.219 0 0.219
2013-12-13 0.19 0.19 0.19 0.19 0 0.19
2013-12-16 0.182 0.182 0.182 0.182 0 0.182
2013-12-17 0.204 0.204 0.204 0.204 0 0.204
2013-12-18 0.204 0.204 0.204 0.204 0 0.204
2013-12-19 0.191 0.191 0.191 0.191 0 0.191
2013-12-20 0.192 0.192 0.192 0.192 0 0.192
2013-12-23 0.195 0.195 0.195 0.195 0 0.195
2013-12-24 0.195 0.195 0.195 0.195 0 0.195
2013-12-25 0.195 0.195 0.195 0.195 0 0.195
2013-12-26 0.195 0.195 0.195 0.195 0 0.195
2013-12-27 0.207 0.207 0.207 0.207 0 0.207
2013-12-30 0.204 0.204 0.204 0.204 0 0.204
2013-12-31 0.204 0.204 0.204 0.204 0 0.204
2014-01-01 0.204 0.204 0.204 0.204 0 0.204
2014-01-02 0.194 0.194 0.194 0.194 0 0.194
2014-01-03 0.191 0.191 0.191 0.191 0 0.191
2014-01-06 0.192 0.192 0.192 0.192 0 0.192
2014-01-07 0.192 0.192 0.192 0.192 0 0.192
2014-01-08 0.196 0.196 0.196 0.196 0 0.196
2014-01-09 0.192 0.192 0.192 0.192 0 0.192
2014-01-10 0.189 0.189 0.189 0.189 0 0.189
2014-01-13 0.184 0.184 0.184 0.184 0 0.184
2014-01-14 0.169 0.169 0.169 0.169 0 0.169
2014-01-15 0.17 0.17 0.17 0.17 0 0.17
2014-01-16 0.163 0.163 0.163 0.163 0 0.163
2014-01-17 0.155 0.155 0.155 0.155 0 0.155
2014-01-20 0.164 0.164 0.164 0.164 0 0.164
2014-01-21 0.164 0.164 0.164 0.164 0 0.164
2014-01-22 0.164 0.164 0.164 0.164 0 0.164
2014-01-23 0.149 0.149 0.149 0.149 0 0.149
2014-01-24 0.147 0.147 0.147 0.147 0 0.147
2014-01-27 0.155 0.155 0.155 0.155 0 0.155
2014-01-28 0.155 0.155 0.155 0.155 0 0.155
2014-01-29 0.155 0.155 0.155 0.155 0 0.155
2014-01-30 0.161 0.161 0.161 0.161 0 0.161
2014-01-31 0.164 0.164 0.164 0.164 0 0.164
2014-02-03 0.172 0.172 0.172 0.172 0 0.172
2014-02-04 0.171 0.171 0.171 0.171 0 0.171
2014-02-05 0.179 0.179 0.179 0.179 0 0.179
2014-02-06 0.184 0.184 0.184 0.184 0 0.184
2014-02-07 0.179 0.179 0.179 0.179 0 0.179
2014-02-10 0.177 0.177 0.177 0.177 0 0.177
2014-02-11 0.169 0.169 0.169 0.169 0 0.169
2014-02-12 0.177 0.177 0.177 0.177 0 0.177
2014-02-13 0.175 0.175 0.175 0.175 0 0.175
2014-02-14 0.146 0.146 0.146 0.146 0 0.146
2014-02-17 0.147 0.147 0.147 0.147 0 0.147
2014-02-18 0.147 0.147 0.147 0.147 0 0.147
2014-02-19 0.15 0.15 0.15 0.15 0 0.15
2014-02-20 0.154 0.154 0.154 0.154 0 0.154
2014-02-21 0.153 0.153 0.153 0.153 0 0.153
2014-02-24 0.161 0.161 0.161 0.161 0 0.161
2014-02-25 0.161 0.161 0.161 0.161 0 0.161
2014-02-26 0.161 0.161 0.161 0.161 0 0.161
2014-02-27 0.162 0.162 0.162 0.162 0 0.162
2014-02-28 0.153 0.153 0.153 0.153 0 0.153
2014-03-03 0.151 0.151 0.151 0.151 0 0.151
2014-03-04 0.154 0.154 0.154 0.154 0 0.154
2014-03-05 0.135 0.135 0.135 0.135 0 0.135
2014-03-06 0.124 0.124 0.124 0.124 0 0.124
2014-03-07 0.144 0.144 0.144 0.144 0 0.144
2014-03-10 0.136 0.136 0.136 0.136 0 0.136
2014-03-11 0.137 0.137 0.137 0.137 0 0.137
2014-03-12 0.137 0.137 0.137 0.137 0 0.137
2014-03-13 0.136 0.136 0.136 0.136 0 0.136
2014-03-14 0.144 0.144 0.144 0.144 0 0.144
2014-03-17 0.151 0.151 0.151 0.151 0 0.151
2014-03-18 0.151 0.151 0.151 0.151 0 0.151
2014-03-19 0.144 0.144 0.144 0.144 0 0.144
2014-03-20 0.136 0.136 0.136 0.136 0 0.136
2014-03-21 0.138 0.138 0.138 0.138 0 0.138
2014-03-24 0.141 0.141 0.141 0.141 0 0.141
2014-03-25 0.137 0.137 0.137 0.137 0 0.137
2014-03-26 0.137 0.137 0.137 0.137 0 0.137
2014-03-27 0.138 0.138 0.138 0.138 0 0.138
2014-03-28 0.146 0.146 0.146 0.146 0 0.146
2014-03-31 0.156 0.156 0.156 0.156 0 0.156
2014-04-01 0.152 0.152 0.152 0.152 0 0.152
2014-04-02 0.161 0.161 0.161 0.161 0 0.161
2014-04-03 0.163 0.163 0.163 0.163 0 0.163
2014-04-04 0.164 0.164 0.164 0.164 0 0.164
2014-04-07 0.153 0.153 0.153 0.153 0 0.153
2014-04-08 0.156 0.156 0.156 0.156 0 0.156
2014-04-09 0.155 0.155 0.155 0.155 0 0.155
2014-04-10 0.155 0.155 0.155 0.155 0 0.155
2014-04-11 0.143 0.143 0.143 0.143 0 0.143
2014-04-14 0.144 0.144 0.144 0.144 0 0.144
2014-04-15 0.144 0.144 0.144 0.144 0 0.144
2014-04-16 0.144 0.144 0.144 0.144 0 0.144
2014-04-17 0.137 0.137 0.137 0.137 0 0.137
2014-04-18 0.137 0.137 0.137 0.137 0 0.137
2014-04-21 0.137 0.137 0.137 0.137 0 0.137
2014-04-22 0.137 0.137 0.137 0.137 0 0.137
2014-04-23 0.137 0.137 0.137 0.137 0 0.137
2014-04-24 0.137 0.137 0.137 0.137 0 0.137
2014-04-25 0.137 0.137 0.137 0.137 0 0.137
2014-04-28 0.133 0.133 0.133 0.133 0 0.133
2014-04-29 0.129 0.129 0.129 0.129 0 0.129
2014-04-30 0.13 0.13 0.13 0.13 0 0.13
2014-05-01 0.13 0.13 0.13 0.13 0 0.13
2014-05-02 0.129 0.129 0.129 0.129 0 0.129
2014-05-05 0.129 0.129 0.129 0.129 0 0.129
2014-05-06 0.129 0.129 0.129 0.129 0 0.129
2014-05-07 0.129 0.129 0.129 0.129 0 0.129
2014-05-08 0.122 0.122 0.122 0.122 0 0.122
2014-05-09 0.13 0.13 0.13 0.13 0 0.13
2014-05-12 0.127 0.127 0.127 0.127 0 0.127
2014-05-13 0.138 0.138 0.138 0.138 0 0.138
2014-05-14 0.131 0.131 0.131 0.131 0 0.131
2014-05-15 0.131 0.131 0.131 0.131 0 0.131
2014-05-16 0.131 0.131 0.131 0.131 0 0.131
2014-05-19 0.131 0.131 0.131 0.131 0 0.131
2014-05-20 0.131 0.131 0.131 0.131 0 0.131
2014-05-21 0.131 0.131 0.131 0.131 0 0.131
2014-05-22 0.131 0.131 0.131 0.131 0 0.131
2014-05-23 0.131 0.131 0.131 0.131 0 0.131
2014-05-26 0.132 0.132 0.132 0.132 0 0.132
2014-05-27 0.131 0.131 0.131 0.131 0 0.131
2014-05-28 0.124 0.124 0.124 0.124 0 0.124
2014-05-29 0.125 0.125 0.125 0.125 0 0.125
2014-05-30 0.125 0.125 0.125 0.125 0 0.125
2014-06-02 0.139 0.139 0.139 0.139 0 0.139
2014-06-03 0.136 0.136 0.136 0.136 0 0.136
2014-06-04 0.125 0.125 0.125 0.125 0 0.125
2014-06-05 0.117 0.117 0.117 0.117 0 0.117
2014-06-06 0.124 0.124 0.124 0.124 0 0.124
2014-06-09 0.124 0.124 0.124 0.124 0 0.124
2014-06-10 0.136 0.136 0.136 0.136 0 0.136
2014-06-11 0.131 0.131 0.131 0.131 0 0.131
2014-06-12 0.118 0.118 0.118 0.118 0 0.118
2014-06-13 0.118 0.118 0.118 0.118 0 0.118
2014-06-16 0.133 0.133 0.133 0.133 0 0.133
2014-06-17 0.125 0.125 0.125 0.125 0 0.125
2014-06-18 0.125 0.125 0.125 0.125 0 0.125
2014-06-19 0.125 0.125 0.125 0.125 0 0.125
2014-06-20 0.117 0.117 0.117 0.117 0 0.117
2014-06-23 0.114 0.114 0.114 0.114 0 0.114
2014-06-24 0.114 0.114 0.114 0.114 0 0.114
2014-06-25 0.113 0.113 0.113 0.113 0 0.113
2014-06-26 0.112 0.112 0.112 0.112 0 0.112
2014-06-27 0.116 0.116 0.116 0.116 0 0.116
2014-06-30 0.121 0.121 0.121 0.121 0 0.121
2014-07-01 0.117 0.117 0.117 0.117 0 0.117
2014-07-02 0.117 0.117 0.117 0.117 0 0.117
2014-07-03 0.12 0.12 0.12 0.12 0 0.12
2014-07-04 0.117 0.117 0.117 0.117 0 0.117
2014-07-07 0.118 0.118 0.118 0.118 0 0.118
2014-07-08 0.121 0.121 0.121 0.121 0 0.121
2014-07-09 0.117 0.117 0.117 0.117 0 0.117
2014-07-10 0.121 0.121 0.121 0.121 0 0.121
2014-07-11 0.132 0.132 0.132 0.132 0 0.132
2014-07-14 0.121 0.121 0.121 0.121 0 0.121
2014-07-15 0.117 0.117 0.117 0.117 0 0.117
2014-07-16 0.107 0.107 0.107 0.107 0 0.107
2014-07-17 0.107 0.107 0.107 0.107 0 0.107
2014-07-18 0.118 0.118 0.118 0.118 0 0.118
2014-07-21 0.107 0.107 0.107 0.107 0 0.107
2014-07-22 0.107 0.107 0.107 0.107 0 0.107
2014-07-23 0.115 0.115 0.115 0.115 0 0.115
2014-07-24 0.097 0.097 0.097 0.097 0 0.097
2014-07-25 0.104 0.104 0.104 0.104 0 0.104
2014-07-28 0.104 0.104 0.104 0.104 0 0.104
2014-07-29 0.104 0.104 0.104 0.104 0 0.104
2014-07-30 0.112 0.112 0.112 0.112 0 0.112
2014-07-31 0.112 0.112 0.112 0.112 0 0.112
2014-08-01 0.112 0.112 0.112 0.112 0 0.112
2014-08-04 0.104 0.104 0.104 0.104 0 0.104
2014-08-05 0.104 0.104 0.104 0.104 0 0.104
2014-08-06 0.109 0.109 0.109 0.109 0 0.109
2014-08-07 0.101 0.101 0.101 0.101 0 0.101
2014-08-08 0.101 0.101 0.101 0.101 0 0.101
2014-08-11 0.101 0.101 0.101 0.101 0 0.101
2014-08-12 0.093 0.093 0.093 0.093 0 0.093
2014-08-13 0.097 0.097 0.097 0.097 0 0.097
2014-08-14 0.094 0.094 0.094 0.094 0 0.094
2014-08-15 0.097 0.097 0.097 0.097 0 0.097
2014-08-18 0.093 0.093 0.093 0.093 0 0.093
2014-08-19 0.086 0.086 0.086 0.086 0 0.086
2014-08-20 0.09 0.09 0.09 0.09 0 0.09
2014-08-21 0.091 0.091 0.091 0.091 0 0.091
2014-08-22 0.09 0.09 0.09 0.09 0 0.09
2014-08-25 0.083 0.083 0.083 0.083 0 0.083
2014-08-26 0.083 0.083 0.083 0.083 0 0.083
2014-08-27 0.084 0.084 0.084 0.084 0 0.084
2014-08-28 0.068 0.068 0.068 0.068 0 0.068
2014-08-29 0.072 0.072 0.072 0.072 0 0.072
2014-09-01 0.092 0.092 0.092 0.092 0 0.092
2014-09-02 0.092 0.092 0.092 0.092 0 0.092
2014-09-03 0.107 0.107 0.107 0.107 0 0.107
2014-09-04 0.107 0.107 0.107 0.107 0 0.107
2014-09-05 0.109 0.109 0.109 0.109 0 0.109
2014-09-08 0.108 0.108 0.108 0.108 0 0.108
2014-09-09 0.101 0.101 0.101 0.101 0 0.101
2014-09-10 0.093 0.093 0.093 0.093 0 0.093
2014-09-11 0.093 0.093 0.093 0.093 0 0.093
2014-09-12 0.105 0.105 0.105 0.105 0 0.105
2014-09-15 0.101 0.101 0.101 0.101 0 0.101
2014-09-16 0.1 0.1 0.1 0.1 0 0.1
2014-09-17 0.1 0.1 0.1 0.1 0 0.1
2014-09-18 0.102 0.102 0.102 0.102 0 0.102
2014-09-19 0.101 0.101 0.101 0.101 0 0.101
2014-09-22 0.102 0.102 0.102 0.102 0 0.102
2014-09-23 0.102 0.102 0.102 0.102 0 0.102
2014-09-24 0.102 0.102 0.102 0.102 0 0.102
2014-09-25 0.11 0.11 0.11 0.11 0 0.11
2014-09-26 0.107 0.107 0.107 0.107 0 0.107
2014-09-29 0.11 0.11 0.11 0.11 0 0.11
2014-09-30 0.111 0.111 0.111 0.111 0 0.111
2014-10-01 0.12 0.12 0.12 0.12 0 0.12
2014-10-02 0.12 0.12 0.12 0.12 0 0.12
2014-10-03 0.12 0.12 0.12 0.12 0 0.12
2014-10-06 0.113 0.113 0.113 0.113 0 0.113
2014-10-07 0.064 0.064 0.064 0.064 0 0.064
2014-10-08 0.079 0.079 0.079 0.079 0 0.079
2014-10-09 0.107 0.107 0.107 0.107 0 0.107
2014-10-10 0.107 0.107 0.107 0.107 0 0.107
2014-10-13 0.095 0.095 0.095 0.095 0 0.095
2014-10-14 0.066 0.066 0.066 0.066 0 0.066
2014-10-15 0.078 0.078 0.078 0.078 0 0.078
2014-10-16 0.063 0.063 0.063 0.063 0 0.063
2014-10-17 0.07 0.07 0.07 0.07 0 0.07
2014-10-20 0.067 0.067 0.067 0.067 0 0.067
2014-10-21 0.063 0.063 0.063 0.063 0 0.063
2014-10-22 0.064 0.064 0.064 0.064 0 0.064
2014-10-23 0.072 0.072 0.072 0.072 0 0.072
2014-10-24 0.076 0.076 0.076 0.076 0 0.076
2014-10-27 0.08 0.08 0.08 0.08 0 0.08
2014-10-28 0.079 0.079 0.079 0.079 0 0.079
2014-10-29 0.099 0.099 0.099 0.099 0 0.099
2014-10-30 0.096 0.096 0.096 0.096 0 0.096
