"Index" "NEN.Open" "NEN.High" "NEN.Low" "NEN.Close" "NEN.Volume" "NEN.Adjusted"
2013-04-12 37.029999 38.990002 37 38.990002 600 36.982948
2013-04-15 38.990002 38.990002 38.990002 38.990002 0 36.982948
2013-04-16 38.990002 38.990002 38.990002 38.990002 0 36.982948
2013-04-17 38.990002 38.990002 38.990002 38.990002 0 36.982948
2013-04-18 38.990002 38.990002 38.990002 38.990002 0 36.982948
2013-04-19 38.98 39 38.98 39 2500 36.992431
2013-04-22 38.900002 39 38.900002 39 3600 36.992431
2013-04-23 39.98 39.98 39.98 39.98 200 37.921984
2013-04-24 39.619999 39.799999 38.52 39.799999 600 37.75125
2013-04-25 37.630001 39.790001 37.630001 39.73 2800 37.684853
2013-04-26 37.720001 39.77 37.720001 39.77 300 37.722795
2013-04-29 39.799999 39.869999 39.799999 39.869999 600 37.817646
2013-04-30 39.900002 39.900002 39.75 39.900002 800 37.846104
2013-05-01 39.900002 39.93 39.900002 39.900002 300 37.846104
2013-05-02 39.18 39.18 39.18 39.18 200 37.163166
2013-05-03 39.470001 39.900002 39.470001 39.900002 800 37.846104
2013-05-06 40.5 41 40.389999 41 3500 38.889479
2013-05-07 40.740002 41.25 40.740002 41.099998 1000 38.98433
2013-05-08 41.139999 41.200001 39.209999 41 1200 38.889479
2013-05-09 41 41 41 41 0 38.889479
2013-05-10 41 41 41 41 0 38.889479
2013-05-13 41 41 41 41 0 38.889479
2013-05-14 41.5 41.5 41.5 41.5 400 39.363741
2013-05-15 41.5 41.5 41.5 41.5 0 39.363741
2013-05-16 41 41.57 40.52 41.25 1800 39.12661
2013-05-17 41.25 41.25 41.25 41.25 0 39.12661
2013-05-20 41.540001 43.400002 41.540001 43.169998 600 40.947774
2013-05-21 43 43 41.619999 41.619999 600 39.477563
2013-05-22 42.52 43.720001 41.68 43.720001 1100 41.469465
2013-05-23 42.5 42.5 42.5 42.5 200 40.312265
2013-05-24 42.5 42.5 40.73 40.73 1200 38.633377
2013-05-28 40.73 40.73 40.73 40.73 0 38.633377
2013-05-29 42 42 42 42 100 39.838003
2013-05-30 42 42 42 42 0 39.838003
2013-05-31 43.389999 43.389999 43.389999 43.389999 600 41.156451
2013-06-03 41.52 43.490002 41.52 43 600 40.786527
2013-06-04 42.790001 42.790001 42.25 42.25 700 40.075134
2013-06-05 42.25 42.25 42.25 42.25 0 40.075134
2013-06-06 41.59 42.25 41.529999 42.060001 4400 39.894916
2013-06-07 41.959999 42.400002 41.959999 42.389999 600 40.207927
2013-06-10 42.599998 42.599998 41.810001 41.810001 200 39.657785
2013-06-11 42.18 42.18 41.560001 41.950001 500 39.790577
2013-06-12 41.950001 41.950001 41.950001 41.950001 0 39.790577
2013-06-13 41.950001 41.950001 41.950001 41.950001 0 40.02913
2013-06-14 41.66 41.66 41.310001 41.360001 400 39.466145
2013-06-17 41.41 42.400002 41.41 41.41 2700 39.513855
2013-06-18 41.68 41.68 41.68 41.68 200 39.771492
2013-06-19 41.98 41.98 41.93 41.93 200 40.010045
2013-06-20 41.470001 41.5 41.299999 41.439999 1700 39.54248
2013-06-21 41.150002 41.150002 41 41 300 39.122629
2013-06-24 40.490002 40.869999 37.5 39.73 3500 37.910781
2013-06-25 40 40.93 40 40.93 2600 39.055834
2013-06-26 40.849998 40.959999 40 40 2400 38.168418
2013-06-27 39.59 39.59 38.759998 38.759998 300 36.985196
2013-06-28 40.099998 40.299999 40.099998 40.299999 600 38.454681
2013-07-01 41.93 41.93 40.150002 40.150002 200 38.311551
2013-07-02 40.150002 40.150002 40.150002 40.150002 0 38.311551
2013-07-03 40.400002 40.400002 40.400002 40.400002 200 38.550104
2013-07-05 40.400002 40.400002 40.400002 40.400002 0 38.550104
2013-07-08 40.419998 40.52 40.419998 40.450001 1000 38.597814
2013-07-09 40.650002 40.650002 40.209999 40.299999 400 38.454681
2013-07-10 40.41 40.82 40.41 40.82 400 38.950871
2013-07-11 40.52 41.5 40.52 41.5 400 39.599734
2013-07-12 41.5 41.5 41.5 41.5 0 39.599734
2013-07-15 41.389999 41.5 41.389999 41.5 1200 39.599734
2013-07-16 41.5 41.5 41.5 41.5 0 39.599734
2013-07-17 41.48 41.48 41.209999 41.330002 800 39.43752
2013-07-18 41.330002 41.330002 41.330002 41.330002 0 39.43752
2013-07-19 41.450001 41.450001 41.450001 41.450001 200 39.552024
2013-07-22 40.41 40.610001 40.41 40.610001 400 38.750487
2013-07-23 41.049999 41.150002 40.939999 40.939999 300 39.065375
2013-07-24 40.939999 40.939999 40.939999 40.939999 0 39.065375
2013-07-25 41.02 43.75 41.02 42.5 6200 40.553945
2013-07-26 43.68 43.68 42.07 43.599998 1000 41.603575
2013-07-29 43.709999 43.73 42.5 42.5 1400 40.553945
2013-07-30 42.5 42.5 42.5 42.5 0 40.553945
2013-07-31 43 43 43 43 200 41.03105
2013-08-01 43.59 43.59 41.540001 41.57 4700 39.666529
2013-08-02 43 43 42.720001 42.720001 700 40.763872
2013-08-05 42.720001 42.900002 42.720001 42.900002 300 40.93563
2013-08-06 43.23 43.68 43.23 43.5 3700 41.508155
2013-08-07 43.73 44.900002 43.73 44.900002 1700 42.844051
2013-08-08 44.700001 44.700001 44.700001 44.700001 100 42.653208
2013-08-09 44.540001 44.540001 44.540001 44.540001 200 42.500535
2013-08-12 44.91 44.91 44.52 44.52 800 42.48145
2013-08-13 44.98 44.990002 44.939999 44.939999 300 42.882217
2013-08-14 44.740002 45 44.349998 45 800 42.939471
2013-08-15 44.75 45 44.360001 44.419998 4600 42.386027
2013-08-16 45.939999 45.939999 44.610001 44.610001 400 42.567329
2013-08-19 45.52 45.52 45.52 45.52 100 43.435661
2013-08-20 45.52 45.52 45.52 45.52 0 43.435661
2013-08-21 45.139999 46.259998 44.91 46.259998 800 44.141774
2013-08-22 45.900002 45.900002 45.900002 45.900002 100 43.798262
2013-08-23 46.900002 46.900002 46.299999 46.529999 1200 44.399412
2013-08-26 46.529999 46.529999 46.529999 46.529999 0 44.399412
2013-08-27 46.529999 46.529999 46.529999 46.529999 0 44.399412
2013-08-28 46.459999 46.459999 46.459999 46.459999 100 44.332617
2013-08-29 46.459999 46.459999 46.459999 46.459999 0 44.332617
2013-08-30 46.049999 46.060001 46.049999 46.060001 400 43.950935
2013-09-03 46.07 46.169998 46.07 46.169998 800 44.055895
2013-09-04 45.849998 45.849998 45.849998 45.849998 200 43.750548
2013-09-05 45.849998 45.849998 45.849998 45.849998 0 43.750548
2013-09-06 45.560001 45.560001 45.5 45.529999 500 43.445201
2013-09-09 45.529999 45.529999 45.529999 45.529999 0 43.445201
2013-09-10 45.529999 45.529999 45.529999 45.529999 0 43.445201
2013-09-11 45.529999 45.529999 45.529999 45.529999 200 43.445201
2013-09-12 46.630001 46.630001 46.630001 46.630001 100 44.7405
2013-09-13 46.630001 46.630001 46.630001 46.630001 0 44.7405
2013-09-16 46.630001 46.630001 46.630001 46.630001 0 44.7405
2013-09-17 46.200001 46.200001 46.200001 46.200001 100 44.327924
2013-09-18 46.200001 46.200001 46.200001 46.200001 0 44.327924
2013-09-19 46.200001 46.209999 46.139999 46.139999 700 44.270354
2013-09-20 46.970001 46.970001 46 46 200 44.136027
2013-09-23 46 46 46 46 100 44.136027
2013-09-24 46 46 46 46 0 44.136027
2013-09-25 45.970001 46.389999 45.349998 46.389999 2000 44.510224
2013-09-26 46.740002 46.75 45 45.299999 5500 43.464391
2013-09-27 44.549999 44.549999 44.549999 44.549999 100 42.744782
2013-09-30 46 46 46 46 100 44.136027
2013-10-01 46.41 46.990002 44.099998 46.990002 300 45.085913
2013-10-02 46.119999 46.119999 46.119999 46.119999 100 44.251164
2013-10-03 46.529999 46.529999 46.529999 46.529999 200 44.64455
2013-10-04 46.25 46.689999 46.25 46.299999 800 44.42387
2013-10-07 46.040001 46.040001 46.040001 46.040001 300 44.174407
2013-10-08 44.110001 45.040001 44.110001 45.040001 500 43.214929
2013-10-09 45 45 45 45 100 43.176548
2013-10-10 44.119999 46 44.119999 46 500 44.136027
2013-10-11 46 46 46 46 0 44.136027
2013-10-14 46 46 46 46 0 44.136027
2013-10-15 44.59 44.900002 44.049999 44.200001 3300 42.408966
2013-10-16 44.57 44.57 44.060001 44.060001 300 42.27464
2013-10-17 44.049999 44.299999 44.049999 44.049999 700 42.265043
2013-10-18 44.099998 44.240002 44.099998 44.240002 200 42.447346
2013-10-21 43.560001 43.560001 43.560001 43.560001 100 41.7949
2013-10-22 43.5 43.5 43.5 43.5 200 41.73733
2013-10-23 43.5 43.5 43.5 43.5 0 41.73733
2013-10-24 43.25 43.25 43.25 43.25 100 41.49746
2013-10-25 43 43.869999 43 43.869999 700 42.092336
2013-10-28 43.869999 43.869999 43.869999 43.869999 0 42.092336
2013-10-29 43.73 43.73 43.73 43.73 300 41.95801
2013-10-30 43.689999 43.689999 43.689999 43.689999 100 41.91963
2013-10-31 43.689999 43.689999 43.689999 43.689999 0 41.91963
2013-11-01 43.599998 43.599998 43.599998 43.599998 100 41.833277
2013-11-04 43.599998 43.599998 43.599998 43.599998 0 41.833277
2013-11-05 43.599998 43.599998 43.599998 43.599998 0 41.833277
2013-11-06 43.73 43.73 43.68 43.73 500 41.95801
2013-11-07 43.73 43.73 43.73 43.73 0 41.95801
2013-11-08 43.720001 43.720001 43.720001 43.720001 500 41.948417
2013-11-11 43.720001 43.720001 43.720001 43.720001 0 41.948417
2013-11-12 43.720001 43.720001 43.720001 43.720001 0 41.948417
2013-11-13 43.720001 43.720001 43.720001 43.720001 0 41.948417
2013-11-14 43.73 43.73 43.73 43.73 200 41.95801
2013-11-15 43.73 43.73 43.73 43.73 400 41.95801
2013-11-18 43.549999 43.599998 43.049999 43.049999 1600 41.305564
2013-11-19 43.049999 43.049999 43.049999 43.049999 0 41.305564
2013-11-20 43.049999 43.049999 43.049999 43.049999 0 41.305564
2013-11-21 43.049999 43.049999 43.049999 43.049999 0 41.305564
2013-11-22 43.049999 43.049999 43.049999 43.049999 0 41.305564
2013-11-25 43.139999 43.369999 43 43.369999 1000 41.612597
2013-11-26 43.599998 43.75 43.599998 43.75 4700 41.9772
2013-11-27 44 45.5 44 45.5 4500 43.656288
2013-11-29 45.5 45.5 45.5 45.5 3200 43.656288
2013-12-02 45.790001 45.790001 45.02 45.349998 3400 43.512365
2013-12-03 45.419998 45.419998 45.419998 45.419998 100 43.579528
2013-12-04 45.419998 45.419998 45.419998 45.419998 0 43.579528
2013-12-05 45.5 45.5 45.5 45.5 2000 43.656288
2013-12-06 45.5 45.5 45.5 45.5 2000 43.656288
2013-12-09 46.07 46.07 45.75 45.75 1200 43.896158
2013-12-10 45.75 45.75 45.75 45.75 0 43.896158
2013-12-11 46.029999 46.5 45.799999 45.900002 1300 44.040081
2013-12-12 45.5 46 45.5 45.700001 600 44.088315
2013-12-13 45.5 45.5 44.57 45.25 1300 43.654185
2013-12-16 45.029999 45.400002 44.110001 45.400002 500 43.798896
2013-12-17 45.290001 45.290001 45.290001 45.290001 300 43.692775
2013-12-18 45.52 45.52 45.5 45.5 1300 43.895368
2013-12-19 45.02 46.139999 44.02 44.990002 2500 43.403356
2013-12-20 44.700001 45.540001 44.700001 45.5 700 43.895368
2013-12-23 45 45.900002 45 45.200001 1100 43.605949
2013-12-24 45 45 44.900002 44.900002 700 43.316529
