"Index" "HMO.Open" "HMO.High" "HMO.Low" "HMO.Close" "HMO.Volume" "HMO.Adjusted"
2013-05-13 3105.51 3105.51 3105.51 3105.51 0 3105.51
2013-05-14 3121.98 3121.98 3121.98 3121.98 0 3121.98
2013-05-15 3123.55 3123.55 3123.55 3123.55 0 3123.55
2013-05-16 3104.28 3104.28 3104.28 3104.28 0 3104.28
2013-05-17 3117.12 3117.12 3117.12 3117.12 0 3117.12
2013-05-20 3079.68 3079.68 3079.68 3079.68 0 3079.68
2013-05-21 3086.23 3086.23 3086.23 3086.23 0 3086.23
2013-05-22 3084.84 3084.84 3084.84 3084.84 0 3084.84
2013-05-23 3110.55 3110.55 3110.55 3110.55 0 3110.55
2013-05-24 3070.5 3070.5 3070.5 3070.5 0 3070.5
2013-05-27 3070.5 3070.5 3070.5 3070.5 0 3070.5
2013-05-28 3144.29 3144.29 3144.29 3144.29 0 3144.29
2013-05-29 3126.89 3126.89 3126.89 3126.89 0 3126.89
2013-05-30 3186.71 3186.71 3186.71 3186.71 0 3186.71
2013-05-31 3094.16 3094.16 3094.16 3094.16 0 3094.16
2013-06-03 3072.6 3072.6 3072.6 3072.6 0 3072.6
2013-06-04 3062.85 3062.85 3062.85 3062.85 0 3062.85
2013-06-05 3002.26 3002.26 3002.26 3002.26 0 3002.26
2013-06-06 3029.33 3029.33 3029.33 3029.33 0 3029.33
2013-06-07 3083.05 3083.05 3083.05 3083.05 0 3083.05
2013-06-10 3116.47 3116.47 3116.47 3116.47 0 3116.47
2013-06-11 3111.48 3111.48 3111.48 3111.48 0 3111.48
2013-06-12 3089.15 3089.15 3089.15 3089.15 0 3089.15
2013-06-13 3121.31 3121.31 3121.31 3121.31 0 3121.31
2013-06-14 3091.22 3091.22 3091.22 3091.22 0 3091.22
2013-06-17 3124.53 3124.53 3124.53 3124.53 0 3124.53
2013-06-18 3189.64 3189.64 3189.64 3189.64 0 3189.64
2013-06-19 3157.69 3157.69 3157.69 3157.69 0 3157.69
2013-06-20 3099.56 3099.56 3099.56 3099.56 0 3099.56
2013-06-21 3131.58 3131.58 3131.58 3131.58 0 3131.58
2013-06-24 3139.74 3139.74 3139.74 3139.74 0 3139.74
2013-06-25 3128.72 3128.72 3128.72 3128.72 0 3128.72
2013-06-26 3151.75 3151.75 3151.75 3151.75 0 3151.75
2013-06-27 3227.97 3227.97 3227.97 3227.97 0 3227.97
2013-06-28 3222.48 3222.48 3222.48 3222.48 0 3222.48
2013-07-01 3237.43 3237.43 3237.43 3237.43 0 3237.43
2013-07-02 3223.03 3223.03 3223.03 3223.03 0 3223.03
2013-07-03 3216.86 3216.86 3216.86 3216.86 0 3216.86
2013-07-04 3216.86 3216.86 3216.86 3216.86 0 3216.86
2013-07-05 3257.78 3257.78 3257.78 3257.78 0 3257.78
2013-07-08 3283.84 3283.84 3283.84 3283.84 0 3283.84
2013-07-09 3313.75 3313.75 3313.75 3313.75 0 3313.75
2013-07-10 3318.88 3318.88 3318.88 3318.88 0 3318.88
2013-07-11 3335.79 3335.79 3335.79 3335.79 0 3335.79
2013-07-12 3316.15 3316.15 3316.15 3316.15 0 3316.15
2013-07-15 3324.65 3324.65 3324.65 3324.65 0 3324.65
2013-07-16 3310.23 3310.23 3310.23 3310.23 0 3310.23
2013-07-17 3296.17 3296.17 3296.17 3296.17 0 3296.17
2013-07-18 3396.91 3396.91 3396.91 3396.91 0 3396.91
2013-07-19 3420.25 3420.25 3420.25 3420.25 0 3420.25
2013-07-22 3446.41 3446.41 3446.41 3446.41 0 3446.41
2013-07-23 3463.29 3463.29 3463.29 3463.29 0 3463.29
2013-07-24 3478.45 3478.45 3478.45 3478.45 0 3478.45
2013-07-25 3444.81 3444.81 3444.81 3444.81 0 3444.81
2013-07-26 3396.43 3396.43 3396.43 3396.43 0 3396.43
2013-07-29 3381.68 3381.68 3381.68 3381.68 0 3381.68
2013-07-30 3351.42 3351.42 3351.42 3351.42 0 3351.42
2013-07-31 3369.3 3369.3 3369.3 3369.3 0 3369.3
2013-08-01 3382.79 3382.79 3382.79 3382.79 0 3382.79
2013-08-02 3371.88 3371.88 3371.88 3371.88 0 3371.88
2013-08-05 3403.13 3403.13 3403.13 3403.13 0 3403.13
2013-08-06 3394.38 3394.38 3394.38 3394.38 0 3394.38
2013-08-07 3402.21 3402.21 3402.21 3402.21 0 3402.21
2013-08-08 3432.97 3432.97 3432.97 3432.97 0 3432.97
2013-08-09 3434.58 3434.58 3434.58 3434.58 0 3434.58
2013-08-12 3418.37 3418.37 3418.37 3418.37 0 3418.37
2013-08-13 3424.81 3424.81 3424.81 3424.81 0 3424.81
2013-08-14 3387.79 3387.79 3387.79 3387.79 0 3387.79
2013-08-15 3332.34 3332.34 3332.34 3332.34 0 3332.34
2013-08-16 3343.99 3343.99 3343.99 3343.99 0 3343.99
2013-08-19 3338.35 3338.35 3338.35 3338.35 0 3338.35
2013-08-20 3372.08 3372.08 3372.08 3372.08 0 3372.08
2013-08-21 3343.98 3343.98 3343.98 3343.98 0 3343.98
2013-08-22 3379.73 3379.73 3379.73 3379.73 0 3379.73
2013-08-23 3402.17 3402.17 3402.17 3402.17 0 3402.17
2013-08-26 3410.78 3410.78 3410.78 3410.78 0 3410.78
2013-08-27 3349.85 3349.85 3349.85 3349.85 0 3349.85
2013-08-28 3351.49 3351.49 3351.49 3351.49 0 3351.49
2013-08-29 3383.86 3383.86 3383.86 3383.86 0 3383.86
2013-08-30 3346.43 3346.43 3346.43 3346.43 0 3346.43
2013-09-02 3346.43 3346.43 3346.43 3346.43 0 3346.43
2013-09-03 3390.7 3390.7 3390.7 3390.7 0 3390.7
2013-09-04 3436.2 3436.2 3436.2 3436.2 0 3436.2
2013-09-05 3490.17 3490.17 3490.17 3490.17 0 3490.17
2013-09-06 3475.75 3475.75 3475.75 3475.75 0 3475.75
2013-09-09 3465.67 3465.67 3465.67 3465.67 0 3465.67
2013-09-10 3485.09 3485.09 3485.09 3485.09 0 3485.09
2013-09-11 3536.51 3536.51 3536.51 3536.51 0 3536.51
2013-09-12 3531.01 3531.01 3531.01 3531.01 0 3531.01
2013-09-13 3579.28 3579.28 3579.28 3579.28 0 3579.28
2013-09-16 3631.5 3631.5 3631.5 3631.5 0 3631.5
2013-09-17 3605.92 3605.92 3605.92 3605.92 0 3605.92
2013-09-18 3540.62 3540.62 3540.62 3540.62 0 3540.62
2013-09-19 3436.9 3436.9 3436.9 3436.9 0 3436.9
2013-09-20 3423.67 3423.67 3423.67 3423.67 0 3423.67
2013-09-23 3461.64 3461.64 3461.64 3461.64 0 3461.64
2013-09-24 3494.3 3494.3 3494.3 3494.3 0 3494.3
2013-09-25 3468.99 3468.99 3468.99 3468.99 0 3468.99
2013-09-26 3475.14 3475.14 3475.14 3475.14 0 3475.14
2013-09-27 3467.17 3467.17 3467.17 3467.17 0 3467.17
2013-09-30 3455.69 3455.69 3455.69 3455.69 0 3455.69
2013-10-01 3533.26 3533.26 3533.26 3533.26 0 3533.26
2013-10-02 3528.9 3528.9 3528.9 3528.9 0 3528.9
2013-10-03 3519.99 3519.99 3519.99 3519.99 0 3519.99
2013-10-04 3573.94 3573.94 3573.94 3573.94 0 3573.94
2013-10-07 3519.98 3519.98 3519.98 3519.98 0 3519.98
2013-10-08 3473.87 3473.87 3473.87 3473.87 0 3473.87
2013-10-09 3470.59 3470.59 3470.59 3470.59 0 3470.59
2013-10-10 3560.59 3560.59 3560.59 3560.59 0 3560.59
2013-10-11 3560.41 3560.41 3560.41 3560.41 0 3560.41
2013-10-14 3565.56 3565.56 3565.56 3565.56 0 3565.56
2013-10-15 3521.29 3521.29 3521.29 3521.29 0 3521.29
2013-10-16 3578.32 3578.32 3578.32 3578.32 0 3578.32
2013-10-17 3497.69 3497.69 3497.69 3497.69 0 3497.69
2013-10-18 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-21 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-22 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-23 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-24 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-25 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-28 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-29 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-30 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-10-31 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-01 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-04 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-05 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-06 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-07 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-08 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-11 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-12 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-13 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-14 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-15 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-18 3442.83 3442.83 3442.83 3442.83 0 3442.83
2013-11-19 3442.83 3442.83 3442.83 3442.83 0 3442.83
