"Index" "HMO.Open" "HMO.High" "HMO.Low" "HMO.Close" "HMO.Volume" "HMO.Adjusted"
2013-02-18 2808.52 2808.52 2808.52 2808.52 0 2808.52
2013-02-19 2773.72 2773.72 2773.72 2773.72 0 2773.72
2013-02-20 2733.3 2733.3 2733.3 2733.3 0 2733.3
2013-02-21 2736.07 2736.07 2736.07 2736.07 0 2736.07
2013-02-22 2708.48 2708.48 2708.48 2708.48 0 2708.48
2013-02-25 2670.37 2670.37 2670.37 2670.37 0 2670.37
2013-02-26 2658.67 2658.67 2658.67 2658.67 0 2658.67
2013-02-27 2694.07 2694.07 2694.07 2694.07 0 2694.07
2013-02-28 2674.58 2674.58 2674.58 2674.58 0 2674.58
2013-03-01 2676.4 2676.4 2676.4 2676.4 0 2676.4
2013-03-04 2651.38 2651.38 2651.38 2651.38 0 2651.38
2013-03-05 2680.03 2680.03 2680.03 2680.03 0 2680.03
2013-03-06 2709.85 2709.85 2709.85 2709.85 0 2709.85
2013-03-07 2730.21 2730.21 2730.21 2730.21 0 2730.21
2013-03-08 2760.65 2760.65 2760.65 2760.65 0 2760.65
2013-03-11 2760.65 2760.65 2760.65 2760.65 0 2760.65
2013-03-12 2776.92 2776.92 2776.92 2776.92 0 2776.92
2013-03-13 2792.5 2792.5 2792.5 2792.5 0 2792.5
2013-03-14 2786.95 2786.95 2786.95 2786.95 0 2786.95
2013-03-15 2789.39 2789.39 2789.39 2789.39 0 2789.39
2013-03-18 2784 2784 2784 2784 0 2784
2013-03-19 2785.96 2785.96 2785.96 2785.96 0 2785.96
2013-03-20 2776.51 2776.51 2776.51 2776.51 0 2776.51
2013-03-21 2754.45 2754.45 2754.45 2754.45 0 2754.45
2013-03-22 2734.67 2734.67 2734.67 2734.67 0 2734.67
2013-03-25 2729.55 2729.55 2729.55 2729.55 0 2729.55
2013-03-26 2751.45 2751.45 2751.45 2751.45 0 2751.45
2013-03-27 2779.31 2779.31 2779.31 2779.31 0 2779.31
2013-03-28 2777.84 2777.84 2777.84 2777.84 0 2777.84
2013-03-29 2777.84 2777.84 2777.84 2777.84 0 2777.84
2013-04-01 2843.81 2843.81 2843.81 2843.81 0 2843.81
2013-04-02 2919.21 2919.21 2919.21 2919.21 0 2919.21
2013-04-03 2892.33 2892.33 2892.33 2892.33 0 2892.33
2013-04-04 2898.33 2898.33 2898.33 2898.33 0 2898.33
2013-04-05 2870.7 2870.7 2870.7 2870.7 0 2870.7
2013-04-08 2877.94 2877.94 2877.94 2877.94 0 2877.94
2013-04-09 2918.51 2918.51 2918.51 2918.51 0 2918.51
2013-04-10 2954.07 2954.07 2954.07 2954.07 0 2954.07
2013-04-11 2982.28 2982.28 2982.28 2982.28 0 2982.28
2013-04-12 2982.1 2982.1 2982.1 2982.1 0 2982.1
2013-04-15 2906.81 2906.81 2906.81 2906.81 0 2906.81
2013-04-16 2962.45 2962.45 2962.45 2962.45 0 2962.45
2013-04-17 2902.34 2902.34 2902.34 2902.34 0 2902.34
2013-04-18 2836.89 2836.89 2836.89 2836.89 0 2836.89
2013-04-19 2873.19 2873.19 2873.19 2873.19 0 2873.19
2013-04-22 2846.73 2846.73 2846.73 2846.73 0 2846.73
2013-04-23 2882.03 2882.03 2882.03 2882.03 0 2882.03
2013-04-24 2911.16 2911.16 2911.16 2911.16 0 2911.16
2013-04-25 2932.26 2932.26 2932.26 2932.26 0 2932.26
2013-04-26 2928.93 2928.93 2928.93 2928.93 0 2928.93
2013-04-29 2932.49 2932.49 2932.49 2932.49 0 2932.49
2013-04-30 2947.76 2947.76 2947.76 2947.76 0 2947.76
2013-05-01 2951.73 2951.73 2951.73 2951.73 0 2951.73
2013-05-02 2984.19 2984.19 2984.19 2984.19 0 2984.19
2013-05-03 2977.61 2977.61 2977.61 2977.61 0 2977.61
2013-05-06 2988.8 2988.8 2988.8 2988.8 0 2988.8
2013-05-07 3007.32 3007.32 3007.32 3007.32 0 3007.32
2013-05-08 3058.52 3058.52 3058.52 3058.52 0 3058.52
2013-05-09 3062.33 3062.33 3062.33 3062.33 0 3062.33
2013-05-10 3108.79 3108.79 3108.79 3108.79 0 3108.79
