"Index" "AKG.Open" "AKG.High" "AKG.Low" "AKG.Close" "AKG.Volume" "AKG.Adjusted"
2014-10-28 1.62 1.73 1.58 1.68 152600 1.68
2014-10-29 1.68 1.69 1.54 1.59 204700 1.59
2014-10-30 1.54 1.61 1.53 1.59 196700 1.59
2014-10-31 1.51 1.54 1.43 1.47 284000 1.47
2014-11-03 1.43 1.62 1.43 1.56 163800 1.56
2014-11-04 1.53 1.62 1.44 1.44 208700 1.44
2014-11-05 1.45 1.47 1.32 1.34 120900 1.34
2014-11-06 1.35 1.48 1.35 1.4 329400 1.4
2014-11-07 1.45 1.56 1.42 1.56 301400 1.56
2014-11-10 1.53 1.54 1.35 1.42 152900 1.42
2014-11-11 1.4 1.6 1.38 1.56 183200 1.56
2014-11-12 1.58 1.73 1.58 1.65 167000 1.65
2014-11-13 1.72 1.8 1.62 1.65 149800 1.65
2014-11-14 1.63 1.84 1.51 1.75 193900 1.75
2014-11-17 1.75 1.83 1.69 1.82 94000 1.82
2014-11-18 1.83 1.93 1.82 1.88 149600 1.88
2014-11-19 1.88 2.01 1.82 1.86 177000 1.86
2014-11-20 1.88 2.04 1.84 1.99 86600 1.99
2014-11-21 1.99 2.06 1.98 1.99 79800 1.99
2014-11-24 1.97 1.99 1.91 1.91 79000 1.91
2014-11-25 1.93 1.99 1.93 1.99 57200 1.99
2014-11-26 1.96 1.99 1.92 1.92 44700 1.92
2014-11-28 1.86 1.91 1.7 1.7 101900 1.7
2014-12-01 1.74 1.86 1.68 1.81 122300 1.81
2014-12-02 1.74 1.83 1.71 1.72 78900 1.72
2014-12-03 1.73 1.83 1.73 1.75 79500 1.75
2014-12-04 1.79 1.79 1.61 1.67 130400 1.67
2014-12-05 1.64 1.65 1.52 1.63 116600 1.63
2014-12-08 1.65 1.74 1.53 1.67 159500 1.67
2014-12-09 1.74 1.84 1.74 1.8 136000 1.8
2014-12-10 1.79 1.89 1.79 1.8 238800 1.8
2014-12-11 1.8 1.87 1.75 1.78 147000 1.78
2014-12-12 1.75 1.75 1.6 1.64 113600 1.64
2014-12-15 1.64 1.75 1.42 1.52 219700 1.52
2014-12-16 1.53 1.54 1.31 1.38 382100 1.38
2014-12-17 1.41 1.54 1.36 1.5 259100 1.5
2014-12-18 1.54 1.64 1.48 1.62 240300 1.62
2014-12-19 1.64 1.74 1.48 1.58 335900 1.58
2014-12-22 1.56 1.56 1.35 1.39 562600 1.39
2014-12-23 1.39 1.49 1.36 1.4 244100 1.4
2014-12-24 1.44 1.48 1.38 1.43 75200 1.43
2014-12-26 1.45 1.53 1.45 1.5 50200 1.5
2014-12-29 1.52 1.52 1.45 1.49 140900 1.49
2014-12-30 1.53 1.6 1.49 1.6 213300 1.6
2014-12-31 1.6 1.6 1.5 1.54 224800 1.54
2015-01-02 1.53 1.53 1.46 1.48 699400 1.48
2015-01-05 1.51 1.57 1.46 1.55 489000 1.55
2015-01-06 1.57 1.68 1.57 1.6 471000 1.6
2015-01-07 1.58 1.66 1.54 1.54 119200 1.54
2015-01-08 1.55 1.61 1.5 1.54 133400 1.54
2015-01-09 1.55 1.65 1.54 1.62 459000 1.62
2015-01-12 1.63 1.71 1.61 1.67 326600 1.67
2015-01-13 1.71 1.77 1.65 1.71 542100 1.71
2015-01-14 1.73 1.75 1.61 1.67 141700 1.67
2015-01-15 1.71 1.76 1.68 1.69 97800 1.69
2015-01-16 1.71 1.79 1.71 1.74 100600 1.74
2015-01-20 1.81 1.86 1.77 1.81 196100 1.81
2015-01-21 1.74 1.74 1.6 1.63 427500 1.63
2015-01-22 1.65 1.7 1.63 1.66 124100 1.66
2015-01-23 1.64 1.64 1.6 1.62 85300 1.62
2015-01-26 1.6 1.63 1.53 1.6 225000 1.6
2015-01-27 1.62 1.75 1.62 1.74 164900 1.74
2015-01-28 1.71 1.71 1.6 1.6 153300 1.6
2015-01-29 1.57 1.61 1.47 1.54 249300 1.54
2015-01-30 1.54 1.57 1.47 1.55 152700 1.55
2015-02-02 1.54 1.62 1.5 1.62 237800 1.62
2015-02-03 1.59 1.6 1.48 1.53 253000 1.53
2015-02-04 1.52 1.54 1.48 1.52 107600 1.52
2015-02-05 1.53 1.56 1.49 1.56 63000 1.56
2015-02-06 1.48 1.54 1.44 1.46 262700 1.46
2015-02-09 1.45 1.5 1.42 1.5 156200 1.5
2015-02-10 1.47 1.5 1.41 1.5 133000 1.5
2015-02-11 1.48 1.48 1.4 1.44 179600 1.44
2015-02-12 1.45 1.48 1.43 1.47 102800 1.47
2015-02-13 1.48 1.55 1.47 1.55 153000 1.55
2015-02-17 1.54 1.72 1.48 1.7 759000 1.7
2015-02-18 1.64 1.65 1.56 1.63 96400 1.63
2015-02-19 1.63 1.64 1.56 1.58 106700 1.58
2015-02-20 1.59 1.61 1.54 1.55 82100 1.55
2015-02-23 1.55 1.6 1.51 1.51 428700 1.51
2015-02-24 1.51 1.54 1.49 1.51 100900 1.51
2015-02-25 1.52 1.6 1.52 1.57 124200 1.57
2015-02-26 1.6 1.63 1.56 1.57 56800 1.57
2015-02-27 1.6 1.61 1.57 1.58 100100 1.58
2015-03-02 1.58 1.6 1.53 1.56 46400 1.56
2015-03-03 1.56 1.56 1.48 1.49 144500 1.49
2015-03-04 1.49 1.52 1.46 1.48 78300 1.48
2015-03-05 1.51 1.51 1.42 1.43 149900 1.43
2015-03-06 1.42 1.43 1.38 1.41 209000 1.41
2015-03-09 1.36 1.39 1.31 1.31 271200 1.31
2015-03-10 1.31 1.33 1.25 1.3 222300 1.3
2015-03-11 1.3 1.41 1.28 1.41 148100 1.41
2015-03-12 1.42 1.48 1.39 1.45 119400 1.45
2015-03-13 1.42 1.48 1.38 1.47 53400 1.47
2015-03-16 1.46 1.5 1.39 1.41 76200 1.41
2015-03-17 1.39 1.46 1.37 1.45 78500 1.45
2015-03-18 1.4 1.5 1.38 1.5 133200 1.5
2015-03-19 1.47 1.5 1.45 1.5 46200 1.5
2015-03-20 1.51 1.57 1.48 1.51 216900 1.51
2015-03-23 1.52 1.55 1.48 1.51 74900 1.51
2015-03-24 1.51 1.57 1.5 1.55 86600 1.55
2015-03-25 1.55 1.57 1.48 1.52 79200 1.52
2015-03-26 1.55 1.55 1.48 1.48 62200 1.48
2015-03-27 1.45 1.51 1.43 1.5 101500 1.5
2015-03-30 1.44 1.47 1.39 1.4 109800 1.4
2015-03-31 1.41 1.45 1.37 1.45 114400 1.45
2015-04-01 1.45 1.57 1.45 1.56 129600 1.56
2015-04-02 1.56 1.56 1.51 1.53 115700 1.53
2015-04-06 1.55 1.6 1.55 1.55 62900 1.55
2015-04-07 1.55 1.59 1.53 1.57 81900 1.57
2015-04-08 1.56 1.58 1.49 1.5 66500 1.5
2015-04-09 1.49 1.53 1.49 1.51 77600 1.51
2015-04-10 1.52 1.57 1.5 1.52 44300 1.52
2015-04-13 1.51 1.54 1.49 1.5 81300 1.5
2015-04-14 1.53 1.53 1.47 1.48 55400 1.48
2015-04-15 1.47 1.53 1.47 1.52 148400 1.52
2015-04-16 1.52 1.55 1.48 1.55 112400 1.55
2015-04-17 1.54 1.55 1.5 1.51 146500 1.51
2015-04-20 1.49 1.51 1.45 1.47 94600 1.47
2015-04-21 1.48 1.51 1.46 1.49 58500 1.49
2015-04-22 1.49 1.49 1.44 1.45 208100 1.45
2015-04-23 1.46 1.5 1.44 1.5 178000 1.5
2015-04-24 1.46 1.47 1.38 1.41 253900 1.41
2015-04-27 1.45 1.51 1.44 1.51 104700 1.51
2015-04-28 1.49 1.55 1.48 1.53 188800 1.53
2015-04-29 1.52 1.56 1.48 1.49 177400 1.49
2015-04-30 1.47 1.5 1.44 1.5 41600 1.5
2015-05-01 1.48 1.48 1.44 1.46 85500 1.46
2015-05-04 1.46 1.49 1.45 1.47 31600 1.47
2015-05-05 1.48 1.53 1.48 1.51 54600 1.51
2015-05-06 1.51 1.52 1.47 1.51 59800 1.51
2015-05-07 1.49 1.51 1.44 1.51 46600 1.51
2015-05-08 1.51 1.51 1.46 1.48 49900 1.48
2015-05-11 1.51 1.52 1.48 1.52 80200 1.52
2015-05-12 1.51 1.52 1.5 1.5 51300 1.5
2015-05-13 1.51 1.59 1.51 1.53 178200 1.53
2015-05-14 1.57 1.64 1.55 1.64 189400 1.64
2015-05-15 1.62 1.72 1.59 1.67 247200 1.67
2015-05-18 1.69 1.69 1.64 1.65 109600 1.65
2015-05-19 1.6 1.66 1.55 1.59 336900 1.59
2015-05-20 1.59 1.69 1.56 1.62 142400 1.62
2015-05-21 1.61 1.65 1.61 1.64 77100 1.64
2015-05-22 1.65 1.65 1.6 1.62 104600 1.62
2015-05-26 1.61 1.64 1.55 1.61 207700 1.61
2015-05-27 1.6 1.72 1.6 1.69 161900 1.69
2015-05-28 1.69 1.72 1.65 1.7 115800 1.7
2015-05-29 1.7 1.7 1.64 1.67 71100 1.67
2015-06-01 1.67 1.7 1.62 1.63 64000 1.63
2015-06-02 1.66 1.67 1.62 1.62 74100 1.62
2015-06-03 1.62 1.67 1.61 1.63 197900 1.63
2015-06-04 1.62 1.63 1.57 1.57 67900 1.57
2015-06-05 1.56 1.57 1.53 1.56 59800 1.56
2015-06-08 1.56 1.65 1.52 1.65 68800 1.65
2015-06-09 1.63 1.74 1.63 1.71 179200 1.71
2015-06-10 1.72 1.82 1.72 1.81 362200 1.81
2015-06-11 1.8 1.82 1.77 1.79 251100 1.79
2015-06-12 1.79 1.79 1.77 1.79 39700 1.79
2015-06-15 1.76 1.81 1.76 1.8 312100 1.8
2015-06-16 1.78 1.79 1.75 1.77 39300 1.77
2015-06-17 1.76 1.83 1.74 1.82 62300 1.82
2015-06-18 1.85 1.91 1.84 1.86 83700 1.86
2015-06-19 1.84 1.9 1.83 1.85 82900 1.85
2015-06-22 1.82 1.84 1.8 1.83 47900 1.83
2015-06-23 1.81 1.84 1.78 1.82 41000 1.82
2015-06-24 1.77 1.84 1.75 1.75 50300 1.75
2015-06-25 1.8 1.83 1.78 1.8 67600 1.8
2015-06-26 1.77 1.94 1.77 1.87 132500 1.87
2015-06-29 1.88 1.88 1.74 1.74 100400 1.74
2015-06-30 1.77 1.8 1.71 1.71 64000 1.71
2015-07-01 1.74 1.76 1.7 1.73 65900 1.73
2015-07-02 1.72 1.78 1.71 1.78 49700 1.78
2015-07-06 1.76 1.79 1.73 1.73 94900 1.73
2015-07-07 1.72 1.77 1.64 1.7 144600 1.7
2015-07-08 1.77 1.79 1.75 1.75 94600 1.75
2015-07-09 1.75 1.79 1.68 1.68 67700 1.68
2015-07-10 1.69 1.77 1.69 1.75 48700 1.75
2015-07-13 1.72 1.88 1.7 1.88 150400 1.88
2015-07-14 1.86 1.96 1.86 1.89 66500 1.89
2015-07-15 1.88 1.88 1.77 1.84 112400 1.84
2015-07-16 1.84 1.84 1.7 1.71 154000 1.71
2015-07-17 1.7 1.71 1.68 1.7 207600 1.7
2015-07-20 1.64 1.65 1.46 1.51 354000 1.51
2015-07-21 1.49 1.55 1.48 1.54 80900 1.54
2015-07-22 1.51 1.54 1.46 1.49 120700 1.49
2015-07-23 1.55 1.55 1.42 1.45 106000 1.45
2015-07-24 1.46 1.55 1.4 1.52 107500 1.52
2015-07-27 1.46 1.6 1.46 1.48 134000 1.48
2015-07-28 1.5 1.5 1.44 1.49 172400 1.49
2015-07-29 1.47 1.62 1.47 1.62 86000 1.62
2015-07-30 1.53 1.59 1.43 1.43 104400 1.43
2015-07-31 1.49 1.57 1.49 1.55 43000 1.55
2015-08-03 1.53 1.54 1.47 1.51 59800 1.51
2015-08-04 1.51 1.54 1.5 1.54 99900 1.54
2015-08-05 1.54 1.57 1.51 1.57 70500 1.57
2015-08-06 1.55 1.6 1.51 1.6 232300 1.6
2015-08-07 1.57 1.61 1.48 1.54 82200 1.54
2015-08-10 1.56 1.61 1.48 1.6 114900 1.6
2015-08-11 1.6 1.65 1.53 1.62 156100 1.62
2015-08-12 1.68 1.83 1.64 1.75 114500 1.75
2015-08-13 1.75 1.75 1.61 1.64 104300 1.64
2015-08-14 1.67 1.67 1.55 1.56 46600 1.56
2015-08-17 1.62 1.77 1.61 1.74 185100 1.74
2015-08-18 1.7 1.78 1.66 1.76 64400 1.76
2015-08-19 1.74 1.85 1.72 1.78 121600 1.78
2015-08-20 1.87 1.94 1.81 1.9 199300 1.9
2015-08-21 1.89 1.89 1.73 1.73 141300 1.73
2015-08-24 1.73 1.74 1.59 1.63 199100 1.63
2015-08-25 1.63 1.63 1.51 1.51 101700 1.51
2015-08-26 1.53 1.56 1.43 1.46 278000 1.46
2015-08-27 1.51 1.61 1.47 1.5 205500 1.5
2015-08-28 1.57 1.7 1.57 1.67 171800 1.67
2015-08-31 1.65 1.65 1.56 1.65 86500 1.65
2015-09-01 1.68 1.72 1.63 1.68 46900 1.68
2015-09-02 1.66 1.68 1.57 1.61 73500 1.61
2015-09-03 1.57 1.63 1.52 1.52 79500 1.52
2015-09-04 1.52 1.62 1.51 1.62 76500 1.62
2015-09-08 1.67 1.67 1.55 1.59 75800 1.59
2015-09-09 1.58 1.59 1.5 1.51 79700 1.51
2015-09-10 1.53 1.55 1.49 1.55 43100 1.55
2015-09-11 1.49 1.51 1.48 1.5 107400 1.5
2015-09-14 1.5 1.5 1.45 1.46 104700 1.46
2015-09-15 1.45 1.48 1.42 1.43 52700 1.43
2015-09-16 1.45 1.55 1.45 1.53 183000 1.53
2015-09-17 1.56 1.65 1.51 1.65 182600 1.65
2015-09-18 1.66 1.7 1.54 1.57 152000 1.57
2015-09-21 1.56 1.57 1.5 1.53 95500 1.53
2015-09-22 1.51 1.52 1.48 1.49 65000 1.49
2015-09-23 1.51 1.51 1.45 1.47 125900 1.47
2015-09-24 1.5 1.58 1.48 1.55 179300 1.55
2015-09-25 1.5 1.53 1.47 1.48 49100 1.48
2015-09-28 1.45 1.45 1.38 1.4 156400 1.4
2015-09-29 1.4 1.47 1.37 1.45 266300 1.45
2015-09-30 1.42 1.49 1.41 1.47 62000 1.47
2015-10-01 1.46 1.48 1.44 1.45 29800 1.45
2015-10-02 1.5 1.54 1.46 1.47 122500 1.47
2015-10-05 1.46 1.58 1.46 1.53 139400 1.53
2015-10-06 1.55 1.59 1.5 1.52 81000 1.52
2015-10-07 1.54 1.54 1.5 1.52 135600 1.52
2015-10-08 1.5 1.54 1.48 1.52 222600 1.52
2015-10-09 1.56 1.64 1.53 1.62 152100 1.62
2015-10-12 1.66 1.71 1.57 1.61 201000 1.61
2015-10-13 1.61 1.62 1.56 1.57 134000 1.57
2015-10-14 1.6 1.81 1.6 1.79 382600 1.79
2015-10-15 1.79 1.79 1.72 1.75 217800 1.75
2015-10-16 1.75 1.75 1.72 1.74 92800 1.74
2015-10-19 1.74 1.76 1.71 1.75 137500 1.75
2015-10-20 1.75 1.8 1.73 1.73 151900 1.73
2015-10-21 1.72 1.77 1.7 1.77 139500 1.77
2015-10-22 1.77 1.84 1.75 1.75 108500 1.75
2015-10-23 1.77 1.88 1.75 1.87 133900 1.87
2015-10-26 1.87 1.88 1.81 1.82 180600 1.82
2015-10-27 1.84 1.85 1.81 1.81 156800 1.81
2015-10-28 1.82 1.92 1.75 1.76 177500 1.76
2015-10-29 1.76 1.78 1.71 1.73 68700 1.73
2015-10-30 1.75 1.78 1.7 1.73 84100 1.73
