"Index" "HK.Open" "HK.High" "HK.Low" "HK.Close" "HK.Volume" "HK.Adjusted"
2013-02-25 7.49 7.55 7.06 7.07 3168100 7.07
2013-02-26 7.12 7.2 6.88 7.04 3570400 7.04
2013-02-27 7.05 7.19 7 7.16 2562400 7.16
2013-02-28 7.28 7.49 7 7.1 6512400 7.1
2013-03-01 6.9 7 6.57 6.65 8607300 6.65
2013-03-04 6.65 6.69 6.22 6.36 6260700 6.36
2013-03-05 6.5 6.64 6.36 6.55 5638000 6.55
2013-03-06 6.59 6.7 6.52 6.55 2967000 6.55
2013-03-07 6.59 6.79 6.5 6.72 3245200 6.72
2013-03-08 6.84 7.06 6.74 7.05 3538800 7.05
2013-03-11 7.06 7.21 6.92 7.17 3357700 7.17
2013-03-12 7.19 7.33 7 7.1 4390400 7.1
2013-03-13 7.12 7.33 7.09 7.13 3025900 7.13
2013-03-14 7.14 7.35 7.12 7.35 3184000 7.35
2013-03-15 7.36 7.42 7.12 7.16 4443400 7.16
2013-03-18 7.1 7.17 6.9 7.09 2409800 7.09
2013-03-19 7.09 7.15 6.95 7.01 3584300 7.01
2013-03-20 7.06 7.1 6.85 6.88 3058100 6.88
2013-03-21 6.86 7.06 6.78 6.83 3363100 6.83
2013-03-22 6.88 7 6.85 6.97 2520800 6.97
2013-03-25 7.08 7.36 7.08 7.26 4888800 7.26
2013-03-26 7.25 7.74 7.23 7.66 7531300 7.66
2013-03-27 7.63 7.91 7.52 7.79 5422800 7.79
2013-03-28 7.9 7.98 7.66 7.79 4023200 7.79
2013-04-01 7.97 7.97 7.59 7.65 3903200 7.65
2013-04-02 7.63 7.72 7.42 7.53 6202600 7.53
2013-04-03 7.55 7.78 7.41 7.46 8964400 7.46
2013-04-04 7.44 7.47 7.11 7.2 4812700 7.2
2013-04-05 7.14 7.42 7.05 7.38 4544300 7.38
2013-04-08 7.38 7.5 7.27 7.34 2676200 7.34
2013-04-09 7.35 7.71 7.35 7.6 4990600 7.6
2013-04-10 7.66 7.84 7.65 7.81 4490300 7.81
2013-04-11 7.81 8.12 7.76 7.97 5555000 7.97
2013-04-12 7.94 8.04 7.61 7.63 3406000 7.63
2013-04-15 7.5 7.52 6.41 6.42 12453900 6.42
2013-04-16 7.08 7.12 6.66 7.02 12022500 7.02
2013-04-17 7.1 7.1 6.53 6.56 11781900 6.56
2013-04-18 6.8 6.85 6.42 6.61 7193300 6.61
2013-04-19 6.66 6.72 6.47 6.55 4936900 6.55
2013-04-22 6.56 6.6 6.23 6.51 5531300 6.51
2013-04-23 6.56 6.7 6.42 6.49 3399700 6.49
2013-04-24 6.45 6.78 6.45 6.78 4778000 6.78
2013-04-25 6.77 6.84 6.56 6.6 4380100 6.6
2013-04-26 6.6 6.67 6.36 6.52 2900500 6.52
2013-04-29 6.59 6.77 6.57 6.68 4725800 6.68
2013-04-30 6.68 6.69 6.46 6.54 3556200 6.54
2013-05-01 6.54 6.54 6.24 6.25 5242100 6.25
2013-05-02 6.01 6.01 5.34 5.67 19613700 5.67
2013-05-03 5.88 6.3 5.68 6.3 12580700 6.3
2013-05-06 6.23 6.28 5.88 6.02 7052500 6.02
2013-05-07 6.06 6.18 5.95 6.03 4752400 6.03
2013-05-08 6.05 6.25 6.02 6.19 3586300 6.19
2013-05-09 6.23 6.36 6.12 6.2 3642800 6.2
2013-05-10 6.18 6.25 6.01 6.1 3977100 6.1
2013-05-13 6.11 6.18 6.04 6.15 2600400 6.15
2013-05-14 6.12 6.44 6.12 6.43 4651200 6.43
2013-05-15 6.72 6.75 6.44 6.62 7500400 6.62
2013-05-16 6.62 6.67 6.19 6.21 5035100 6.21
2013-05-17 6.29 6.33 6.19 6.24 3112100 6.24
2013-05-20 6.23 6.33 6.1 6.21 4113600 6.21
2013-05-21 6.19 6.31 5.9 6.11 3579200 6.11
2013-05-22 6.13 6.19 5.9 6.06 4869500 6.06
2013-05-23 5.9 6.05 5.45 5.52 17621000 5.52
2013-05-24 5.62 5.63 5.41 5.54 6816500 5.54
2013-05-28 5.63 5.67 5.43 5.47 5093700 5.47
2013-05-29 5.48 5.49 5.32 5.4 5607200 5.4
2013-05-30 5.41 5.46 5.27 5.41 5607100 5.41
2013-05-31 5.4 5.41 5.26 5.28 3813700 5.28
2013-06-03 5.31 5.38 5.05 5.21 6192200 5.21
2013-06-04 5.24 5.35 5.15 5.32 3945700 5.32
2013-06-05 5.32 5.36 5.21 5.23 2613600 5.23
2013-06-06 5.24 5.31 5.05 5.27 4097400 5.27
2013-06-07 5.34 5.34 5.16 5.33 3056800 5.33
2013-06-10 5.42 5.49 5.3 5.36 3347600 5.36
2013-06-11 5.3 5.34 5.14 5.15 4195900 5.15
2013-06-12 5.23 5.3 5.09 5.13 3226400 5.13
2013-06-13 5.03 5.39 4.92 5.34 4581000 5.34
2013-06-14 5.4 5.56 5.29 5.53 8430600 5.53
2013-06-17 5.6 5.85 5.59 5.7 7460600 5.7
2013-06-18 5.81 5.87 5.7 5.77 4549800 5.77
2013-06-19 5.8 5.98 5.74 5.92 4840200 5.92
2013-06-20 5.82 5.82 5.53 5.58 4140900 5.58
2013-06-21 5.63 5.63 5.34 5.45 5216700 5.45
2013-06-24 5.37 5.46 5.11 5.43 4723100 5.43
2013-06-25 5.57 5.6 5.44 5.6 3422800 5.6
2013-06-26 5.65 5.7 5.38 5.53 3314200 5.53
2013-06-27 5.59 5.6 5.45 5.54 2695200 5.54
2013-06-28 5.54 5.77 5.46 5.67 12887300 5.67
2013-07-01 5.81 5.83 5.57 5.6 3273900 5.6
2013-07-02 5.62 5.74 5.55 5.74 2205400 5.74
2013-07-03 5.75 5.82 5.66 5.76 1824600 5.76
2013-07-05 5.81 5.81 5.66 5.75 2898600 5.75
2013-07-08 5.78 5.97 5.7 5.85 3438800 5.85
2013-07-09 5.87 6.15 5.8 6.12 3973800 6.12
2013-07-10 6.16 6.28 6.13 6.25 3205200 6.25
2013-07-11 6.32 6.37 6.17 6.37 4225800 6.37
2013-07-12 6.4 6.44 6.22 6.26 2309900 6.26
2013-07-15 6.29 6.32 6.18 6.2 2233900 6.2
2013-07-16 6.2 6.21 5.95 6.07 2792400 6.07
2013-07-17 6.08 6.22 6.01 6.04 2471200 6.04
2013-07-18 5.83 6 5.59 5.91 6338700 5.91
2013-07-19 5.89 6.04 5.72 5.76 4505400 5.76
2013-07-22 5.88 5.89 5.63 5.66 3953500 5.66
2013-07-23 5.66 5.86 5.66 5.73 3078800 5.73
2013-07-24 5.79 5.8 5.5 5.55 3646700 5.55
2013-07-25 5.55 5.61 5.43 5.57 4017000 5.57
2013-07-26 5.51 5.6 5.43 5.57 2547800 5.57
2013-07-29 5.65 5.66 5.48 5.59 2539000 5.59
2013-07-30 5.65 5.65 5.54 5.63 2836600 5.63
2013-07-31 5.63 5.65 5.41 5.48 5186100 5.48
2013-08-01 5.79 5.85 5.52 5.85 5512300 5.85
2013-08-02 5.84 6.09 5.79 6.01 4528300 6.01
2013-08-05 6.04 6.11 5.96 6.02 3919800 6.02
2013-08-06 6.05 6.06 5.8 6.02 3613200 6.02
2013-08-07 6.04 6.09 5.85 5.87 2960400 5.87
2013-08-08 5.13 5.33 5.1 5.23 40717100 5.23
2013-08-09 5.33 5.54 5.31 5.4 8824700 5.4
2013-08-12 5.4 5.52 5.37 5.42 6976600 5.42
2013-08-13 5.43 5.5 5.37 5.43 4355100 5.43
2013-08-14 5.47 5.49 5.28 5.3 5041100 5.3
2013-08-15 5.27 5.29 5.17 5.21 5836900 5.21
2013-08-16 5.17 5.22 5.07 5.07 8913200 5.07
