"Index" "FI.Open" "FI.High" "FI.Low" "FI.Close" "FI.Volume" "FI.Adjusted"
2013-10-04 32.119999 32.43 31.02 31.190001 1145000 29.655402
2013-10-07 31.18 31.32 30.68 31.07 536000 29.541306
2013-10-08 31.01 31.139999 30.280001 30.709999 637500 29.199018
2013-10-09 30.75 30.75 30.1 30.17 523200 28.685588
2013-10-10 30.5 30.959999 30.26 30.82 307100 29.303606
2013-10-11 30.83 32 30.690001 31.48 251700 29.931133
2013-10-14 31.43 32.049999 31.41 31.719999 302200 30.159324
2013-10-15 31.76 31.889999 31.15 31.24 391100 29.702942
2013-10-16 31.459999 31.59 31.120001 31.5 232800 29.950149
2013-10-17 31.5 31.75 31.200001 31.360001 319200 29.817038
2013-10-18 31.67 32.700001 31.67 32.220001 349300 30.634725
2013-10-21 32.220001 32.490002 32.080002 32.130001 350700 30.549153
2013-10-22 32.25 32.25 31.41 31.440001 228300 29.893102
2013-10-23 31.26 31.26 29.85 29.9 640300 28.428872
2013-10-24 29.809999 29.92 29.299999 29.799999 290800 28.333791
2013-10-25 30.030001 30.34 29.459999 29.52 225900 28.067569
2013-10-28 29.6 31.01 29.59 30.57 320000 29.065907
2013-10-29 30.540001 30.99 30.48 30.65 184800 29.14197
2013-10-30 30.74 31.48 30.35 30.52 279700 29.018367
2013-10-31 30.6 30.92 30.129999 30.59 229600 29.084923
2013-11-01 30.51 31.280001 30.450001 31.15 234500 29.61737
2013-11-04 31.15 31.15 30.030001 30.6 300400 29.094431
2013-11-05 30.57 30.84 30.200001 30.42 291700 28.923287
2013-11-06 30.469999 31.74 30.23 30.98 210900 29.455734
2013-11-07 31.120001 31.32 30.24 30.25 163300 28.761651
2013-11-08 30.309999 31.59 30.309999 31.290001 235800 29.750483
2013-11-11 31.25 31.25 30.09 30.33 277900 28.837715
2013-11-12 30.25 30.26 29.440001 29.52 266800 28.067569
2013-11-13 26 26.9 23.1 25.469999 5026900 24.216834
2013-11-14 25.959999 26.290001 25.01 25.24 1067900 23.998151
2013-11-15 25.24 26.639999 24.77 25.610001 885200 24.349947
2013-11-18 25.129999 25.129999 23.77 24.02 1719500 22.838178
