"Index" "PH.Open" "PH.High" "PH.Low" "PH.Close" "PH.Volume" "PH.Adjusted"
2013-05-14 93.879997 96.809998 93.879997 96.68 1293200 92.137885
2013-05-15 95.889999 97.949997 95.410004 97.830002 1447700 93.233859
2013-05-16 97.419998 98.150002 96.93 97.589996 1480400 93.005129
2013-05-17 98.260002 100.010002 98.029999 100.010002 1857700 95.31144
2013-05-20 99.650002 101.209999 99.269997 100.580002 723500 95.854661
2013-05-21 100.470001 101.199997 99.75 100.959999 1240600 96.216806
2013-05-22 101.019997 101.879997 99.239998 99.620003 763000 94.939764
2013-05-23 98.639999 99.580002 97.910004 99.32 812900 94.653855
2013-05-24 98.449997 98.779999 97.519997 98.290001 749800 93.672246
2013-05-28 99.720001 99.93 98.209999 98.300003 799800 93.681779
2013-05-29 97.480003 98.879997 97.339996 97.93 864700 93.329159
2013-05-30 98.199997 100.43 97.739998 99.860001 966500 95.168486
2013-05-31 99.510002 101.760002 99.010002 99.760002 1319200 95.073186
2013-06-03 99.959999 100.269997 97.760002 98.779999 1414300 94.139224
2013-06-04 98.910004 100.269997 98.290001 98.440002 1562800 93.815201
2013-06-05 97.959999 98.349998 96.260002 96.550003 1173300 92.013995
2013-06-06 96.589996 97.279999 96 97.050003 1527500 92.490505
2013-06-07 97.870003 98.809998 97.139999 98.339996 750300 93.719893
2013-06-10 98.599998 98.879997 97.980003 98.610001 763500 93.977212
2013-06-11 97.339996 98.629997 97.110001 98.18 1146500 93.567414
2013-06-12 98.879997 98.879997 96.800003 96.879997 913800 92.328486
2013-06-13 96.919998 98.410004 96.290001 98.019997 837400 93.414927
2013-06-14 96.480003 98.010002 96.480003 97.410004 477700 92.833592
2013-06-17 98.089996 98.279999 97.18 97.769997 762600 93.176673
2013-06-18 97.800003 98.989998 97.620003 98.699997 1042500 94.062981
2013-06-19 98.790001 99.269997 97.75 97.830002 1150900 93.233859
2013-06-20 96.879997 96.879997 95.309998 95.709999 1651600 91.213456
2013-06-21 96.440002 96.639999 94.589996 94.849998 2063000 90.393859
2013-06-24 93.800003 93.800003 92.080002 92.889999 1520900 88.525942
2013-06-25 93.849998 94.589996 93.32 94.309998 1084800 89.879227
2013-06-26 95.120003 96.139999 94.769997 95.529999 1235100 91.041912
2013-06-27 96.150002 96.660004 95.339996 96.370003 742800 91.842452
2013-06-28 96 96.480003 95.400002 95.400002 2440300 90.918022
2013-07-01 96.360001 97.550003 95.940002 96.980003 752200 92.423794
2013-07-02 96.809998 97.25 95.349998 95.540001 1106100 91.051444
2013-07-03 95.010002 95.690002 94.809998 95.32 566000 90.841779
2013-07-05 96.160004 97.620003 96.160004 97.620003 799100 93.033725
2013-07-08 98.029999 98.099998 96.269997 96.400002 1218400 91.871041
2013-07-09 97.050003 98.459999 96.900002 98.010002 959900 93.405402
2013-07-10 97.330002 98.419998 97.230003 98.129997 742900 93.51976
2013-07-11 99.730003 100.260002 99.400002 99.93 809000 95.235197
2013-07-12 99.669998 99.889999 98.650002 99.160004 1042500 94.501376
2013-07-15 99.260002 100.269997 98.980003 99.730003 664600 95.044596
2013-07-16 99.959999 100.120003 99.110001 99.889999 887600 95.197076
2013-07-17 100.370003 100.660004 99.529999 99.769997 740400 95.082711
2013-07-18 100.099998 101.849998 99.779999 101.050003 689500 96.302581
2013-07-19 101.07 103.169998 100.980003 103.110001 1543900 98.265798
2013-07-22 103.18 103.809998 102.379997 102.860001 720200 98.027543
2013-07-23 103.129997 103.690002 102.5 102.720001 584200 97.894121
2013-07-24 103 103.099998 101.260002 101.309998 735600 96.550361
2013-07-25 100.370003 101.540001 99.480003 101.410004 822600 96.645669
2013-07-26 101.040001 102.230003 100.57 102.120003 819000 97.322311
2013-07-29 101.900002 102.510002 101.25 101.339996 541700 96.57895
2013-07-30 101.889999 103.269997 101.32 102.510002 722600 97.693988
2013-07-31 103 104.379997 102.82 103.279999 724200 98.42781
2013-08-01 104.470001 107.120003 104.110001 106.790001 1035000 101.772909
2013-08-02 105.160004 105.389999 104.190002 105.239998 1031800 100.295726
2013-08-05 105 106.190002 104.760002 104.93 1314700 100.000293
2013-08-06 100 101.889999 99.919998 101.5 2798900 96.731437
2013-08-07 102.059998 102.239998 100.629997 101.959999 1517600 97.169825
2013-08-08 102.349998 104.080002 102.349998 103.93 895500 99.047274
2013-08-09 103.760002 104.5 102.82 104.139999 814800 99.247407
2013-08-12 103.699997 106.059998 103.699997 105.989998 902500 101.010491
2013-08-13 106.389999 107.260002 105.580002 106.870003 872400 101.849152
2013-08-14 106.809998 107.099998 105.919998 106.18 953300 101.191566
2013-08-15 104.970001 105.080002 103.440002 103.769997 1123700 98.894787
