"Index" "VP.Open" "VP.High" "VP.Low" "VP.Close" "VP.Volume" "VP.Adjusted"
2014-12-10 0.33 0.33 0.33 0.33 0 0.33
2014-12-11 0.33 0.33 0.33 0.33 0 0.33
2014-12-12 0.33 0.33 0.33 0.33 0 0.33
2014-12-15 0.33 0.33 0.33 0.33 0 0.33
2014-12-16 0.26 0.26 0.13 0.21 174500 0.21
2014-12-17 0.18 0.18 0.13 0.17 198000 0.17
2014-12-18 0.2 0.2 0.2 0.2 10000 0.2
2014-12-19 0.2 0.2 0.11 0.17 61000 0.17
2014-12-22 0.2 0.2 0.11 0.17 67500 0.17
2014-12-23 0.14 0.23 0.14 0.23 19800 0.23
2014-12-24 0.24 0.24 0.24 0.24 3500 0.24
2014-12-25 0.24 0.24 0.24 0.24 0 0.24
2014-12-26 0.24 0.24 0.24 0.24 0 0.24
2014-12-29 0.23 0.23 0.23 0.23 12000 0.23
2014-12-30 0.23 0.23 0.23 0.23 0 0.23
2014-12-31 0.175 0.28 0.175 0.28 41500 0.28
2015-01-01 0.28 0.28 0.28 0.28 0 0.28
2015-01-02 0.175 0.28 0.175 0.24 52000 0.24
2015-01-05 0.2 0.2 0.2 0.2 52000 0.2
2015-01-06 0.2 0.21 0.2 0.21 102000 0.21
2015-01-07 0.21 0.21 0.21 0.21 7500 0.21
2015-01-08 0.205 0.21 0.205 0.21 20000 0.21
2015-01-09 0.205 0.21 0.2 0.2 46000 0.2
2015-01-12 0.21 0.225 0.21 0.225 10500 0.225
2015-01-13 0.21 0.21 0.19 0.19 53500 0.19
2015-01-14 0.2 0.21 0.2 0.21 26000 0.21
2015-01-15 0.21 0.27 0.205 0.215 61600 0.215
2015-01-16 0.215 0.215 0.215 0.215 0 0.215
2015-01-19 0.215 0.215 0.205 0.205 123500 0.205
2015-01-20 0.195 0.195 0.195 0.195 10000 0.195
2015-01-21 0.2 0.2 0.2 0.2 7000 0.2
2015-01-22 0.2 0.2 0.18 0.19 56000 0.19
2015-01-23 0.195 0.2 0.195 0.195 185500 0.195
2015-01-26 0.19 0.195 0.19 0.195 25000 0.195
2015-01-27 0.195 0.2 0.195 0.2 31000 0.2
2015-01-28 0.2 0.21 0.2 0.21 61000 0.21
2015-01-29 0.21 0.3 0.21 0.21 41900 0.21
2015-01-30 0.2 0.205 0.2 0.205 30000 0.205
2015-02-02 0.2 0.2 0.2 0.2 20000 0.2
2015-02-03 0.2 0.2 0.2 0.2 15000 0.2
2015-02-04 0.2 0.2 0.2 0.2 0 0.2
2015-02-05 0.195 0.195 0.195 0.195 500 0.195
2015-02-06 0.195 0.2 0.17 0.2 41500 0.2
2015-02-09 0.2 0.21 0.2 0.2 63500 0.2
2015-02-10 0.2 0.2 0.2 0.2 0 0.2
2015-02-11 0.2 0.2 0.2 0.2 1000 0.2
2015-02-12 0.185 0.2 0.18 0.2 23500 0.2
2015-02-13 0.2 0.21 0.2 0.21 38000 0.21
2015-02-16 0.21 0.21 0.21 0.21 0 0.21
2015-02-17 0.21 0.21 0.21 0.21 0 0.21
2015-02-18 0.17 0.17 0.17 0.17 500 0.17
2015-02-19 0.19 0.195 0.17 0.17 26500 0.17
2015-02-20 0.15 0.185 0.15 0.18 54500 0.18
2015-02-23 0.18 0.18 0.18 0.18 0 0.18
2015-02-24 0.13 0.185 0.11 0.185 50000 0.185
2015-02-25 0.16 0.16 0.16 0.16 23000 0.16
2015-02-26 0.16 0.16 0.16 0.16 0 0.16
2015-02-27 0.14 0.14 0.14 0.14 1000 0.14
2015-03-02 0.18 0.18 0.14 0.14 45000 0.14
2015-03-03 0.16 0.16 0.16 0.16 20000 0.16
2015-03-04 0.14 0.145 0.12 0.125 37000 0.125
2015-03-05 0.13 0.13 0.13 0.13 8000 0.13
2015-03-06 0.15 0.155 0.15 0.15 16500 0.15
2015-03-09 0.15 0.15 0.15 0.15 1000 0.15
2015-03-10 0.15 0.15 0.12 0.12 106000 0.12
2015-03-11 0.125 0.2 0.12 0.2 183000 0.2
2015-03-12 0.18 0.18 0.18 0.18 1000 0.18
2015-03-13 0.175 0.18 0.13 0.13 5500 0.13
2015-03-16 0.17 0.17 0.13 0.135 10000 0.135
2015-03-17 0.135 0.135 0.135 0.135 0 0.135
2015-03-18 0.15 0.15 0.15 0.15 1000 0.15
2015-03-19 0.14 0.15 0.135 0.15 5000 0.15
2015-03-20 0.14 0.16 0.14 0.16 10000 0.16
2015-03-23 0.135 0.16 0.13 0.16 22500 0.16
2015-03-24 0.16 0.16 0.16 0.16 8000 0.16
2015-03-25 0.16 0.16 0.16 0.16 12500 0.16
2015-03-26 0.15 0.18 0.15 0.15 16000 0.15
2015-03-27 0.17 0.17 0.15 0.15 6000 0.15
2015-03-30 0.155 0.155 0.14 0.14 6000 0.14
2015-03-31 0.155 0.17 0.15 0.17 25000 0.17
2015-04-01 0.17 0.205 0.17 0.205 41000 0.205
2015-04-02 0.19 0.21 0.19 0.21 21000 0.21
2015-04-03 0.21 0.21 0.21 0.21 0 0.21
2015-04-06 0.21 0.21 0.21 0.21 0 0.21
2015-04-07 0.17 0.2 0.17 0.2 10000 0.2
2015-04-08 0.15 0.18 0.15 0.18 31000 0.18
2015-04-09 0.19 0.19 0.14 0.18 109500 0.18
2015-04-10 0.135 0.17 0.135 0.17 6000 0.17
2015-04-13 0.16 0.16 0.16 0.16 23500 0.16
2015-04-14 0.175 0.195 0.175 0.19 50500 0.19
2015-04-15 0.21 0.23 0.21 0.23 269500 0.23
2015-04-16 0.28 0.4 0.28 0.33 897500 0.33
2015-04-17 0.33 0.33 0.295 0.295 107500 0.295
2015-04-20 0.315 0.335 0.305 0.33 190000 0.33
2015-04-21 0.4 0.4 0.375 0.38 337500 0.38
2015-04-22 0.39 0.39 0.36 0.36 47500 0.36
2015-04-23 0.36 0.36 0.34 0.34 81000 0.34
2015-04-24 0.34 0.35 0.335 0.335 67500 0.335
2015-04-27 0.335 0.335 0.255 0.255 117000 0.255
2015-04-28 0.32 0.325 0.32 0.325 1500 0.325
2015-04-29 0.31 0.35 0.3 0.32 92500 0.32
2015-04-30 0.32 0.32 0.29 0.29 31000 0.29
2015-05-01 0.3 0.34 0.245 0.245 22500 0.245
2015-05-04 0.3 0.32 0.3 0.31 71000 0.31
2015-05-05 0.325 0.325 0.325 0.325 10000 0.325
2015-05-06 0.325 0.33 0.3 0.3 27000 0.3
2015-05-07 0.325 0.325 0.3 0.3 182000 0.3
2015-05-08 0.3 0.31 0.3 0.31 36500 0.31
2015-05-11 0.3 0.3 0.3 0.3 253000 0.3
2015-05-12 0.3 0.3 0.3 0.3 11000 0.3
2015-05-13 0.35 0.35 0.3 0.3 6500 0.3
2015-05-14 0.3 0.3 0.3 0.3 1500 0.3
2015-05-15 0.35 0.385 0.35 0.385 2500 0.385
2015-05-18 0.385 0.385 0.385 0.385 0 0.385
2015-05-19 0.34 0.34 0.34 0.34 4000 0.34
2015-05-20 0.325 0.365 0.325 0.365 41500 0.365
2015-05-21 0.34 0.35 0.34 0.35 7000 0.35
2015-05-22 0.35 0.39 0.34 0.39 9500 0.39
2015-05-25 0.39 0.39 0.39 0.39 0 0.39
2015-05-26 0.39 0.395 0.35 0.35 86000 0.35
2015-05-27 0.35 0.35 0.35 0.35 0 0.35
2015-05-28 0.35 0.35 0.35 0.35 0 0.35
2015-05-29 0.385 0.385 0.385 0.385 500 0.385
2015-06-01 0.385 0.385 0.385 0.385 0 0.385
2015-06-02 0.35 0.35 0.33 0.33 49000 0.33
2015-06-03 0.325 0.325 0.315 0.315 35000 0.315
2015-06-04 0.35 0.35 0.35 0.35 4500 0.35
2015-06-05 0.35 0.36 0.35 0.36 2500 0.36
2015-06-08 0.35 0.385 0.35 0.35 83000 0.35
2015-06-09 0.35 0.37 0.35 0.37 23000 0.37
2015-06-10 0.395 0.395 0.36 0.375 61000 0.375
2015-06-11 0.375 0.39 0.375 0.38 54000 0.38
2015-06-12 0.39 0.4 0.39 0.4 26000 0.4
2015-06-15 0.385 0.4 0.38 0.38 50500 0.38
2015-06-16 0.4 0.4 0.4 0.4 5000 0.4
2015-06-17 0.395 0.395 0.395 0.395 11500 0.395
2015-06-18 0.4 0.4 0.4 0.4 2000 0.4
2015-06-19 0.4 0.45 0.4 0.45 31500 0.45
2015-06-22 0.455 0.455 0.42 0.45 45000 0.45
2015-06-23 0.45 0.45 0.45 0.45 5000 0.45
2015-06-24 0.43 0.455 0.43 0.455 17000 0.455
2015-06-25 0.455 0.455 0.455 0.455 23500 0.455
2015-06-26 0.43 0.48 0.43 0.48 11000 0.48
2015-06-29 0.48 0.48 0.48 0.48 21500 0.48
2015-06-30 0.48 0.48 0.48 0.48 0 0.48
2015-07-01 0.48 0.48 0.48 0.48 0 0.48
2015-07-02 0.43 0.47 0.43 0.47 2500 0.47
2015-07-03 0.44 0.485 0.44 0.485 23500 0.485
2015-07-06 0.45 0.45 0.44 0.45 27000 0.45
2015-07-07 0.45 0.47 0.45 0.47 5000 0.47
2015-07-08 0.47 0.47 0.4 0.4 12000 0.4
2015-07-09 0.4 0.4 0.36 0.36 36000 0.36
2015-07-10 0.38 0.39 0.38 0.39 36000 0.39
2015-07-13 0.39 0.39 0.39 0.39 0 0.39
2015-07-14 0.4 0.4 0.35 0.395 14000 0.395
2015-07-15 0.35 0.35 0.23 0.23 36500 0.23
2015-07-16 0.25 0.25 0.24 0.24 25000 0.24
2015-07-17 0.25 0.29 0.25 0.25 25000 0.25
2015-07-20 0.28 0.28 0.28 0.28 2000 0.28
2015-07-21 0.28 0.28 0.28 0.28 0 0.28
2015-07-22 0.25 0.25 0.25 0.25 5000 0.25
2015-07-23 0.2 0.2 0.18 0.2 40000 0.2
2015-07-24 0.2 0.2 0.2 0.2 0 0.2
2015-07-27 0.2 0.2 0.2 0.2 0 0.2
2015-07-28 0.2 0.2 0.2 0.2 0 0.2
2015-07-29 0.22 0.22 0.18 0.18 5500 0.18
2015-07-30 0.21 0.21 0.21 0.21 1000 0.21
2015-07-31 0.25 0.25 0.16 0.175 86500 0.175
2015-08-03 0.175 0.175 0.175 0.175 0 0.175
2015-08-04 0.175 0.175 0.175 0.175 0 0.175
2015-08-05 0.18 0.18 0.14 0.145 35000 0.145
2015-08-06 0.155 0.155 0.155 0.155 20000 0.155
2015-08-07 0.15 0.15 0.13 0.13 42000 0.13
2015-08-10 0.135 0.135 0.135 0.135 25000 0.135
2015-08-11 0.15 0.15 0.145 0.145 40500 0.145
2015-08-12 0.17 0.17 0.14 0.14 33500 0.14
2015-08-13 0.14 0.14 0.14 0.14 0 0.14
2015-08-14 0.14 0.14 0.14 0.14 20000 0.14
2015-08-17 0.16 0.175 0.15 0.15 27000 0.15
2015-08-18 0.14 0.14 0.14 0.14 1000 0.14
2015-08-19 0.14 0.14 0.14 0.14 25000 0.14
2015-08-20 0.12 0.12 0.12 0.12 16000 0.12
2015-08-21 0.12 0.12 0.12 0.12 45000 0.12
2015-08-24 0.1 0.1 0.09 0.09 68000 0.09
2015-08-25 0.1 0.1 0.1 0.1 84500 0.1
2015-08-26 0.105 0.13 0.1 0.13 156000 0.13
2015-08-27 0.12 0.12 0.12 0.12 20000 0.12
2015-08-28 0.12 0.12 0.12 0.12 0 0.12
2015-08-31 0.105 0.105 0.09 0.1 205000 0.1
2015-09-01 0.1 0.1 0.1 0.1 0 0.1
2015-09-02 0.1 0.1 0.1 0.1 72500 0.1
2015-09-03 0.1 0.1 0.08 0.095 107000 0.095
2015-09-04 0.095 0.095 0.095 0.095 0 0.095
2015-09-07 0.095 0.095 0.095 0.095 0 0.095
2015-09-08 0.1 0.11 0.1 0.11 172000 0.11
2015-09-09 0.1 0.12 0.1 0.12 12500 0.12
2015-09-10 0.12 0.12 0.12 0.12 2000 0.12
2015-09-11 0.105 0.11 0.1 0.1 896500 0.1
2015-09-14 0.105 0.12 0.1 0.12 332000 0.12
2015-09-15 0.14 0.15 0.135 0.15 160000 0.15
2015-09-16 0.14 0.15 0.13 0.13 110500 0.13
2015-09-17 0.13 0.17 0.13 0.17 64500 0.17
2015-09-18 0.17 0.18 0.17 0.175 80000 0.175
2015-09-21 0.175 0.175 0.175 0.175 5000 0.175
2015-09-22 0.175 0.19 0.175 0.19 39500 0.19
2015-09-23 0.24 0.27 0.225 0.23 661000 0.23
2015-09-24 0.245 0.245 0.215 0.215 9000 0.215
2015-09-25 0.215 0.225 0.2 0.2 132000 0.2
2015-09-28 0.2 0.2 0.2 0.2 0 0.2
2015-09-29 0.205 0.205 0.205 0.205 5500 0.205
2015-09-30 0.2 0.2 0.2 0.2 5500 0.2
2015-10-01 0.185 0.185 0.185 0.185 12000 0.185
2015-10-02 0.185 0.185 0.155 0.155 34000 0.155
2015-10-05 0.18 0.205 0.18 0.18 98500 0.18
2015-10-06 0.2 0.2 0.195 0.195 11000 0.195
2015-10-07 0.17 0.195 0.17 0.195 2500 0.195
2015-10-08 0.195 0.195 0.195 0.195 0 0.195
2015-10-09 0.195 0.195 0.195 0.195 0 0.195
2015-10-12 0.195 0.195 0.195 0.195 0 0.195
2015-10-13 0.17 0.185 0.15 0.15 68500 0.15
2015-10-14 0.15 0.15 0.15 0.15 16000 0.15
2015-10-15 0.15 0.15 0.15 0.15 10000 0.15
2015-10-16 0.15 0.15 0.14 0.15 59000 0.15
2015-10-19 0.15 0.15 0.15 0.15 9000 0.15
2015-10-20 0.15 0.15 0.15 0.15 11500 0.15
2015-10-21 0.15 0.15 0.15 0.15 3500 0.15
2015-10-22 0.15 0.22 0.15 0.2 207000 0.2
2015-10-23 0.19 0.19 0.19 0.19 50000 0.19
2015-10-26 0.19 0.19 0.16 0.16 31000 0.16
2015-10-27 0.16 0.18 0.15 0.15 32000 0.15
2015-10-28 0.15 0.15 0.14 0.14 43000 0.14
2015-10-29 0.16 0.16 0.14 0.14 44000 0.14
2015-10-30 0.13 0.15 0.125 0.125 103000 0.125
