"Index" "VP.Open" "VP.High" "VP.Low" "VP.Close" "VP.Volume" "VP.Adjusted"
2013-04-30 0.05 0.05 0.05 0.05 0 0.05
2013-05-01 0.05 0.05 0.05 0.05 0 0.05
2013-05-02 0.05 0.05 0.05 0.05 0 0.05
2013-05-03 0.05 0.05 0.05 0.05 0 0.05
2013-05-06 0.05 0.05 0.05 0.05 0 0.05
2013-05-07 0.05 0.05 0.05 0.05 0 0.05
2013-05-08 0.05 0.05 0.05 0.05 0 0.05
2013-05-09 0.05 0.05 0.05 0.05 0 0.05
2013-05-10 0.05 0.05 0.05 0.05 0 0.05
2013-05-13 0.05 0.05 0.05 0.05 0 0.05
2013-05-14 0.05 0.05 0.05 0.05 0 0.05
2013-05-15 0.05 0.05 0.05 0.05 0 0.05
2013-05-16 0.05 0.05 0.05 0.05 0 0.05
2013-05-17 0.05 0.05 0.05 0.05 0 0.05
2013-05-20 0.05 0.05 0.05 0.05 0 0.05
2013-05-21 0.05 0.05 0.05 0.05 0 0.05
2013-05-22 0.05 0.05 0.05 0.05 0 0.05
2013-05-23 0.05 0.05 0.05 0.05 0 0.05
2013-05-24 0.05 0.05 0.05 0.05 0 0.05
2013-05-27 0.05 0.05 0.05 0.05 0 0.05
2013-05-28 0.05 0.05 0.05 0.05 0 0.05
2013-05-29 0.05 0.05 0.05 0.05 0 0.05
2013-05-30 0.05 0.05 0.05 0.05 0 0.05
2013-05-31 0.05 0.05 0.05 0.05 0 0.05
2013-06-03 0.05 0.05 0.05 0.05 0 0.05
2013-06-04 0.05 0.05 0.05 0.05 0 0.05
2013-06-05 0.05 0.05 0.05 0.05 0 0.05
2013-06-06 0.05 0.05 0.05 0.05 0 0.05
2013-06-07 0.05 0.05 0.05 0.05 0 0.05
2013-06-10 0.05 0.05 0.05 0.05 0 0.05
2013-06-11 0.05 0.05 0.05 0.05 0 0.05
2013-06-12 0.05 0.05 0.05 0.05 0 0.05
2013-06-13 0.05 0.05 0.05 0.05 0 0.05
2013-06-14 0.05 0.05 0.05 0.05 0 0.05
2013-06-17 0.05 0.05 0.05 0.05 0 0.05
2013-06-18 0.05 0.05 0.05 0.05 0 0.05
2013-06-19 0.05 0.05 0.05 0.05 0 0.05
2013-06-20 0.05 0.05 0.05 0.05 0 0.05
2013-06-21 0.05 0.05 0.05 0.05 0 0.05
2013-06-24 0.05 0.05 0.05 0.05 0 0.05
2013-06-25 0.05 0.05 0.05 0.05 0 0.05
2013-06-26 0.05 0.05 0.05 0.05 0 0.05
2013-06-27 0.05 0.05 0.05 0.05 0 0.05
2013-06-28 0.05 0.05 0.05 0.05 0 0.05
2013-07-01 0.05 0.05 0.05 0.05 0 0.05
2013-07-02 0.05 0.05 0.05 0.05 0 0.05
2013-07-03 0.05 0.05 0.05 0.05 0 0.05
2013-07-04 0.05 0.05 0.05 0.05 0 0.05
2013-07-05 0.05 0.05 0.05 0.05 0 0.05
2013-07-08 0.05 0.05 0.05 0.05 0 0.05
2013-07-09 0.05 0.05 0.05 0.05 0 0.05
2013-07-10 0.05 0.05 0.05 0.05 0 0.05
2013-07-11 0.05 0.05 0.05 0.05 0 0.05
2013-07-12 0.05 0.05 0.05 0.05 0 0.05
2013-07-15 0.05 0.05 0.05 0.05 0 0.05
2013-07-16 0.05 0.05 0.05 0.05 0 0.05
2013-07-17 0.05 0.05 0.05 0.05 0 0.05
2013-07-18 0.05 0.05 0.05 0.05 0 0.05
2013-07-19 0.05 0.05 0.05 0.05 0 0.05
2013-07-22 0.05 0.05 0.05 0.05 0 0.05
2013-07-23 0.05 0.05 0.05 0.05 0 0.05
2013-07-24 0.05 0.05 0.05 0.05 0 0.05
2013-07-25 0.05 0.05 0.05 0.05 0 0.05
2013-07-26 0.05 0.05 0.05 0.05 0 0.05
2013-07-29 0.05 0.05 0.05 0.05 0 0.05
2013-07-30 0.05 0.05 0.05 0.05 0 0.05
2013-07-31 0.05 0.05 0.05 0.05 0 0.05
2013-08-01 0.05 0.05 0.05 0.05 0 0.05
2013-08-02 0.05 0.05 0.05 0.05 0 0.05
2013-08-05 0.05 0.05 0.05 0.05 0 0.05
2013-08-06 0.05 0.05 0.05 0.05 0 0.05
2013-08-07 0.05 0.05 0.05 0.05 0 0.05
2013-08-08 0.05 0.05 0.05 0.05 0 0.05
2013-08-09 0.05 0.05 0.05 0.05 0 0.05
2013-08-12 0.05 0.05 0.05 0.05 0 0.05
2013-08-13 0.05 0.05 0.05 0.05 0 0.05
2013-08-14 0.05 0.05 0.05 0.05 0 0.05
2013-08-15 0.05 0.05 0.05 0.05 0 0.05
2013-08-16 0.05 0.05 0.05 0.05 0 0.05
2013-08-19 0.05 0.05 0.05 0.05 0 0.05
2013-08-20 0.05 0.05 0.05 0.05 0 0.05
2013-08-21 0.05 0.05 0.05 0.05 0 0.05
2013-08-22 0.05 0.05 0.05 0.05 0 0.05
2013-08-23 0.05 0.05 0.05 0.05 0 0.05
2013-08-26 0.05 0.05 0.05 0.05 0 0.05
2013-08-27 0.05 0.05 0.05 0.05 0 0.05
2013-08-28 0.05 0.05 0.05 0.05 0 0.05
2013-08-29 0.05 0.05 0.05 0.05 0 0.05
2013-08-30 0.05 0.05 0.05 0.05 0 0.05
2013-09-02 0.05 0.05 0.05 0.05 0 0.05
2013-09-03 0.05 0.05 0.05 0.05 0 0.05
2013-09-04 0.05 0.05 0.05 0.05 0 0.05
2013-09-05 0.05 0.05 0.05 0.05 0 0.05
2013-09-06 0.05 0.05 0.05 0.05 0 0.05
2013-09-09 0.05 0.05 0.05 0.05 0 0.05
2013-09-10 0.05 0.05 0.05 0.05 0 0.05
2013-09-11 0.05 0.05 0.05 0.05 0 0.05
2013-09-12 0.05 0.05 0.05 0.05 0 0.05
2013-09-13 0.05 0.05 0.05 0.05 0 0.05
2013-09-16 0.05 0.05 0.05 0.05 0 0.05
2013-09-17 0.05 0.05 0.05 0.05 0 0.05
2013-09-18 0.05 0.05 0.05 0.05 0 0.05
2013-09-19 0.05 0.05 0.05 0.05 0 0.05
2013-09-20 0.05 0.05 0.05 0.05 0 0.05
2013-09-23 0.05 0.05 0.05 0.05 0 0.05
2013-09-24 0.05 0.05 0.05 0.05 0 0.05
2013-09-25 0.05 0.05 0.05 0.05 0 0.05
2013-09-26 0.05 0.05 0.05 0.05 0 0.05
2013-09-27 0.05 0.05 0.05 0.05 0 0.05
2013-09-30 0.05 0.05 0.05 0.05 0 0.05
2013-10-01 0.05 0.05 0.05 0.05 0 0.05
2013-10-02 0.05 0.05 0.05 0.05 0 0.05
2013-10-03 0.05 0.05 0.05 0.05 0 0.05
2013-10-04 0.05 0.05 0.05 0.05 0 0.05
2013-10-07 0.05 0.05 0.05 0.05 0 0.05
2013-10-08 0.05 0.05 0.05 0.05 0 0.05
2013-10-09 0.05 0.05 0.05 0.05 0 0.05
2013-10-10 0.05 0.05 0.05 0.05 0 0.05
2013-10-11 0.05 0.05 0.05 0.05 0 0.05
2013-10-14 0.05 0.05 0.05 0.05 0 0.05
2013-10-15 0.05 0.05 0.05 0.05 0 0.05
2013-10-16 0.05 0.05 0.05 0.05 0 0.05
2013-10-17 0.05 0.05 0.05 0.05 0 0.05
2013-10-18 0.05 0.05 0.05 0.05 0 0.05
2013-10-21 0.05 0.05 0.05 0.05 0 0.05
2013-10-22 0.05 0.05 0.05 0.05 0 0.05
2013-10-23 0.05 0.05 0.05 0.05 0 0.05
2013-10-24 0.05 0.05 0.05 0.05 0 0.05
2013-10-25 0.05 0.05 0.05 0.05 0 0.05
2013-10-28 0.05 0.05 0.05 0.05 0 0.05
2013-10-29 0.05 0.05 0.05 0.05 0 0.05
2013-10-30 0.05 0.05 0.05 0.05 0 0.05
2013-10-31 0.05 0.05 0.05 0.05 0 0.05
2013-11-01 0.05 0.05 0.05 0.05 0 0.05
2013-11-04 0.05 0.05 0.05 0.05 0 0.05
2013-11-05 0.05 0.05 0.05 0.05 0 0.05
2013-11-06 0.05 0.05 0.05 0.05 0 0.05
2013-11-07 0.05 0.05 0.05 0.05 0 0.05
2013-11-08 0.05 0.05 0.05 0.05 0 0.05
2013-11-11 0.05 0.05 0.05 0.05 0 0.05
2013-11-12 0.05 0.05 0.05 0.05 0 0.05
2013-11-13 0.05 0.05 0.05 0.05 0 0.05
2013-11-14 0.05 0.05 0.05 0.05 0 0.05
2013-11-15 0.05 0.05 0.05 0.05 0 0.05
2013-11-18 0.05 0.05 0.05 0.05 0 0.05
2013-11-19 0.05 0.05 0.05 0.05 0 0.05
2013-11-20 0.05 0.05 0.05 0.05 0 0.05
2013-11-21 0.05 0.05 0.05 0.05 0 0.05
2013-11-22 0.05 0.05 0.05 0.05 0 0.05
2013-11-25 0.05 0.05 0.05 0.05 0 0.05
2013-11-26 0.05 0.05 0.05 0.05 0 0.05
2013-11-27 0.05 0.05 0.05 0.05 0 0.05
2013-11-28 0.05 0.05 0.05 0.05 0 0.05
2013-11-29 0.05 0.05 0.05 0.05 0 0.05
2013-12-02 0.05 0.05 0.05 0.05 0 0.05
2013-12-03 0.05 0.05 0.05 0.05 0 0.05
2013-12-04 0.05 0.05 0.05 0.05 0 0.05
2013-12-05 0.05 0.05 0.05 0.05 0 0.05
2013-12-06 0.05 0.05 0.05 0.05 0 0.05
2013-12-09 0.05 0.05 0.05 0.05 0 0.05
2013-12-10 0.05 0.05 0.05 0.05 0 0.05
2013-12-11 0.05 0.05 0.05 0.05 0 0.05
2013-12-12 0.05 0.05 0.05 0.05 0 0.05
2013-12-13 0.05 0.05 0.05 0.05 0 0.05
2013-12-16 0.05 0.05 0.05 0.05 0 0.05
2013-12-17 0.05 0.05 0.05 0.05 0 0.05
2013-12-18 0.05 0.05 0.05 0.05 0 0.05
2013-12-19 0.05 0.05 0.05 0.05 0 0.05
2013-12-20 0.05 0.05 0.05 0.05 0 0.05
2013-12-23 0.05 0.05 0.05 0.05 0 0.05
2013-12-24 0.05 0.05 0.05 0.05 0 0.05
2013-12-25 0.05 0.05 0.05 0.05 0 0.05
2013-12-26 0.05 0.05 0.05 0.05 0 0.05
2013-12-27 0.05 0.05 0.05 0.05 0 0.05
2013-12-30 0.05 0.05 0.05 0.05 0 0.05
2013-12-31 0.05 0.05 0.05 0.05 0 0.05
2014-01-01 0.05 0.05 0.05 0.05 0 0.05
2014-01-02 0.05 0.05 0.05 0.05 0 0.05
2014-01-03 0.05 0.05 0.05 0.05 0 0.05
2014-01-06 0.05 0.05 0.05 0.05 0 0.05
2014-01-07 0.05 0.05 0.05 0.05 0 0.05
2014-01-08 0.05 0.05 0.05 0.05 0 0.05
2014-01-09 0.05 0.05 0.05 0.05 0 0.05
2014-01-10 0.05 0.05 0.05 0.05 0 0.05
2014-01-13 0.05 0.05 0.05 0.05 0 0.05
2014-01-14 0.05 0.05 0.05 0.05 0 0.05
2014-01-15 0.05 0.05 0.05 0.05 0 0.05
2014-01-16 0.05 0.05 0.05 0.05 0 0.05
2014-01-17 0.05 0.05 0.05 0.05 0 0.05
2014-01-20 0.05 0.05 0.05 0.05 0 0.05
2014-01-21 0.05 0.05 0.05 0.05 0 0.05
2014-01-22 0.05 0.05 0.05 0.05 0 0.05
2014-01-23 0.05 0.05 0.05 0.05 0 0.05
2014-01-24 0.05 0.05 0.05 0.05 0 0.05
2014-01-27 0.05 0.05 0.05 0.05 0 0.05
2014-01-28 0.05 0.05 0.05 0.05 0 0.05
2014-01-29 0.05 0.05 0.05 0.05 0 0.05
2014-01-30 0.05 0.05 0.05 0.05 0 0.05
2014-01-31 0.05 0.05 0.05 0.05 0 0.05
2014-02-03 0.05 0.05 0.05 0.05 0 0.05
2014-02-04 0.05 0.05 0.05 0.05 0 0.05
2014-02-05 0.05 0.05 0.05 0.05 0 0.05
2014-02-06 0.05 0.05 0.05 0.05 0 0.05
2014-02-07 0.05 0.05 0.05 0.05 0 0.05
2014-02-10 0.05 0.05 0.05 0.05 0 0.05
2014-02-11 0.05 0.05 0.05 0.05 0 0.05
2014-02-12 0.05 0.05 0.05 0.05 0 0.05
2014-02-13 0.05 0.05 0.05 0.05 0 0.05
2014-02-14 0.05 0.05 0.05 0.05 0 0.05
2014-02-17 0.05 0.05 0.05 0.05 0 0.05
2014-02-18 0.05 0.05 0.05 0.05 0 0.05
2014-02-19 0.05 0.05 0.05 0.05 0 0.05
2014-02-20 0.05 0.05 0.05 0.05 0 0.05
2014-02-21 0.05 0.05 0.05 0.05 0 0.05
2014-02-24 0.05 0.05 0.05 0.05 0 0.05
2014-02-25 0.05 0.05 0.05 0.05 0 0.05
2014-02-26 0.05 0.05 0.05 0.05 0 0.05
2014-02-27 0.05 0.05 0.05 0.05 0 0.05
2014-02-28 0.05 0.05 0.05 0.05 0 0.05
2014-03-03 0.05 0.05 0.05 0.05 0 0.05
2014-03-04 0.05 0.05 0.05 0.05 0 0.05
2014-03-05 0.05 0.05 0.05 0.05 0 0.05
2014-03-06 0.05 0.05 0.05 0.05 0 0.05
2014-03-07 0.05 0.05 0.05 0.05 0 0.05
2014-03-10 0.05 0.05 0.05 0.05 0 0.05
2014-03-11 0.05 0.05 0.05 0.05 0 0.05
2014-03-12 0.05 0.05 0.05 0.05 0 0.05
2014-03-13 0.05 0.05 0.05 0.05 0 0.05
2014-03-14 0.05 0.05 0.05 0.05 0 0.05
2014-03-17 0.05 0.05 0.05 0.05 0 0.05
2014-03-18 0.05 0.05 0.05 0.05 0 0.05
2014-03-19 0.05 0.05 0.05 0.05 0 0.05
2014-03-20 0.05 0.05 0.05 0.05 0 0.05
2014-03-21 0.05 0.05 0.05 0.05 0 0.05
2014-03-24 0.05 0.05 0.05 0.05 0 0.05
2014-03-25 0.05 0.05 0.05 0.05 0 0.05
2014-03-26 0.05 0.05 0.05 0.05 0 0.05
2014-03-27 0.05 0.05 0.05 0.05 0 0.05
2014-03-28 0.225 0.3 0.225 0.3 93000 0.3
2014-03-31 0.22 0.345 0.22 0.345 4300 0.345
2014-04-01 0.345 0.345 0.345 0.345 0 0.345
2014-04-02 0.345 0.345 0.345 0.345 0 0.345
2014-04-03 0.35 0.42 0.35 0.42 25000 0.42
2014-04-04 0.25 0.42 0.25 0.42 50000 0.42
2014-04-07 0.42 0.42 0.42 0.42 0 0.42
2014-04-08 0.42 0.42 0.42 0.42 0 0.42
2014-04-09 0.46 0.5 0.46 0.49 10000 0.49
2014-04-10 0.44 0.44 0.44 0.44 15000 0.44
2014-04-11 0.44 0.44 0.44 0.44 500 0.44
2014-04-14 0.44 0.44 0.44 0.44 0 0.44
2014-04-15 0.44 0.44 0.44 0.44 0 0.44
2014-04-16 0.44 0.44 0.44 0.44 0 0.44
2014-04-17 0.44 0.44 0.44 0.44 0 0.44
2014-04-18 0.44 0.44 0.44 0.44 0 0.44
2014-04-21 0.44 0.44 0.44 0.44 0 0.44
2014-04-22 0.44 0.44 0.44 0.44 0 0.44
2014-04-23 0.44 0.44 0.44 0.44 0 0.44
2014-04-24 0.45 0.5 0.45 0.5 40000 0.5
2014-04-25 0.5 0.5 0.47 0.47 17500 0.47
2014-04-28 0.45 0.47 0.45 0.47 27000 0.47
2014-04-29 0.47 0.48 0.47 0.48 12500 0.48
2014-04-30 0.48 0.48 0.48 0.48 2500 0.48
2014-05-01 0.48 0.48 0.48 0.48 0 0.48
2014-05-02 0.48 0.48 0.48 0.48 0 0.48
2014-05-05 0.48 0.48 0.48 0.48 0 0.48
2014-05-06 0.5 0.5 0.5 0.5 7500 0.5
2014-05-07 0.5 0.5 0.5 0.5 0 0.5
2014-05-08 0.5 0.5 0.5 0.5 0 0.5
2014-05-09 0.5 0.5 0.5 0.5 0 0.5
2014-05-12 0.45 0.45 0.45 0.45 7000 0.45
2014-05-13 0.25 0.45 0.25 0.45 74000 0.45
2014-05-14 0.43 0.45 0.43 0.45 3000 0.45
2014-05-15 0.45 0.45 0.45 0.45 8200 0.45
2014-05-16 0.45 0.45 0.45 0.45 0 0.45
2014-05-19 0.45 0.45 0.45 0.45 0 0.45
2014-05-20 0.45 0.45 0.45 0.45 8200 0.45
2014-05-21 0.45 0.45 0.45 0.45 11200 0.45
2014-05-22 0.45 0.45 0.45 0.45 11200 0.45
2014-05-23 0.45 0.45 0.45 0.45 0 0.45
2014-05-26 0.4 0.4 0.4 0.4 12500 0.4
2014-05-27 0.4 0.4 0.4 0.4 0 0.4
2014-05-28 0.4 0.4 0.4 0.4 2500 0.4
2014-05-29 0.4 0.4 0.4 0.4 0 0.4
2014-05-30 0.4 0.4 0.4 0.4 0 0.4
2014-06-02 0.45 0.45 0.45 0.45 12400 0.45
2014-06-03 0.45 0.45 0.45 0.45 0 0.45
2014-06-04 0.45 0.45 0.45 0.45 0 0.45
2014-06-05 0.45 0.45 0.45 0.45 4000 0.45
2014-06-06 0.45 0.45 0.45 0.45 0 0.45
2014-06-09 0.45 0.45 0.45 0.45 0 0.45
2014-06-10 0.45 0.45 0.45 0.45 0 0.45
2014-06-11 0.45 0.45 0.45 0.45 0 0.45
2014-06-12 0.45 0.45 0.45 0.45 0 0.45
2014-06-13 0.45 0.45 0.45 0.45 0 0.45
2014-06-16 0.45 0.45 0.45 0.45 0 0.45
2014-06-17 0.45 0.45 0.45 0.45 0 0.45
2014-06-18 0.45 0.45 0.45 0.45 0 0.45
2014-06-19 0.4 0.4 0.4 0.4 1000 0.4
2014-06-20 0.4 0.4 0.4 0.4 0 0.4
2014-06-23 0.4 0.4 0.4 0.4 0 0.4
2014-06-24 0.4 0.4 0.4 0.4 0 0.4
2014-06-25 0.4 0.4 0.4 0.4 0 0.4
2014-06-26 0.4 0.4 0.4 0.4 0 0.4
2014-06-27 0.4 0.4 0.4 0.4 0 0.4
2014-06-30 0.48 0.48 0.4 0.4 9500 0.4
2014-07-01 0.4 0.4 0.4 0.4 0 0.4
2014-07-02 0.4 0.4 0.4 0.4 10000 0.4
2014-07-03 0.4 0.4 0.4 0.4 5000 0.4
2014-07-04 0.45 0.45 0.45 0.45 10000 0.45
2014-07-07 0.41 0.45 0.41 0.45 6000 0.45
2014-07-08 0.45 0.45 0.45 0.45 0 0.45
2014-07-09 0.45 0.45 0.45 0.45 0 0.45
2014-07-10 0.45 0.45 0.45 0.45 4000 0.45
2014-07-11 0.45 0.45 0.45 0.45 0 0.45
2014-07-14 0.45 0.45 0.45 0.45 47200 0.45
2014-07-15 0.45 0.45 0.45 0.45 4000 0.45
2014-07-16 0.45 0.45 0.41 0.41 19000 0.41
2014-07-17 0.41 0.41 0.41 0.41 0 0.41
2014-07-18 0.41 0.41 0.41 0.41 0 0.41
2014-07-21 0.41 0.41 0.4 0.4 3000 0.4
2014-07-22 0.4 0.4 0.4 0.4 0 0.4
2014-07-23 0.4 0.4 0.4 0.4 0 0.4
2014-07-24 0.4 0.4 0.4 0.4 0 0.4
2014-07-25 0.4 0.4 0.4 0.4 0 0.4
2014-07-28 0.45 0.45 0.45 0.45 4000 0.45
2014-07-29 0.45 0.45 0.45 0.45 0 0.45
2014-07-30 0.45 0.45 0.45 0.45 0 0.45
2014-07-31 0.45 0.45 0.45 0.45 0 0.45
2014-08-01 0.45 0.45 0.45 0.45 0 0.45
2014-08-04 0.45 0.45 0.45 0.45 0 0.45
2014-08-05 0.45 0.45 0.45 0.45 0 0.45
2014-08-06 0.45 0.45 0.45 0.45 0 0.45
2014-08-07 0.45 0.45 0.45 0.45 0 0.45
2014-08-08 0.45 0.45 0.45 0.45 0 0.45
2014-08-11 0.45 0.45 0.45 0.45 0 0.45
2014-08-12 0.45 0.45 0.45 0.45 0 0.45
2014-08-13 0.385 0.54 0.385 0.42 38700 0.42
2014-08-14 0.39 0.39 0.39 0.39 10000 0.39
2014-08-15 0.39 0.39 0.39 0.39 0 0.39
2014-08-18 0.395 0.395 0.395 0.395 1000 0.395
2014-08-19 0.1 0.4 0.1 0.4 14200 0.4
2014-08-20 0.385 0.39 0.385 0.39 6000 0.39
2014-08-21 0.35 0.39 0.35 0.39 15000 0.39
2014-08-22 0.39 0.39 0.39 0.39 0 0.39
2014-08-25 0.35 0.35 0.3 0.35 8000 0.35
2014-08-26 0.38 0.39 0.38 0.39 62000 0.39
2014-08-27 0.44 0.44 0.42 0.44 66000 0.44
2014-08-28 0.44 0.44 0.43 0.43 19500 0.43
2014-08-29 0.4 0.4 0.4 0.4 15000 0.4
2014-09-01 0.4 0.4 0.4 0.4 0 0.4
2014-09-02 0.43 0.45 0.42 0.45 42000 0.45
2014-09-03 0.46 0.5 0.45 0.45 55000 0.45
2014-09-04 0.44 0.48 0.44 0.47 21700 0.47
2014-09-05 0.55 0.55 0.47 0.53 68500 0.53
2014-09-08 0.55 0.6 0.53 0.58 152500 0.58
2014-09-09 0.58 0.65 0.58 0.62 88200 0.62
2014-09-10 0.6 0.63 0.58 0.62 109500 0.62
2014-09-11 0.59 0.61 0.59 0.61 23000 0.61
2014-09-12 0.58 0.59 0.58 0.59 16000 0.59
2014-09-15 0.6 0.6 0.6 0.6 2500 0.6
2014-09-16 0.57 0.58 0.55 0.58 43000 0.58
2014-09-17 0.58 0.58 0.53 0.55 57000 0.55
2014-09-18 0.49 0.53 0.49 0.53 7000 0.53
2014-09-19 0.55 0.55 0.5 0.53 50000 0.53
2014-09-22 0.53 0.53 0.53 0.53 0 0.53
2014-09-23 0.51 0.52 0.48 0.52 7000 0.52
2014-09-24 0.52 0.52 0.52 0.52 0 0.52
2014-09-25 0.5 0.5 0.5 0.5 1500 0.5
2014-09-26 0.5 0.5 0.5 0.5 8500 0.5
2014-09-29 0.5 0.5 0.5 0.5 0 0.5
2014-09-30 0.51 0.54 0.5 0.54 32700 0.54
2014-10-01 0.5 0.5 0.5 0.5 500 0.5
2014-10-02 0.5 0.5 0.46 0.5 19000 0.5
2014-10-03 0.5 0.5 0.5 0.5 1000 0.5
2014-10-06 0.45 0.45 0.45 0.45 1000 0.45
2014-10-07 0.45 0.45 0.45 0.45 0 0.45
2014-10-08 0.45 0.45 0.45 0.45 0 0.45
2014-10-09 0.42 0.42 0.34 0.35 63000 0.35
2014-10-10 0.38 0.4 0.38 0.4 6000 0.4
2014-10-13 0.4 0.4 0.4 0.4 0 0.4
2014-10-14 0.42 0.43 0.38 0.38 24500 0.38
2014-10-15 0.35 0.35 0.35 0.35 5000 0.35
2014-10-16 0.35 0.35 0.35 0.35 0 0.35
2014-10-17 0.39 0.39 0.39 0.39 1000 0.39
2014-10-20 0.39 0.39 0.39 0.39 0 0.39
2014-10-21 0.39 0.39 0.39 0.39 0 0.39
2014-10-22 0.39 0.39 0.39 0.39 0 0.39
2014-10-23 0.37 0.4 0.37 0.4 5000 0.4
2014-10-24 0.33 0.34 0.33 0.34 6000 0.34
2014-10-27 0.37 0.4 0.37 0.4 29500 0.4
2014-10-28 0.37 0.4 0.35 0.4 11500 0.4
2014-10-29 0.4 0.4 0.36 0.36 38000 0.36
2014-10-30 0.36 0.38 0.36 0.38 10000 0.38
2014-10-31 0.4 0.4 0.4 0.4 10000 0.4
2014-11-03 0.4 0.4 0.4 0.4 0 0.4
2014-11-04 0.4 0.44 0.4 0.44 53000 0.44
2014-11-05 0.41 0.41 0.41 0.41 9500 0.41
2014-11-06 0.4 0.41 0.4 0.41 7000 0.41
2014-11-07 0.41 0.41 0.36 0.36 17100 0.36
2014-11-10 0.41 0.41 0.41 0.41 500 0.41
2014-11-11 0.41 0.41 0.41 0.41 0 0.41
2014-11-12 0.38 0.38 0.38 0.38 17000 0.38
2014-11-13 0.38 0.405 0.38 0.405 12000 0.405
2014-11-14 0.405 0.405 0.405 0.405 0 0.405
2014-11-17 0.37 0.405 0.37 0.38 42000 0.38
2014-11-18 0.4 0.4 0.4 0.4 10000 0.4
2014-11-19 0.4 0.4 0.4 0.4 0 0.4
2014-11-20 0.395 0.395 0.39 0.39 5000 0.39
2014-11-21 0.37 0.37 0.37 0.37 5000 0.37
2014-11-24 0.37 0.37 0.37 0.37 0 0.37
2014-11-25 0.39 0.39 0.39 0.39 500 0.39
2014-11-26 0.39 0.39 0.39 0.39 0 0.39
2014-11-27 0.36 0.36 0.36 0.36 10000 0.36
2014-11-28 0.37 0.37 0.35 0.365 139500 0.365
2014-12-01 0.35 0.35 0.345 0.345 10000 0.345
2014-12-02 0.35 0.35 0.35 0.35 15000 0.35
2014-12-03 0.32 0.33 0.32 0.32 17000 0.32
2014-12-04 0.315 0.33 0.31 0.31 21000 0.31
2014-12-05 0.3 0.3 0.3 0.3 1000 0.3
2014-12-08 0.31 0.31 0.31 0.31 10000 0.31
2014-12-09 0.33 0.33 0.33 0.33 500 0.33
