"Index" "DEN.Open" "DEN.High" "DEN.Low" "DEN.Close" "DEN.Volume" "DEN.Adjusted"
2013-08-19 25.06 25.06 25.06 25.06 0 25.06
2013-08-20 24.53 24.53 24.53 24.53 0 24.53
2013-08-21 24.295 24.295 24.295 24.295 0 24.295
2013-08-22 24.45 24.45 24.45 24.45 0 24.45
2013-08-23 24.235 24.235 24.235 24.235 0 24.235
2013-08-26 24.555 24.555 24.555 24.555 0 24.555
2013-08-27 24.41 24.41 24.41 24.41 0 24.41
2013-08-28 24.385 24.385 24.385 24.385 0 24.385
2013-08-29 24.505 24.505 24.505 24.505 0 24.505
2013-08-30 24.96 24.96 24.96 24.96 0 24.96
2013-09-02 25.095 25.095 25.095 25.095 0 25.095
2013-09-03 25.625 25.625 25.625 25.625 0 25.625
2013-09-04 25.525 25.525 25.525 25.525 0 25.525
2013-09-05 25.28 25.28 25.28 25.28 0 25.28
2013-09-06 24.585 24.585 24.585 24.585 0 24.585
2013-09-09 26.25 26.25 26.25 26.25 0 26.25
2013-09-10 27.02 27.02 27.02 27.02 0 27.02
2013-09-11 27.135 27.135 27.135 27.135 0 27.135
2013-09-12 27.195 27.195 27.195 27.195 0 27.195
2013-09-13 27.33 27.33 27.33 27.33 0 27.33
2013-09-16 27.44 27.44 27.44 27.44 0 27.44
2013-09-17 27.48 27.48 27.48 27.48 0 27.48
2013-09-18 27.645 27.645 27.645 27.645 0 27.645
2013-09-19 28.31 28.31 28.31 28.31 0 28.31
2013-09-20 28.045 28.045 28.045 28.045 0 28.045
2013-09-23 28.1 28.1 28.1 28.1 0 28.1
2013-09-24 28.135 28.135 28.135 28.135 0 28.135
2013-09-25 27.94 27.94 27.94 27.94 0 27.94
2013-09-26 27.925 27.925 27.925 27.925 0 27.925
2013-09-27 28.415 28.415 28.415 28.415 0 28.415
2013-09-30 27.915 27.915 27.915 27.915 0 27.915
2013-10-01 27.42 27.42 27.42 27.42 0 27.42
2013-10-02 26.795 26.795 26.755 26.755 0 26.755
2013-10-03 26.955 26.955 26.955 26.955 0 26.955
2013-10-04 27.125 27.125 27.125 27.125 0 27.125
2013-10-07 27.095 27.095 27.095 27.095 0 27.095
2013-10-08 26.83 26.83 26.83 26.83 0 26.83
2013-10-09 26.695 26.695 26.695 26.695 0 26.695
2013-10-10 27.36 27.36 27.36 27.36 0 27.36
2013-10-11 27.7 27.7 27.7 27.7 0 27.7
2013-10-14 27.67 27.67 27.67 27.67 0 27.67
2013-10-15 27.74 27.74 27.74 27.74 0 27.74
2013-10-16 27.85 27.85 27.85 27.85 0 27.85
2013-10-17 27.955 27.955 27.955 27.955 0 27.955
2013-10-18 27.635 27.635 27.635 27.635 0 27.635
2013-10-21 27.865 27.865 27.865 27.865 0 27.865
2013-10-22 27.89 27.89 27.89 27.89 0 27.89
2013-10-23 27.72 27.72 27.72 27.72 0 27.72
2013-10-24 27.24 27.24 27.24 27.24 0 27.24
2013-10-25 26.615 26.615 26.615 26.615 0 26.615
2013-10-28 27.33 27.33 27.33 27.33 0 27.33
2013-10-29 27.35 27.35 27.35 27.35 0 27.35
2013-10-30 27.555 27.555 27.555 27.555 0 27.555
2013-10-31 27.095 27.095 27.095 27.095 0 27.095
2013-11-01 27.035 27.035 27.035 27.035 0 27.035
2013-11-04 26.97 26.97 26.97 26.97 0 26.97
2013-11-05 27.345 27.345 27.345 27.345 0 27.345
2013-11-06 27.52 27.52 27.52 27.52 0 27.52
2013-11-07 27.07 27.07 27.07 27.07 0 27.07
2013-11-08 27.325 27.325 27.325 27.325 0 27.325
2013-11-11 27.735 27.735 27.735 27.735 0 27.735
2013-11-12 28.985 28.985 28.985 28.985 0 28.985
2013-11-13 29.31 29.31 29.31 29.31 0 29.31
2013-11-14 29.36 29.36 29.36 29.36 0 29.36
2013-11-15 28.85 28.85 28.85 28.85 0 28.85
2013-11-18 29.525 29.525 29.525 29.525 0 29.525
2013-11-19 29.54 29.54 29.54 29.54 0 29.54
2013-11-20 29.61 29.61 29.61 29.61 0 29.61
