"Index" "NRS.Open" "NRS.High" "NRS.Low" "NRS.Close" "NRS.Volume" "NRS.Adjusted"
2013-06-11 0.518 0.518 0.518 0.518 0 0.518
2013-06-12 0.518 0.518 0.518 0.518 0 0.518
2013-06-13 0.524 0.524 0.524 0.524 0 0.524
2013-06-14 0.519 0.519 0.519 0.519 0 0.519
2013-06-17 0.518 0.518 0.518 0.518 0 0.518
2013-06-18 0.518 0.518 0.518 0.518 0 0.518
2013-06-19 0.519 0.519 0.519 0.519 0 0.519
2013-06-20 0.518 0.518 0.518 0.518 0 0.518
2013-06-21 0.524 0.524 0.524 0.524 0 0.524
2013-06-24 0.518 0.518 0.518 0.518 0 0.518
2013-06-25 0.519 0.519 0.519 0.519 0 0.519
2013-06-26 0.53 0.53 0.53 0.53 0 0.53
2013-06-27 0.53 0.53 0.53 0.53 0 0.53
2013-06-28 0.53 0.53 0.53 0.53 0 0.53
2013-07-01 0.533 0.533 0.533 0.533 0 0.533
2013-07-02 0.523 0.523 0.523 0.523 0 0.523
2013-07-03 0.525 0.525 0.525 0.525 0 0.525
2013-07-04 0.522 0.522 0.522 0.522 0 0.522
2013-07-05 0.523 0.523 0.523 0.523 0 0.523
2013-07-08 0.518 0.518 0.518 0.518 0 0.518
2013-07-09 0.518 0.518 0.518 0.518 0 0.518
2013-07-10 0.519 0.519 0.519 0.519 0 0.519
2013-07-11 0.518 0.518 0.518 0.518 0 0.518
2013-07-12 0.524 0.524 0.524 0.524 0 0.524
2013-07-15 0.521 0.521 0.521 0.521 0 0.521
2013-07-16 0.518 0.518 0.518 0.518 0 0.518
2013-07-17 0.521 0.521 0.521 0.521 0 0.521
2013-07-18 0.521 0.521 0.521 0.521 0 0.521
2013-07-19 0.512 0.512 0.512 0.512 0 0.512
2013-07-22 0.501 0.501 0.501 0.501 0 0.501
2013-07-23 0.5 0.5 0.5 0.5 0 0.5
2013-07-24 0.496 0.496 0.496 0.496 0 0.496
2013-07-25 0.501 0.501 0.501 0.501 0 0.501
2013-07-26 0.502 0.502 0.502 0.502 0 0.502
2013-07-29 0.505 0.505 0.505 0.505 0 0.505
2013-07-30 0.496 0.496 0.496 0.496 0 0.496
2013-07-31 0.494 0.494 0.494 0.494 0 0.494
2013-08-01 0.506 0.506 0.506 0.506 0 0.506
2013-08-02 0.506 0.506 0.506 0.506 0 0.506
2013-08-05 0.509 0.509 0.509 0.509 0 0.509
2013-08-06 0.512 0.512 0.512 0.512 0 0.512
2013-08-07 0.512 0.512 0.512 0.512 0 0.512
2013-08-08 0.507 0.507 0.507 0.507 0 0.507
2013-08-09 0.506 0.506 0.506 0.506 0 0.506
2013-08-12 0.483 0.483 0.483 0.483 0 0.483
2013-08-13 0.493 0.493 0.493 0.493 0 0.493
2013-08-14 0.493 0.493 0.493 0.493 0 0.493
2013-08-15 0.488 0.488 0.488 0.488 0 0.488
2013-08-16 0.477 0.477 0.477 0.477 0 0.477
2013-08-19 0.481 0.481 0.481 0.481 0 0.481
2013-08-20 0.469 0.469 0.469 0.469 0 0.469
2013-08-21 0.471 0.471 0.471 0.471 0 0.471
2013-08-22 0.466 0.466 0.466 0.466 0 0.466
2013-08-23 0.474 0.474 0.474 0.474 0 0.474
2013-08-26 0.469 0.469 0.469 0.469 0 0.469
2013-08-27 0.469 0.469 0.469 0.469 0 0.469
2013-08-28 0.469 0.469 0.469 0.469 0 0.469
2013-08-29 0.469 0.469 0.469 0.469 0 0.469
2013-08-30 0.469 0.469 0.469 0.469 0 0.469
2013-09-02 0.469 0.469 0.469 0.469 0 0.469
2013-09-03 0.454 0.454 0.454 0.454 0 0.454
2013-09-04 0.472 0.472 0.472 0.472 0 0.472
2013-09-05 0.47 0.47 0.47 0.47 0 0.47
2013-09-06 0.47 0.47 0.47 0.47 0 0.47
2013-09-09 0.476 0.476 0.476 0.476 0 0.476
2013-09-10 0.477 0.477 0.477 0.477 0 0.477
2013-09-11 0.476 0.476 0.476 0.476 0 0.476
