"Index" "HH.Open" "HH.High" "HH.Low" "HH.Close" "HH.Volume" "HH.Adjusted"
2013-04-24 0.41 0.43 0.39 0.43 145500 0.43
2013-04-25 0.44 0.44 0.4 0.42 18100 0.42
2013-04-26 0.41 0.42 0.4 0.4 28900 0.4
2013-04-29 0.4 0.42 0.4 0.4 29600 0.4
2013-04-30 0.4 0.43 0.4 0.43 26900 0.43
2013-05-01 0.41 0.43 0.41 0.41 8900 0.41
2013-05-02 0.41 0.52 0.41 0.43 56800 0.43
2013-05-03 0.42 0.44 0.42 0.43 62000 0.43
2013-05-06 0.43 0.44 0.43 0.43 8400 0.43
2013-05-07 0.45 0.45 0.43 0.43 12500 0.43
2013-05-08 0.42 0.43 0.42 0.43 23100 0.43
2013-05-09 0.45 0.45 0.43 0.43 5100 0.43
2013-05-10 0.43 0.43 0.34 0.42 442600 0.42
2013-05-13 0.4 0.43 0.39 0.43 130800 0.43
2013-05-14 0.4 0.41 0.38 0.38 50600 0.38
2013-05-15 0.42 0.42 0.38 0.4 134200 0.4
2013-05-16 0.43 0.43 0.38 0.39 64900 0.39
2013-05-17 0.43 0.43 0.4 0.42 258800 0.42
2013-05-20 0.42 0.43 0.41 0.43 90200 0.43
2013-05-21 0.44 0.44 0.39 0.42 20200 0.42
2013-05-22 0.42 0.44 0.41 0.42 44700 0.42
2013-05-23 0.42 0.44 0.39 0.42 71400 0.42
2013-05-24 0.41 0.43 0.41 0.43 82000 0.43
2013-05-28 0.45 0.45 0.4 0.43 18000 0.43
2013-05-29 0.42 0.43 0.42 0.42 58300 0.42
2013-05-30 0.42 0.44 0.41 0.41 18000 0.41
2013-05-31 0.41 0.42 0.4 0.42 26900 0.42
2013-06-03 0.41 0.43 0.41 0.42 45300 0.42
2013-06-04 0.4 0.44 0.38 0.44 79800 0.44
2013-06-05 0.42 0.43 0.41 0.42 51700 0.42
2013-06-06 0.41 0.43 0.41 0.41 12200 0.41
2013-06-07 0.4 0.43 0.4 0.4 39700 0.4
2013-06-10 0.41 0.43 0.4 0.4 142300 0.4
2013-06-11 0.42 0.42 0.41 0.41 5200 0.41
2013-06-12 0.43 0.43 0.41 0.41 51200 0.41
2013-06-13 0.41 0.43 0.41 0.41 107600 0.41
2013-06-14 0.41 0.42 0.41 0.42 20400 0.42
2013-06-17 0.42 0.42 0.39 0.41 513300 0.41
2013-06-18 0.42 0.42 0.38 0.39 459100 0.39
2013-06-19 0.4 0.4 0.36 0.36 337700 0.36
2013-06-20 0.36 0.38 0.36 0.37 168000 0.37
2013-06-21 0.37 0.4 0.37 0.38 126600 0.38
2013-06-24 0.39 0.4 0.37 0.37 51000 0.37
2013-06-25 0.37 0.39 0.37 0.37 76400 0.37
2013-06-26 0.37 0.39 0.34 0.36 115900 0.36
2013-06-27 0.36 0.38 0.35 0.36 53700 0.36
2013-06-28 0.36 0.36 0.35 0.36 113300 0.36
2013-07-01 0.34 0.36 0.31 0.34 171900 0.34
2013-07-02 0.34 0.34 0.31 0.32 447500 0.32
2013-07-03 0.32 0.35 0.31 0.32 1883400 0.32
2013-07-05 0.33 0.35 0.33 0.34 16000 0.34
2013-07-08 0.32 0.37 0.32 0.34 198900 0.34
2013-07-09 0.35 0.36 0.35 0.36 58600 0.36
2013-07-10 0.36 0.37 0.36 0.37 43200 0.37
2013-07-11 0.37 0.37 0.36 0.36 18400 0.36
2013-07-12 0.37 0.39 0.36 0.39 69900 0.39
2013-07-15 0.4 0.4 0.37 0.37 20400 0.37
2013-07-16 0.37 0.4 0.37 0.37 23400 0.37
2013-07-17 0.39 0.39 0.37 0.38 29700 0.38
2013-07-18 0.38 0.41 0.37 0.4 159100 0.4
2013-07-19 0.41 0.41 0.39 0.4 50900 0.4
2013-07-22 0.4 0.4 0.37 0.38 141800 0.38
2013-07-23 0.37 0.39 0.37 0.38 37800 0.38
2013-07-24 0.38 0.38 0.38 0.38 6400 0.38
2013-07-25 0.37 0.39 0.37 0.37 20200 0.37
2013-07-26 0.38 0.38 0.37 0.37 36200 0.37
2013-07-29 0.37 0.4 0.37 0.4 34400 0.4
2013-07-30 0.4 0.4 0.37 0.38 109200 0.38
2013-07-31 0.4 0.41 0.38 0.38 145800 0.38
2013-08-01 0.4 0.4 0.38 0.38 66100 0.38
2013-08-02 0.37 0.39 0.36 0.38 78400 0.38
2013-08-05 0.36 0.38 0.36 0.38 28400 0.38
2013-08-06 0.39 0.39 0.36 0.36 7600 0.36
2013-08-07 0.39 0.39 0.36 0.37 24100 0.37
2013-08-08 0.36 0.37 0.36 0.36 800 0.36
2013-08-09 0.4 0.4 0.36 0.37 7900 0.37
2013-08-12 0.39 0.4 0.37 0.37 86200 0.37
2013-08-13 0.4 0.4 0.37 0.37 27400 0.37
2013-08-14 0.37 0.38 0.37 0.37 190000 0.37
2013-08-15 0.36 0.49 0.36 0.38 811800 0.38
2013-08-16 0.35 0.39 0.35 0.38 1514500 0.38
2013-08-19 0.4 0.4 0.36 0.38 445500 0.38
2013-08-20 0.37 0.39 0.36 0.37 300400 0.37
2013-08-21 0.38 0.38 0.35 0.36 82700 0.36
2013-08-22 0.38 0.39 0.36 0.37 232600 0.37
2013-08-23 0.37 0.39 0.36 0.39 278400 0.39
2013-08-26 0.4 0.41 0.37 0.38 73800 0.38
2013-08-27 0.34 0.4 0.34 0.4 132100 0.4
