"Index" "ME.Open" "ME.High" "ME.Low" "ME.Close" "ME.Volume" "ME.Adjusted"
2013-06-18 39460 39460 39460 39460 0 39460
2013-06-19 39044.898 39044.898 39044.898 39044.898 0 39044.898
2013-06-20 37517.199 37517.199 37517.199 37517.199 0 37517.199
2013-06-21 38036.5 38036.5 38036.5 38036.5 0 38036.5
2013-06-24 37517.398 37517.398 37517.398 37517.398 0 37517.398
2013-06-25 37901.801 37901.801 37901.801 37901.801 0 37901.801
2013-06-26 38805.301 38805.301 38805.301 38805.301 0 38805.301
2013-06-27 39650.801 39650.801 39650.801 39650.801 0 39650.801
2013-06-28 40623.301 40623.301 40623.301 40623.301 0 40623.301
2013-07-01 41176.801 41176.801 41176.801 41176.801 0 41176.801
2013-07-02 40832.5 40832.5 40832.5 40832.5 0 40832.5
2013-07-03 40828.898 40828.898 40828.898 40828.898 0 40828.898
2013-07-04 41200.398 41200.398 41200.398 41200.398 0 41200.398
2013-07-05 40623.102 40623.102 40623.102 40623.102 0 40623.102
2013-07-08 40071.602 40071.602 40071.602 40071.602 0 40071.602
2013-07-09 40221 40221 40221 40221 0 40221
2013-07-10 39999 39999 39999 39999 0 39999
2013-07-11 40479.801 40479.801 40479.801 40479.801 0 40479.801
2013-07-12 40329.801 40329.801 40329.801 40329.801 0 40329.801
2013-07-15 40322.301 40322.301 40322.301 40322.301 0 40322.301
2013-07-16 39659.5 39659.5 39659.5 39659.5 0 39659.5
2013-07-17 40240.199 40240.199 40240.199 40240.199 0 40240.199
2013-07-18 40245.301 40245.301 40245.301 40245.301 0 40245.301
2013-07-19 39891.699 39891.699 39891.699 39891.699 0 39891.699
2013-07-22 40117.699 40117.699 40117.699 40117.699 0 40117.699
2013-07-23 40790.199 40790.199 40790.199 40790.199 0 40790.199
2013-07-24 40839 40839 40839 40839 0 40839
2013-07-25 40752.102 40752.102 40752.102 40752.102 0 40752.102
2013-07-26 41064.602 41064.602 41064.602 41064.602 0 41064.602
2013-07-29 40341.898 40341.898 40341.898 40341.898 0 40341.898
2013-07-30 40236.602 40236.602 40236.602 40236.602 0 40236.602
2013-07-31 40837.898 40837.898 40837.898 40837.898 0 40837.898
2013-08-01 41863.801 41863.801 41863.801 41863.801 0 41863.801
2013-08-02 42051.602 42051.602 42051.602 42051.602 0 42051.602
2013-08-05 41918.398 41918.398 41918.398 41918.398 0 41918.398
2013-08-06 41914.801 41914.801 41914.801 41914.801 0 41914.801
2013-08-07 42246.5 42246.5 42246.5 42246.5 0 42246.5
2013-08-08 42712.102 42712.102 42712.102 42712.102 0 42712.102
2013-08-09 42648.699 42648.699 42648.699 42648.699 0 42648.699
2013-08-12 42124.801 42124.801 42124.801 42124.801 0 42124.801
2013-08-13 42366.398 42366.398 42366.398 42366.398 0 42366.398
2013-08-14 42430.102 42430.102 42430.102 42430.102 0 42430.102
2013-08-15 42155.301 42155.301 42155.301 42155.301 0 42155.301
2013-08-16 42049.699 42049.699 42049.699 42049.699 0 42049.699
2013-08-19 41484.199 41484.199 41484.199 41484.199 0 41484.199
2013-08-20 41825.398 41825.398 41825.398 41825.398 0 41825.398
2013-08-21 41458.199 41458.199 41458.199 41458.199 0 41458.199
2013-08-22 41007.398 41007.398 41007.398 41007.398 0 41007.398
2013-08-23 40925.102 40925.102 40925.102 40925.102 0 40925.102
2013-08-26 40419.898 40419.898 40419.898 40419.898 0 40419.898
2013-08-27 39656 39656 39656 39656 0 39656
2013-08-28 39248.102 39248.102 39248.102 39248.102 0 39248.102
2013-08-29 39162.5 39162.5 39162.5 39162.5 0 39162.5
2013-08-30 39492.398 39492.398 39492.398 39492.398 0 39492.398
2013-09-02 40129 40129 40129 40129 0 40129
2013-09-03 39541.5 39541.5 39541.5 39541.5 0 39541.5
2013-09-04 39773.5 39773.5 39773.5 39773.5 0 39773.5
2013-09-05 39686.398 39686.398 39686.398 39686.398 0 39686.398
2013-09-06 39915.102 39915.102 39915.102 39915.102 0 39915.102
2013-09-09 40953.898 40953.898 40953.898 40953.898 0 40953.898
2013-09-10 41733 41733 41733 41733 0 41733
2013-09-11 41640.5 41640.5 41640.5 41640.5 0 41640.5
2013-09-12 40785.699 40785.699 40785.699 40785.699 0 40785.699
2013-09-13 41122.5 41122.5 41122.5 41122.5 0 41122.5
2013-09-16 41122.5 41122.5 41122.5 41122.5 0 41122.5
2013-09-17 41137.699 41137.699 41137.699 41137.699 0 41137.699
2013-09-18 41902.199 41902.199 41902.199 41902.199 0 41902.199
2013-09-19 41752.301 41752.301 41752.301 41752.301 0 41752.301
2013-09-20 41226 41226 41226 41226 0 41226
2013-09-23 41314.699 41314.699 41314.699 41314.699 0 41314.699
2013-09-24 41209.898 41209.898 41209.898 41209.898 0 41209.898
2013-09-25 41724 41724 41724 41724 0 41724
2013-09-26 41327.602 41327.602 41327.602 41327.602 0 41327.602
2013-09-27 40903.602 40903.602 40903.602 40903.602 0 40903.602
2013-09-30 40185.199 40185.199 40185.199 40185.199 0 40185.199
2013-10-01 41335.301 41335.301 41335.301 41335.301 0 41335.301
2013-10-02 41300.699 41300.699 41300.699 41300.699 0 41300.699
2013-10-03 40841.102 40841.102 40841.102 40841.102 0 40841.102
2013-10-04 40909.5 40909.5 40909.5 40909.5 0 40909.5
2013-10-07 40451.199 40451.199 40451.199 40451.199 0 40451.199
2013-10-08 39916.801 39916.801 39916.801 39916.801 0 39916.801
2013-10-09 39866.199 39866.199 39866.199 39866.199 0 39866.199
2013-10-10 40489.898 40489.898 40489.898 40489.898 0 40489.898
2013-10-11 40975.398 40975.398 40975.398 40975.398 0 40975.398
2013-10-14 40882.102 40882.102 40882.102 40882.102 0 40882.102
2013-10-15 40218.301 40218.301 40218.301 40218.301 0 40218.301
2013-10-16 40355.301 40355.301 40355.301 40355.301 0 40355.301
2013-10-17 40199.5 40199.5 40199.5 40199.5 0 40199.5
2013-10-18 40412.699 40412.699 40412.699 40412.699 0 40412.699
2013-10-21 40345.801 40345.801 40345.801 40345.801 0 40345.801
2013-10-22 40813.5 40813.5 40813.5 40813.5 0 40813.5
2013-10-23 40552.602 40552.602 40552.602 40552.602 0 40552.602
2013-10-24 40246.699 40246.699 40246.699 40246.699 0 40246.699
2013-10-25 40671.602 40671.602 40671.602 40671.602 0 40671.602
2013-10-28 41125 41125 41125 41125 0 41125
2013-10-29 41284.398 41284.398 41284.398 41284.398 0 41284.398
2013-10-30 41050.102 41050.102 41050.102 41050.102 0 41050.102
2013-10-31 41038.602 41038.602 41038.602 41038.602 0 41038.602
2013-11-01 41079.602 41079.602 41079.602 41079.602 0 41079.602
2013-11-04 41013.699 41013.699 41013.699 41013.699 0 41013.699
2013-11-05 40304.398 40304.398 40304.398 40304.398 0 40304.398
2013-11-06 40280.102 40280.102 40280.102 40280.102 0 40280.102
2013-11-07 40009.898 40009.898 40009.898 40009.898 0 40009.898
2013-11-08 39864.199 39864.199 39864.199 39864.199 0 39864.199
2013-11-11 39686.801 39686.801 39686.801 39686.801 0 39686.801
2013-11-12 39594.602 39594.602 39594.602 39594.602 0 39594.602
2013-11-13 39765.898 39765.898 39765.898 39765.898 0 39765.898
2013-11-14 40306.699 40306.699 40306.699 40306.699 0 40306.699
2013-11-15 41034.102 41034.102 41034.102 41034.102 0 41034.102
2013-11-18 41034.102 41034.102 41034.102 41034.102 0 41034.102
2013-11-19 40643.199 40643.199 40643.199 40643.199 0 40643.199
2013-11-20 40795.602 40795.602 40795.602 40795.602 0 40795.602
2013-11-21 40998.398 40998.398 40998.398 40998.398 0 40998.398
2013-11-22 41199 41199 41199 41199 0 41199
2013-11-25 40948.398 40948.398 40948.398 40948.398 0 40948.398
2013-11-26 41002.699 41002.699 41002.699 41002.699 0 41002.699
2013-11-27 41872.602 41872.602 41872.602 41872.602 0 41872.602
2013-11-28 42160.398 42160.398 42160.398 42160.398 0 42160.398
2013-11-29 42499.102 42499.102 42499.102 42499.102 0 42499.102
2013-12-02 42138.602 42138.602 42138.602 42138.602 0 42138.602
2013-12-03 41876.898 41876.898 41876.898 41876.898 0 41876.898
2013-12-04 42003.602 42003.602 42003.602 42003.602 0 42003.602
2013-12-05 41910.102 41910.102 41910.102 41910.102 0 41910.102
2013-12-06 41925.5 41925.5 41925.5 41925.5 0 41925.5
2013-12-09 42289.199 42289.199 42289.199 42289.199 0 42289.199
2013-12-10 42490.102 42490.102 42490.102 42490.102 0 42490.102
2013-12-11 42304.602 42304.602 42304.602 42304.602 0 42304.602
2013-12-12 42304.602 42304.602 42304.602 42304.602 0 42304.602
2013-12-13 41884.801 41884.801 41884.801 41884.801 0 41884.801
2013-12-16 42054 42054 42054 42054 0 42054
2013-12-17 41758.602 41758.602 41758.602 41758.602 0 41758.602
