"Index" "MQ.Open" "MQ.High" "MQ.Low" "MQ.Close" "MQ.Volume" "MQ.Adjusted"
2014-11-04 0.03 0.03 0.03 0.03 0 0.3
2014-11-05 0.03 0.03 0.03 0.03 0 0.3
2014-11-06 0.025 0.025 0.025 0.025 0 0.25
2014-11-07 0.025 0.025 0.025 0.025 0 0.25
2014-11-10 0.025 0.025 0.025 0.025 600 0.25
2014-11-11 0.03 0.03 0.025 0.025 4200 0.25
2014-11-12 0.025 0.025 0.025 0.025 100 0.25
2014-11-13 0.02 0.02 0.02 0.02 7800 0.2
2014-11-14 0.02 0.025 0.02 0.025 4700 0.25
2014-11-17 0.025 0.025 0.025 0.025 2300 0.25
2014-11-18 0.025 0.025 0.025 0.025 1200 0.25
2014-11-19 0.025 0.025 0.025 0.025 0 0.25
2014-11-20 0.025 0.025 0.02 0.02 52900 0.2
2014-11-21 0.02 0.02 0.02 0.02 5600 0.2
2014-11-24 0.02 0.02 0.02 0.02 0 0.2
2014-11-25 0.02 0.02 0.02 0.02 0 0.2
2014-11-26 0.02 0.02 0.02 0.02 0 0.2
2014-11-27 0.025 0.025 0.025 0.025 5000 0.25
2014-11-28 0.02 0.02 0.02 0.02 700 0.2
2014-12-01 0.02 0.02 0.015 0.015 73500 0.15
2014-12-02 0.015 0.015 0.015 0.015 0 0.15
2014-12-03 0.015 0.015 0.015 0.015 0 0.15
2014-12-04 0.015 0.015 0.015 0.015 0 0.15
2014-12-05 0.015 0.015 0.015 0.015 0 0.15
2014-12-08 0.015 0.015 0.015 0.015 0 0.15
2014-12-09 0.015 0.015 0.015 0.015 0 0.15
2014-12-10 0.015 0.015 0.015 0.015 0 0.15
2014-12-11 0.015 0.015 0.015 0.015 0 0.15
2014-12-12 0.015 0.015 0.015 0.015 0 0.15
2014-12-15 0.015 0.015 0.015 0.015 0 0.15
2014-12-16 0.015 0.015 0.015 0.015 0 0.15
2014-12-17 0.015 0.015 0.015 0.015 0 0.15
2014-12-18 0.015 0.015 0.015 0.015 0 0.15
2014-12-19 0.015 0.015 0.015 0.015 0 0.15
2014-12-22 0.015 0.015 0.015 0.015 0 0.15
2014-12-23 0.015 0.015 0.015 0.015 0 0.15
2014-12-24 0.015 0.015 0.015 0.015 0 0.15
2014-12-25 0.015 0.015 0.015 0.015 0 0.15
2014-12-26 0.015 0.015 0.015 0.015 0 0.15
2014-12-29 0.015 0.015 0.015 0.015 0 0.15
2014-12-30 0.015 0.015 0.015 0.015 0 0.15
2014-12-31 0.015 0.015 0.015 0.015 0 0.15
2015-01-01 0.015 0.015 0.015 0.015 0 0.15
2015-01-02 0.015 0.015 0.015 0.015 0 0.15
2015-01-05 0.015 0.015 0.015 0.015 0 0.15
2015-01-06 0.015 0.015 0.015 0.015 0 0.15
2015-01-07 0.015 0.015 0.015 0.015 0 0.15
2015-01-08 0.015 0.015 0.015 0.015 0 0.15
2015-01-09 0.015 0.015 0.015 0.015 0 0.15
2015-01-12 0.015 0.015 0.015 0.015 0 0.15
2015-01-13 0.015 0.015 0.015 0.015 0 0.15
2015-01-14 0.015 0.015 0.015 0.015 0 0.15
2015-01-15 0.015 0.015 0.015 0.015 0 0.15
2015-01-16 0.015 0.015 0.015 0.015 0 0.15
2015-01-19 0.015 0.015 0.015 0.015 0 0.15
2015-01-20 0.015 0.015 0.015 0.015 0 0.15
2015-01-21 0.015 0.015 0.015 0.015 0 0.15
2015-01-22 0.015 0.015 0.015 0.015 0 0.15
2015-01-23 0.015 0.015 0.015 0.015 0 0.15
2015-01-26 0.015 0.015 0.015 0.015 0 0.15
2015-01-27 0.015 0.015 0.015 0.015 0 0.15
2015-01-28 0.015 0.015 0.015 0.015 0 0.15
2015-01-29 0.015 0.015 0.015 0.015 0 0.15
2015-01-30 0.015 0.015 0.015 0.015 0 0.15
2015-02-02 0.025 0.025 0.025 0.025 311000 0.25
2015-02-03 0.025 0.025 0.025 0.025 12000 0.25
2015-02-04 0.025 0.025 0.025 0.025 66500 0.25
2015-02-05 0.02 0.02 0.02 0.02 2500 0.2
2015-02-06 0.02 0.025 0.02 0.02 297800 0.2
2015-02-09 0.025 0.03 0.025 0.03 80600 0.3
2015-02-10 0.03 0.03 0.03 0.03 0 0.3
2015-02-11 0.03 0.03 0.02 0.025 399500 0.25
2015-02-12 0.03 0.03 0.025 0.03 176100 0.3
2015-02-13 0.03 0.035 0.03 0.03 134500 0.3
2015-02-16 0.03 0.03 0.03 0.03 0 0.3
2015-02-17 0.035 0.035 0.03 0.03 30300 0.3
2015-02-18 0.035 0.035 0.035 0.035 56500 0.35
2015-02-19 0.035 0.07 0.03 0.035 97500 0.35
2015-02-20 0.035 0.1 0.015 0.03 137200 0.3
2015-02-23 0.03 0.03 0.03 0.03 1000 0.3
2015-02-24 0.03 0.03 0.025 0.025 30000 0.25
2015-02-25 0.025 0.025 0.02 0.025 51000 0.25
2015-02-26 0.02 0.025 0.02 0.02 2900 0.2
2015-02-27 0.02 0.025 0.005 0.025 90100 0.25
2015-03-02 0.02 0.02 0.005 0.02 7600 0.2
2015-03-03 0.025 0.025 0.025 0.025 31000 0.25
2015-03-04 0.025 0.025 0.025 0.025 84000 0.25
2015-03-05 0.02 0.025 0.02 0.025 500 0.25
2015-03-06 0.025 0.03 0.025 0.03 15400 0.3
2015-03-09 0.025 0.025 0.005 0.025 28700 0.25
2015-03-10 0.025 0.025 0.02 0.02 38100 0.2
2015-03-11 0.02 0.02 0.02 0.02 0 0.2
2015-03-12 0.02 0.02 0.02 0.02 0 0.2
2015-03-13 0.02 0.02 0.02 0.02 4800 0.2
2015-03-16 0.02 0.02 0.02 0.02 23000 0.2
2015-03-17 0.005 0.02 0.005 0.02 29200 0.2
2015-03-18 0.02 0.02 0.02 0.02 0 0.2
2015-03-19 0.02 0.02 0.02 0.02 700 0.2
2015-03-20 0.02 0.02 0.02 0.02 1200 0.2
2015-03-23 0.02 0.02 0.02 0.02 54500 0.2
2015-03-24 0.02 0.02 0.005 0.02 2500 0.2
2015-03-25 0.02 0.02 0.02 0.02 0 0.2
2015-03-26 0.015 0.015 0.015 0.015 2500 0.15
2015-03-27 0.015 0.015 0.015 0.015 4800 0.15
2015-03-30 0.015 0.015 0.015 0.015 0 0.15
2015-03-31 0.015 0.015 0.015 0.015 0 0.15
2015-04-01 0.015 0.015 0.015 0.015 0 0.15
2015-04-02 0.015 0.015 0.015 0.015 0 0.15
2015-04-03 0.015 0.015 0.015 0.015 0 0.15
2015-04-06 0.015 0.015 0.015 0.015 200 0.15
2015-04-07 0.015 0.015 0.015 0.015 1000 0.15
2015-04-08 0.015 0.015 0.015 0.015 0 0.15
2015-04-09 0.015 0.015 0.015 0.015 0 0.15
2015-04-10 0.015 0.02 0.015 0.02 33000 0.2
2015-04-13 0.025 0.025 0.025 0.025 2100 0.25
2015-04-14 0.025 0.025 0.02 0.02 36400 0.2
2015-04-15 0.025 0.025 0.025 0.025 2000 0.25
2015-04-16 0.025 0.025 0.025 0.025 1000 0.25
2015-04-17 0.2 0.2 0.2 0.2 30000 0.2
2015-04-20 0.195 0.195 0.195 0.195 5000 0.195
2015-04-21 0.19 0.19 0.17 0.17 8000 0.17
2015-04-22 0.17 0.17 0.17 0.17 0 0.17
2015-04-23 0.17 0.17 0.17 0.17 0 0.17
2015-04-24 0.17 0.17 0.17 0.17 0 0.17
2015-04-27 0.165 0.165 0.16 0.16 2500 0.16
2015-04-28 0.16 0.18 0.13 0.17 129500 0.17
2015-04-29 0.17 0.17 0.17 0.16 10000 0.16
2015-04-30 0.18 0.18 0.18 0.18 8500 0.18
2015-05-01 0.18 0.185 0.18 0.185 20000 0.185
2015-05-04 0.175 0.175 0.17 0.17 10000 0.17
2015-05-05 0.17 0.17 0.17 0.17 0 0.17
2015-05-06 0.17 0.17 0.165 0.17 5500 0.17
2015-05-07 0.185 0.19 0.18 0.185 65500 0.185
2015-05-08 0.185 0.23 0.185 0.21 107000 0.21
2015-05-11 0.205 0.22 0.2 0.22 6000 0.22
2015-05-12 0.22 0.23 0.21 0.21 29500 0.21
2015-05-13 0.21 0.22 0.21 0.22 14000 0.22
2015-05-14 0.22 0.22 0.22 0.22 0 0.22
2015-05-15 0.2 0.2 0.2 0.2 28000 0.2
2015-05-18 0.2 0.2 0.2 0.2 0 0.2
2015-05-19 0.2 0.2 0.2 0.2 0 0.2
2015-05-20 0.2 0.2 0.18 0.18 55000 0.18
2015-05-21 0.17 0.17 0.16 0.17 53500 0.17
2015-05-22 0.185 0.19 0.175 0.175 15500 0.175
2015-05-25 0.175 0.175 0.175 0.175 0 0.175
2015-05-26 0.16 0.17 0.14 0.14 32500 0.14
2015-05-27 0.125 0.15 0.125 0.125 23500 0.125
2015-05-28 0.125 0.125 0.125 0.125 10000 0.125
2015-05-29 0.15 0.16 0.15 0.16 45000 0.16
2015-06-01 0.14 0.14 0.13 0.13 67500 0.13
2015-06-02 0.13 0.13 0.13 0.13 0 0.13
2015-06-03 0.13 0.13 0.13 0.13 45000 0.13
2015-06-04 0.135 0.19 0.135 0.19 65500 0.19
2015-06-05 0.19 0.19 0.15 0.15 24000 0.15
2015-06-08 0.18 0.18 0.165 0.165 98000 0.165
2015-06-09 0.165 0.165 0.14 0.155 236000 0.155
2015-06-10 0.15 0.15 0.13 0.13 84500 0.13
2015-06-11 0.14 0.14 0.14 0.14 20000 0.14
2015-06-12 0.14 0.17 0.14 0.17 92500 0.17
2015-06-15 0.17 0.18 0.16 0.175 32000 0.175
2015-06-16 0.18 0.205 0.18 0.195 192500 0.195
2015-06-17 0.2 0.2 0.165 0.165 170500 0.165
2015-06-18 0.16 0.17 0.155 0.17 74000 0.17
2015-06-19 0.17 0.175 0.17 0.175 61000 0.175
2015-06-22 0.17 0.17 0.16 0.16 34500 0.16
2015-06-23 0.15 0.15 0.145 0.145 38000 0.145
2015-06-24 0.145 0.145 0.13 0.13 169000 0.13
2015-06-25 0.125 0.13 0.12 0.12 75500 0.12
2015-06-26 0.12 0.12 0.12 0.12 0 0.12
2015-06-29 0.135 0.135 0.115 0.115 77500 0.115
2015-06-30 0.135 0.145 0.135 0.14 81000 0.14
2015-07-01 0.14 0.14 0.14 0.14 0 0.14
2015-07-02 0.14 0.14 0.14 0.14 2000 0.14
2015-07-03 0.14 0.14 0.14 0.14 0 0.14
2015-07-06 0.15 0.15 0.13 0.13 8500 0.13
2015-07-07 0.13 0.13 0.1 0.115 262000 0.115
2015-07-08 0.13 0.14 0.13 0.14 23000 0.14
2015-07-09 0.13 0.13 0.115 0.12 50000 0.12
2015-07-10 0.12 0.12 0.1 0.12 85500 0.12
2015-07-13 0.11 0.11 0.1 0.1 47000 0.1
2015-07-14 0.1 0.1 0.095 0.1 77000 0.1
2015-07-15 0.1 0.1 0.09 0.09 166000 0.09
2015-07-16 0.095 0.095 0.09 0.09 44000 0.09
2015-07-17 0.1 0.1 0.095 0.095 317000 0.095
2015-07-20 0.095 0.1 0.085 0.1 787000 0.1
2015-07-21 0.095 0.11 0.095 0.1 271500 0.1
2015-07-22 0.095 0.095 0.09 0.09 52000 0.09
2015-07-23 0.09 0.1 0.08 0.1 126000 0.1
2015-07-24 0.09 0.095 0.08 0.095 206500 0.095
2015-07-27 0.095 0.095 0.095 0.095 0 0.095
2015-07-28 0.09 0.09 0.08 0.085 1e+05 0.085
2015-07-29 0.085 0.085 0.07 0.07 122000 0.07
2015-07-30 0.08 0.08 0.07 0.07 2000 0.07
2015-07-31 0.07 0.07 0.07 0.07 0 0.07
2015-08-03 0.07 0.07 0.07 0.07 0 0.07
2015-08-04 0.07 0.07 0.07 0.07 27000 0.07
2015-08-05 0.07 0.07 0.07 0.07 20000 0.07
2015-08-06 0.07 0.07 0.06 0.07 252000 0.07
2015-08-07 0.065 0.065 0.05 0.055 519000 0.055
2015-08-10 0.055 0.055 0.055 0.055 0 0.055
2015-08-11 0.06 0.06 0.05 0.055 175000 0.055
2015-08-12 0.055 0.055 0.045 0.05 147000 0.05
2015-08-13 0.055 0.055 0.05 0.05 162000 0.05
2015-08-14 0.055 0.065 0.055 0.065 95000 0.065
2015-08-17 0.065 0.065 0.055 0.06 148000 0.06
2015-08-18 0.06 0.065 0.06 0.06 108000 0.06
2015-08-19 0.065 0.1 0.055 0.1 868000 0.1
2015-08-20 0.1 0.115 0.09 0.095 697000 0.095
2015-08-21 0.09 0.1 0.085 0.12 189000 0.12
2015-08-24 0.08 0.09 0.07 0.08 232000 0.08
2015-08-25 0.085 0.105 0.085 0.1 444500 0.1
2015-08-26 0.1 0.11 0.1 0.1 141500 0.1
2015-08-27 0.1 0.12 0.1 0.12 93500 0.12
2015-08-28 0.12 0.12 0.1 0.11 103500 0.11
2015-08-31 0.115 0.115 0.11 0.11 28500 0.11
2015-09-01 0.115 0.115 0.105 0.105 133500 0.105
2015-09-02 0.11 0.125 0.1 0.125 252500 0.125
2015-09-03 0.125 0.15 0.125 0.14 794000 0.14
2015-09-04 0.135 0.135 0.115 0.12 284000 0.12
2015-09-07 0.12 0.12 0.12 0.12 0 0.12
2015-09-08 0.12 0.13 0.11 0.12 459000 0.12
2015-09-09 0.12 0.14 0.12 0.135 268000 0.135
2015-09-10 0.14 0.14 0.12 0.13 279500 0.13
2015-09-11 0.13 0.135 0.13 0.13 222500 0.13
2015-09-14 0.135 0.14 0.13 0.14 106000 0.14
2015-09-15 0.145 0.145 0.13 0.14 767000 0.14
2015-09-16 0.14 0.14 0.13 0.13 446500 0.13
2015-09-17 0.13 0.13 0.12 0.12 542000 0.12
2015-09-18 0.13 0.13 0.12 0.125 386000 0.125
2015-09-21 0.12 0.125 0.115 0.125 375000 0.125
2015-09-22 0.12 0.12 0.11 0.115 286000 0.115
2015-09-23 0.11 0.11 0.105 0.105 266000 0.105
2015-09-24 0.1 0.105 0.09 0.105 179000 0.105
2015-09-25 0.1 0.1 0.095 0.095 251000 0.095
2015-09-28 0.1 0.105 0.09 0.09 631000 0.09
2015-09-29 0.09 0.09 0.08 0.09 63000 0.09
2015-09-30 0.085 0.09 0.08 0.08 166000 0.08
2015-10-01 0.085 0.085 0.08 0.08 175000 0.08
2015-10-02 0.08 0.08 0.08 0.08 18000 0.08
2015-10-05 0.075 0.08 0.07 0.07 53000 0.07
2015-10-06 0.07 0.07 0.07 0.07 184000 0.07
2015-10-07 0.07 0.07 0.07 0.07 0 0.07
2015-10-08 0.075 0.075 0.075 0.075 20000 0.075
2015-10-09 0.075 0.075 0.07 0.075 43000 0.075
2015-10-12 0.075 0.075 0.075 0.075 0 0.075
2015-10-13 0.075 0.075 0.075 0.075 24000 0.075
2015-10-14 0.08 0.08 0.07 0.08 226000 0.08
2015-10-15 0.07 0.07 0.07 0.07 2000 0.07
2015-10-16 0.07 0.07 0.07 0.07 0 0.07
2015-10-19 0.07 0.07 0.07 0.07 107000 0.07
2015-10-20 0.075 0.075 0.075 0.075 10000 0.075
2015-10-21 0.065 0.065 0.065 0.065 108000 0.065
2015-10-22 0.06 0.07 0.06 0.07 45000 0.07
2015-10-23 0.07 0.07 0.07 0.07 0 0.07
2015-10-26 0.065 0.065 0.06 0.06 45000 0.06
2015-10-27 0.06 0.06 0.06 0.06 0 0.06
2015-10-28 0.06 0.06 0.06 0.06 0 0.06
2015-10-29 0.055 0.055 0.055 0.055 45000 0.055
2015-10-30 0.055 0.055 0.055 0.055 0 0.055
