"Index" "HP.Open" "HP.High" "HP.Low" "HP.Close" "HP.Volume" "HP.Adjusted"
2013-03-20 61.639999 61.959999 60 60.669998 2098700 55.63002
2013-03-21 60.25 60.939999 60.130001 60.43 1334500 55.409959
2013-03-22 60.790001 61.209999 60.099998 60.57 1460000 55.538328
2013-03-25 60.75 60.990002 59.959999 60.25 1476500 55.244912
2013-03-26 60.59 61.200001 60.41 61.139999 1308700 56.060977
2013-03-27 60.490002 61.630001 60.009998 60.959999 1121200 55.89593
2013-03-28 60.939999 61.150002 60.150002 60.700001 1362100 55.65753
2013-04-01 60.900002 61.549999 59.189999 59.810001 1090400 54.841465
2013-04-02 59.880001 60.889999 59.349998 59.889999 1335700 54.914817
2013-04-03 60.02 60.27 58.150002 59 1493600 54.098752
2013-04-04 58.889999 59.259998 58.099998 59.209999 802200 54.291306
2013-04-05 58.299999 61.099998 58.110001 60.919998 1646300 55.859252
2013-04-08 60.849998 61.560001 60.59 61.360001 1383900 56.262702
2013-04-09 61.549999 62.009998 60.759998 61.830002 877100 56.69366
2013-04-10 61.900002 63.630001 61.84 63.380001 1493300 58.114897
2013-04-11 63.400002 63.48 62.240002 62.610001 1142000 57.408862
2013-04-12 62.169998 62.349998 60.73 61.349998 1528200 56.253531
2013-04-15 60.470001 60.470001 57.68 57.720001 1597200 52.925085
2013-04-16 58.459999 59.189999 57.52 58.700001 1353400 53.823674
2013-04-17 58.029999 58.029999 56.09 56.25 1397100 51.5772
2013-04-18 56.810001 58.16 55.779999 57.34 1096000 52.576651
2013-04-19 57.509998 57.990002 56.32 57.279999 1201200 52.521634
2013-04-22 57.48 58.84 57.23 58.790001 1103900 53.906198
2013-04-23 58.939999 59.939999 58.049999 59.529999 1833200 54.584722
2013-04-24 59.889999 61.650002 59.779999 60.709999 1710400 55.666698
2013-04-25 60.73 61.630001 57.389999 59.57 2901200 54.6214
2013-04-26 59.25 59.740002 57.650002 57.990002 1488700 53.172656
2013-04-29 58.380001 58.759998 57.580002 58.23 1212200 53.392717
2013-04-30 58.220001 58.669998 57.48 58.619999 1046200 53.750318
2013-05-01 57.959999 58.369999 57.110001 58.09 1165100 53.264347
2013-05-02 58.459999 59.990002 58.279999 59.799999 1112400 54.832293
2013-05-03 60.73 62.009998 60.57 61.75 1587400 56.620304
2013-05-06 62 62.82 61.439999 62.27 1250500 57.097107
2013-05-07 62.540001 63 61.709999 62.599998 766200 57.399691
2013-05-08 62.619999 62.970001 62.16 62.720001 749700 57.509725
2013-05-09 62.610001 63.200001 61.959999 62.959999 946300 57.729786
2013-05-10 62.639999 62.84 61.810001 62.459999 975400 57.271322
2013-05-13 62.240002 62.639999 61.360001 61.93 668700 56.922051
2013-05-14 61.810001 62.630001 61.59 62.119999 946000 57.096686
2013-05-15 61.799999 62.580002 61.48 61.990002 912100 56.977201
2013-05-16 61.91 63.389999 61.779999 62.970001 1055400 57.877953
2013-05-17 64.169998 65.639999 64.169998 65.389999 2118700 60.102259
2013-05-20 65.18 66.019997 65.07 65.5 902000 60.203364
2013-05-21 65.419998 65.769997 64.489998 64.699997 1087100 59.468053
2013-05-22 64.629997 64.690002 61.799999 62.389999 2288800 57.344853
2013-05-23 61.07 62.150002 60.66 62.09 1113500 57.069113
2013-05-24 61.849998 63.07 61.57 63.02 1048300 57.923909
2013-05-28 64.25 64.720001 63.52 63.77 1150300 58.613261
2013-05-29 63.240002 64.220001 62.98 64.139999 950200 58.95334
2013-05-30 64.110001 64.199997 62.900002 63.27 1309200 58.153693
2013-05-31 62.849998 63.450001 61.740002 61.740002 848700 56.747417
2013-06-03 62.27 62.790001 61.77 62.73 845000 57.657359
2013-06-04 62.639999 63.299999 62.48 62.810001 783800 57.730891
2013-06-05 62.849998 64.5 62.009998 62.66 2241400 57.59302
2013-06-06 62.52 63 61.450001 62.549999 1227000 57.491914
2013-06-07 62.91 64.230003 62.259998 64.120003 1181500 58.93496
2013-06-10 64.32 64.57 63.330002 64.330002 883300 59.127978
2013-06-11 63.119999 63.32 62.049999 62.380001 1529500 57.335663
2013-06-12 62.810001 63.110001 60.950001 60.970001 989300 56.039682
2013-06-13 60.990002 62 60.700001 61.91 1392100 56.903668
2013-06-14 62.009998 62.18 60.77 60.82 952500 55.901811
2013-06-17 61.450001 64 61.450001 63.509998 1840300 58.374283
2013-06-18 63.450001 64.25 63.380001 64.040001 922500 58.861428
2013-06-19 64.089996 64.620003 63.27 63.27 780200 58.153693
2013-06-20 62.189999 62.349998 60.950001 61.23 1005200 56.278656
2013-06-21 61.639999 62.459999 60.689999 61.689999 1651300 56.701457
2013-06-24 60.5 62.41 59.77 61.810001 1797400 56.811756
2013-06-25 62.419998 64.25 62.419998 63.66 1683400 58.512155
2013-06-26 63.98 64.370003 62.779999 62.939999 995400 57.850377
2013-06-27 63.509998 63.630001 62.66 62.709999 805700 57.638976
2013-06-28 62.450001 63.049999 62.220001 62.450001 1309300 57.400002
2013-07-01 63.299999 64.290001 62.790001 63.759998 1106200 58.604067
2013-07-02 63.77 64.540001 63.759998 64.050003 1155500 58.870621
2013-07-03 63.849998 64.050003 63.279999 63.82 498500 58.659217
2013-07-05 64.660004 65.760002 64.239998 65.480003 811800 60.184985
2013-07-08 65.68 66.239998 65.400002 65.849998 1232700 60.52506
2013-07-09 65.879997 65.959999 64.959999 65.370003 1283200 60.083879
2013-07-10 65.5 65.5 64.029999 64.589996 1254400 59.366948
2013-07-11 65.75 65.760002 64.029999 64.730003 929200 59.495633
2013-07-12 64.830002 65.510002 64.339996 65.480003 858800 60.184985
2013-07-15 65.769997 65.989998 64.940002 65.260002 677700 59.982774
2013-07-16 65.379997 65.75 63.990002 64.339996 639700 59.137164
2013-07-17 64.580002 65.550003 64.209999 65.209999 801200 59.936814
2013-07-18 65.650002 67 65.459999 66.510002 790100 61.131693
2013-07-19 66.470001 67.459999 65.690002 67.389999 974500 61.940529
2013-07-22 67.550003 67.779999 66.959999 67 848200 61.582067
2013-07-23 67.370003 67.519997 66.230003 66.849998 1238900 61.444196
2013-07-24 67 67.110001 65.160004 65.940002 855200 60.607786
2013-07-25 65.209999 66.559998 64.669998 66.559998 1455800 61.177645
2013-07-26 68.019997 68.279999 64.150002 64.730003 1980100 59.495633
2013-07-29 64.550003 64.769997 63.18 63.439999 1505400 58.309944
2013-07-30 63.75 63.98 62.349998 63.139999 1566400 58.034204
2013-07-31 63.25 64.389999 62.799999 63.200001 1691400 58.089354
2013-08-01 64.75 65.010002 64.059998 64.870003 1047600 59.624312
2013-08-02 64.849998 65.589996 64.230003 65.589996 1029000 60.286083
2013-08-05 65.43 66.529999 65.059998 66.300003 1259600 60.938675
2013-08-06 66.400002 66.559998 65.68 66.379997 1449500 61.012201
2013-08-07 66.239998 67.480003 66.010002 67.290001 1887100 61.848617
2013-08-08 67.650002 68.410004 66.980003 67.870003 1555900 62.381718
2013-08-09 67.849998 68.199997 66.639999 67.910004 1354000 62.418484
2013-08-12 67.120003 67.739998 66.5 67.300003 1002800 61.857811
2013-08-13 67.029999 67.459999 66.57 67.260002 1172700 62.283776
2013-08-14 67.010002 67.699997 66.449997 66.489998 1083700 61.570741
2013-08-15 65.540001 66.260002 65.18 65.5 983300 60.653988
2013-08-16 65.489998 65.650002 64.349998 64.760002 1285200 59.968738
2013-08-19 64.75 64.970001 63.959999 64.019997 787300 59.283482
2013-08-20 64.040001 65.309998 64 64.940002 1140900 60.135421
2013-08-21 64.949997 65.25 63.84 63.900002 748700 59.172365
2013-08-22 64.059998 64.709999 64 64.550003 995300 59.774276
2013-08-23 64.830002 65.07 64.059998 64.669998 701000 59.885393
2013-08-26 64.93 65.150002 63.950001 64.07 736600 59.329786
2013-08-27 63.200001 64.050003 63 63.220001 629400 58.542674
2013-08-28 63.32 64.68 63.279999 64.160004 960100 59.413131
2013-08-29 63.950001 64 63 63.27 818400 58.588974
2013-08-30 63.52 63.52 62.84 63.040001 819600 58.375991
2013-09-03 63.990002 64 62.389999 62.91 1153800 58.255608
2013-09-04 62.84 64.459999 62.830002 63.959999 862100 59.227924
2013-09-05 64.029999 64.830002 63.919998 64.5 685600 59.727973
2013-09-06 64.739998 65.010002 63.84 64.360001 565400 59.598331
2013-09-09 64.480003 66.410004 64.349998 65.739998 806300 60.876229
2013-09-10 66.059998 66.160004 65.209999 66.120003 812900 61.22812
2013-09-11 66.470001 67.120003 66.050003 67.120003 933700 62.154135
2013-09-12 66.93 67.459999 65.839996 66.559998 983700 61.635561
2013-09-13 66.970001 69.489998 66.239998 68.989998 2629700 63.885778
2013-09-16 69.639999 69.800003 68.540001 68.910004 1055200 63.811702
2013-09-17 68.879997 69.730003 68.309998 69.010002 739000 63.904303
2013-09-18 69.139999 69.879997 68.519997 69.639999 628300 64.48769
2013-09-19 69.949997 70.959999 69.279999 70.82 1427000 65.580388
2013-09-20 71.260002 71.360001 70.120003 70.32 1301500 65.11738
2013-09-23 70 70.019997 68.919998 69.410004 1184200 64.27471
2013-09-24 69.449997 69.540001 68.690002 68.800003 947000 63.70984
2013-09-25 68.879997 69.620003 68.260002 69.040001 1268800 63.932082
2013-09-26 69.440002 69.809998 69.050003 69.470001 670000 64.330269
2013-09-27 69.139999 69.379997 68.550003 69.07 706300 63.959861
2013-09-30 68.489998 69.07 67.949997 68.949997 844600 63.848737
2013-10-01 68.910004 71.339996 68.870003 70.919998 1087100 65.672988
2013-10-02 70.629997 71.919998 69.959999 71.910004 1187100 66.589748
2013-10-03 71.900002 72.720001 71.150002 72.620003 1170000 67.247218
2013-10-04 72.720001 74.290001 72.080002 73.699997 1334200 68.247308
2013-10-07 72.540001 72.900002 71.93 72.089996 847500 66.756424
2013-10-08 72.190002 73.639999 71.739998 71.82 1334100 66.506403
2013-10-09 72.089996 72.129997 70.589996 71.110001 1035400 65.848933
2013-10-10 72.089996 73.169998 71.949997 73.169998 1260300 67.756522
2013-10-11 73 74.190002 72.330002 73.980003 897000 68.506599
2013-10-14 73.370003 75.25 73.169998 75.110001 783800 69.552993
2013-10-15 74.730003 75.379997 74.080002 74.580002 964600 69.062206
2013-10-16 75.309998 75.800003 74.599998 75.260002 780300 69.691897
2013-10-17 75.150002 75.940002 74.900002 75.839996 976600 70.22898
2013-10-18 76.699997 77.730003 76.279999 76.760002 1172800 71.080919
2013-10-21 76.830002 76.919998 76.230003 76.489998 732000 70.830891
2013-10-22 76.900002 77.889999 76.470001 76.889999 635000 71.201299
2013-10-23 76.550003 76.730003 74.559998 75 1044300 69.451131
2013-10-24 74.870003 75.940002 74.529999 75.879997 1022200 70.266022
2013-10-25 76.370003 77.330002 75.830002 76.57 674500 70.904974
2013-10-28 76.830002 77.449997 76.610001 77.169998 861700 71.460582
2013-10-29 77.169998 78.690002 77.110001 78.660004 1061600 72.84035
2013-10-30 78.849998 79.120003 76.809998 77.510002 992200 71.775431
2013-10-31 77.449997 78.389999 77.080002 77.550003 792600 71.812472
2013-11-01 77.639999 78.019997 76.610001 77.43 1070700 71.701348
2013-11-04 77.790001 78 77.349998 77.849998 675300 72.090272
2013-11-05 77.410004 77.919998 76.720001 77.779999 697600 72.025452
2013-11-06 78.279999 78.519997 77.040001 77.650002 706200 71.905072
2013-11-07 78.099998 78.209999 75.309998 75.669998 1283200 70.071559
2013-11-08 76.080002 78.07 75.739998 78.019997 1009000 72.247693
2013-11-11 78.150002 78.68 77.82 78.379997 1079500 72.581059
2013-11-12 78.489998 78.489998 76.419998 76.720001 1082700 71.043878
2013-11-13 75.790001 77.139999 75.169998 76.959999 1397100 71.733621
2013-11-14 78.199997 78.5 76.720001 78.059998 1341400 72.758919
2013-11-15 79.080002 79.519997 78.129997 79.269997 1481200 73.886746
2013-11-18 79.440002 79.559998 78.199997 78.800003 1212300 73.44867
2013-11-19 78.760002 79.32 77.610001 78.550003 1360600 73.215648
2013-11-20 78.980003 79.330002 78.489998 78.849998 846700 73.49527
2013-11-21 79.099998 79.32 78.410004 79 878600 73.635085
2013-11-22 79.629997 79.629997 78.699997 78.970001 953000 73.607124
2013-11-25 78.760002 78.959999 76.760002 77.239998 1241000 71.994605
2013-11-26 77.089996 78.790001 77.089996 78.720001 1379500 73.374101
2013-11-27 78.529999 78.669998 76.440002 77.349998 757300 72.097136
2013-11-29 77.260002 77.669998 76.309998 77 324900 71.770906
2013-12-02 77.300003 79.160004 76.360001 78.050003 1078900 72.749603
2013-12-03 78.07 79.830002 77.709999 79.669998 1466300 74.259584
2013-12-04 79.75 81.089996 78.900002 80.970001 1581700 75.471303
2013-12-05 81 81 79.660004 80.230003 1172700 74.781559
2013-12-06 81.349998 81.349998 79.510002 79.830002 788800 74.408721
2013-12-09 79.940002 80.559998 79.050003 79.489998 1139000 74.091807
2013-12-10 79.709999 81.029999 79.199997 79.339996 1227000 73.951992
2013-12-11 79.510002 79.82 78.190002 78.419998 1000500 73.094472
2013-12-12 78.519997 80.669998 78.519997 79.809998 1350300 74.390076
2013-12-13 79.620003 80.029999 78.629997 79.519997 973800 74.119769
2013-12-16 80.379997 81.389999 80.220001 81.260002 1250100 75.74161
2013-12-17 81.129997 81.260002 80.080002 80.839996 838000 75.350127
2013-12-18 81.029999 81.620003 80.029999 81.519997 1181800 75.983948
2013-12-19 81.550003 81.860001 80.68 81.669998 754000 76.123763
2013-12-20 81.629997 82.400002 81.349998 82.029999 1549500 76.459316
2013-12-23 82.669998 82.699997 81.440002 81.529999 613900 75.993271
2013-12-24 81.339996 83.529999 81.339996 83.029999 501700 77.391406
2013-12-26 83.209999 83.440002 82.639999 83.139999 420500 77.493936
2013-12-27 83.150002 84.160004 83.019997 83.959999 938100 78.258249
2013-12-30 84.029999 84.540001 83.330002 84.029999 814200 78.323495
2013-12-31 84.080002 84.870003 83.639999 84.080002 581600 78.370103
2014-01-02 83.949997 84.279999 82.029999 82.25 953100 76.664377
2014-01-03 82.589996 83.709999 82.330002 83.050003 746600 77.410051
2014-01-06 82.57 83.019997 81.800003 81.949997 970000 76.384747
2014-01-07 81.440002 83.599998 81.339996 83.580002 1552400 77.904058
2014-01-08 84.620003 85.510002 84.019997 84.449997 1936900 78.714971
2014-01-09 84.940002 85.029999 84.379997 84.919998 1223800 79.153054
2014-01-10 84.809998 86.269997 84.699997 85.550003 1362200 79.740276
2014-01-13 85.129997 85.690002 83.220001 83.699997 1671900 78.015904
2014-01-14 83.959999 85.599998 83.959999 85.209999 982700 79.423361
2014-01-15 85.209999 85.410004 84.730003 84.980003 848300 79.208985
2014-01-16 85.120003 85.779999 84.190002 84.889999 683700 79.125093
2014-01-17 85.220001 85.989998 84.889999 85.650002 870400 79.833483
2014-01-21 86.489998 87.410004 86.230003 87.25 1144100 81.324825
2014-01-22 87.300003 88.099998 86.459999 88.089996 928000 82.107777
2014-01-23 87.629997 88.040001 86.32 87.230003 1011900 81.306186
2014-01-24 86.809998 86.809998 85.32 86.010002 1001500 80.169036
2014-01-27 86.199997 86.599998 85.040001 85.809998 938100 79.982614
2014-01-28 85.900002 86.519997 85.730003 86.360001 1124600 80.495266
2014-01-29 85.68 86.010002 84.839996 85.120003 1326900 79.339477
2014-01-30 87.18 88.300003 85.07 87.699997 2009000 81.744263
2014-01-31 86.709999 88.580002 86.510002 88.040001 1099100 82.061177
2014-02-03 88.120003 89.389999 86.010002 86.269997 1805900 80.411374
2014-02-04 85.010002 85.540001 83.139999 85.040001 2180400 79.264908
2014-02-05 84.779999 85.370003 83.940002 84.910004 1103300 79.143739
2014-02-06 85.559998 86.919998 85.330002 86.870003 1762000 80.970634
2014-02-07 87.5 88.169998 86.870003 87.169998 1419100 81.250256
2014-02-10 87.269997 87.339996 85 85.730003 1860600 79.908052
